Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"USER Awaasss... Jangan sampai berita itu sampai ke telinga Anda! Nantinya akan sulit mencari kosa kata tersebut. Kalau sekedar ngomong, kamu julingkan mata, bibirmu menoleh ke samping, suaramu keluar seperti kentut… “politik jaman sekarang itu kotor!”. Kalau tau caranya.. Plng Sambil ky nhn ngeden..""bodoh!"". \xf0\x9f\x98\x8b",1,1,1,0,0,0,1,0,0,1,0,0,awaasss berita saudara gerung susah cari kosakata bocor picing mata bibir monyong samping suara ky nhn kentut politik kotor zaman b pulang ky nhn ngeden dungu,"['awaasss', 'berita', 'saudara', 'gerung', 'susah', 'cari', 'kosakata', 'bocor', 'picing', 'mata', 'bibir', 'monyong', 'samping', 'suara', 'ky', 'nhn', 'kentut', 'politik', 'kotor', 'zaman', 'b', 'pulang', 'ky', 'nhn', 'ngeden', 'dungu']"
Pinokio berumur 3 tahun. #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,pinokio umur 3 2019 ganti presiden,"['pinokio', 'umur', '3', '2019', 'ganti', 'presiden']"
PENGGUNA RT sangat membenci umat Islam,1,0,0,1,1,0,0,0,0,0,1,0,benci umat islam,"['benci', 'umat', 'islam']"
"USER USER USER ""Provokasi Mayat, Politisasi Agama"" Sebabkan Kekalahan di Pilkada DKI, Begitulah Cebong Menggambarkan Kekalahan Majikannya.; FYI ahog tidak pernah mengikuti pemilu apa pun (kecuali menjadi wakil) dan dia bukan dari etnis mayoritas",1,1,1,0,0,1,0,0,0,1,0,0,provokasi mayat politisasi agama kalah pilih kepala daerah daerah khusus ibukota cebong deskripsi kalah junjung for your information ahok pilih camat wakil etnis mayoritas,"['provokasi', 'mayat', 'politisasi', 'agama', 'kalah', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', 'cebong', 'deskripsi', 'kalah', 'junjung', 'for', 'your', 'information', 'ahok', 'pilih', 'camat', 'wakil', 'etnis', 'mayoritas']"
PENGGUNA Kamu rendahan',1,1,0,1,0,0,0,0,1,0,1,0,wkwk bani lowo,"['wkwk', 'bani', 'lowo']"
"PENGGUNA sudah terbiasa dengan hal itu. Aku seorang kpoper tetapi ketika aku berbicara dengan teman-temanku, idolaku adalah seorang homo'",1,1,1,0,0,0,0,1,0,1,0,0,kali gue gemar korea pop omong teman teman gue idol gue banci homo,"['kali', 'gue', 'gemar', 'korea', 'pop', 'omong', 'teman', 'teman', 'gue', 'idol', 'gue', 'banci', 'homo']"
Gulingkan Jokowi Bajingan!!,1,1,1,0,0,0,0,0,1,0,0,1,lengser jokowi bangsat,"['lengser', 'jokowi', 'bangsat']"
"PENGGUNA RT: Homo!!!\nHati-hati dengan anak kita, apalagi di kamar mandi laki-laki, jangan biarkan mereka sendirian! URL",1,1,1,0,0,0,0,1,0,1,0,0,bajing homo hati hati hadap anak anak utama kamar mandi laki laki biar uniform resource locator,"['bajing', 'homo', 'hati', 'hati', 'hadap', 'anak', 'anak', 'utama', 'kamar', 'mandi', 'laki', 'laki', 'biar', 'uniform', 'resource', 'locator']"
"PENGGUNA Ya, itu sempurna'",1,1,1,0,0,0,0,0,1,1,0,0,iya cocot,"['iya', 'cocot']"
"PENGGUNA x || Kamu tidak mengatakannya dengan benar, kawan.",1,1,1,0,0,0,0,0,1,1,0,0,x bicara bangkai,"['x', 'bicara', 'bangkai']"
tapi tetap menikmati kebijakan-kebijakan yang dulu diajukan PKI... lho...,1,0,0,1,0,1,0,0,0,0,1,0,nikmat bijak usul partai komunis indonesia iya,"['nikmat', 'bijak', 'usul', 'partai', 'komunis', 'indonesia', 'iya']"
Misalnya saja bagaimana jika orang Tionghoa diusir paksa dari Indonesia?,1,0,0,1,0,1,0,0,0,0,1,0,umpama orang cina usir paksa indonesia,"['umpama', 'orang', 'cina', 'usir', 'paksa', 'indonesia']"
PENGGUNA RT: babi cina... pencuri cina...\n#EvictChina https:\/\/t.co\/9y4HIWHJp2,1,1,0,1,0,1,0,0,0,0,0,1,cina babi cina maling usir cina hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,"['cina', 'babi', 'cina', 'maling', 'usir', 'cina', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', '9y4hiwhjp2']"
URL PROYEK KORUPSI REZIM SBY,1,0,1,0,0,0,0,0,1,1,0,0,proyek korupsi rezim susilo bambang yudhoyono uniform resource locator,"['proyek', 'korupsi', 'rezim', 'susilo', 'bambang', 'yudhoyono', 'uniform', 'resource', 'locator']"
USER USER Lalu bagaimana pendapat anda tentang kitab suci agama yang disampaikan oleh Paman USER; ; #Tiba-tiba panik,1,0,1,0,0,0,0,0,1,1,0,0,kitab suci agama bilang om dadak kalap,"['kitab', 'suci', 'agama', 'bilang', 'om', 'dadak', 'kalap']"
"PENGGUNA, kamu kasar, kamu timpang'",1,1,1,0,0,0,0,0,1,1,0,0,eh kasar kampang,"['eh', 'kasar', 'kampang']"
"USER Ada kecebong gan, menurutnya dia yang tepat'",1,1,1,0,0,0,0,0,1,1,0,0,cebong bang,"['cebong', 'bang']"
Apakah kamu transgender atau anjing apa :( URL,1,1,1,0,0,0,0,1,0,1,0,0,transgender anjing uniform resource locator,"['transgender', 'anjing', 'uniform', 'resource', 'locator']"
"USER USER USER USER Saran saya, tidak perlu terlalu banyak memarahi ayat tersebut, langsung saja ke inti permasalahannya. Kalau tidak setuju, teriak saja kalau kamu kafir, sesat, liberal, pemuja dukun, bla bla...hatimu pasti terpuaskan...'",1,1,1,0,1,0,0,0,0,1,0,0,gue saran bacot maling ayat langsung to the point orang paham riak kafir sesat liberal puja dukun bla blaaa hati puas deh,"['gue', 'saran', 'bacot', 'maling', 'ayat', 'langsung', 'to', 'the', 'point', 'orang', 'paham', 'riak', 'kafir', 'sesat', 'liberal', 'puja', 'dukun', 'bla', 'blaaa', 'hati', 'puas', 'deh']"
"Jangan salah sasaran, itu bukan Ahok... agenda utamanya adalah menggulingkan Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,salah target ahok agenda utama lengser jokowi,"['salah', 'target', 'ahok', 'agenda', 'utama', 'lengser', 'jokowi']"
USER USER Pas dipukul aja udah panas??? Sangat penasaran; ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,kena tagar panas banget 2019 ganti presiden,"['kena', 'tagar', 'panas', 'banget', '2019', 'ganti', 'presiden']"
"Prabowo kalah, menyebut bantuan Jokowi hanya sekedar pencitraan, keluhan yang menyedihkan",1,0,1,0,0,0,0,0,1,1,0,0,prabowo kalah bantu jokowi citra ratap pilu,"['prabowo', 'kalah', 'bantu', 'jokowi', 'citra', 'ratap', 'pilu']"
USER USER Para idiot adalah penipu yang menyedot aparat yang ketahuan memindahkan orang yang digaji menggunakan beras kemasan. Propaganda nasi kemasan selalu gagal.',1,1,0,1,0,0,0,0,1,0,1,0,goblok bani cebong tukang tipu jilat kuasa gera bayar pakai nasi bungkus propaganda nasi bungkus gagal,"['goblok', 'bani', 'cebong', 'tukang', 'tipu', 'jilat', 'kuasa', 'gera', 'bayar', 'pakai', 'nasi', 'bungkus', 'propaganda', 'nasi', 'bungkus', 'gagal']"
USER USER USER Wah...kamu kesal sekali...\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,cebong sewot,"['cebong', 'sewot']"
Padahal gubernur saat ini adalah Djarot. Mayoritas parpol di DPRD juga mendukung Ahok Djarot. Sangat disayangkan bahwa itu adalah URL PENGGUNA,1,0,1,0,0,0,0,0,1,1,0,0,gubernur djarot mayoritas ai politik dewan wakil rakyat daerah dukung ahok djarot payah ya uniform resource locator,"['gubernur', 'djarot', 'mayoritas', 'ai', 'politik', 'dewan', 'wakil', 'rakyat', 'daerah', 'dukung', 'ahok', 'djarot', 'payah', 'ya', 'uniform', 'resource', 'locator']"
USER Anak pecundang...tak jauh dari hobi zina.. haha',1,1,1,0,0,0,0,1,0,1,0,0,anak pecun hobi zina haha,"['anak', 'pecun', 'hobi', 'zina', 'haha']"
Pendaftaran calon presiden #Pilpres 2019 baru dibuka Agustus 2018... norma apa yang masih belum dipahami oleh politisi PDIP? #2019Ganti Presiden!!,1,0,0,1,0,0,0,0,1,0,1,0,daftar calon presiden pilih presiden 2019 buka agustus 2018 normatif politikus partai demokrasi indonesia juang paham 2019 ganti presiden,"['daftar', 'calon', 'presiden', 'pilih', 'presiden', '2019', 'buka', 'agustus', '2018', 'normatif', 'politikus', 'partai', 'demokrasi', 'indonesia', 'juang', 'paham', '2019', 'ganti', 'presiden']"
Orang bodoh sudah tahu kalau pemerintahan rezim komunis ini korup dan bisa memimpin sidang DPR menggunakan URL cebong,1,1,1,0,0,1,0,0,0,1,0,0,sih tolol tau perintah rezim komunis bobrok koruptor pimpin sidang dewan wakil rakyat paya cebong uniform resource locator,"['sih', 'tolol', 'tau', 'perintah', 'rezim', 'komunis', 'bobrok', 'koruptor', 'pimpin', 'sidang', 'dewan', 'wakil', 'rakyat', 'paya', 'cebong', 'uniform', 'resource', 'locator']"
Tiongkok menghancurkan negaranya!! Buang!! Menuju??,1,0,0,1,0,1,0,0,0,0,0,1,cina usak bangsa usir tuju,"['cina', 'usak', 'bangsa', 'usir', 'tuju']"
"#2019Ganti Presiden secara konstitusional adalah hak setiap warga negara, wah!! . Begitu pula jika Anda berencana untuk bebas namun berperilaku otoriter.",1,1,1,0,0,0,0,0,1,1,0,0,2019 ganti presiden konstitusional hak rakyat woiii nih plonga plongo laku otoriter,"['2019', 'ganti', 'presiden', 'konstitusional', 'hak', 'rakyat', 'woiii', 'nih', 'plonga', 'plongo', 'laku', 'otoriter']"
"USER Kroasia itu fanatik lho, kenapa belajar begitu fanatik...apakah kamu sudah lupa dengan negeri surga??'",1,1,0,1,1,0,0,0,0,0,1,0,kroasia kafir tau ajar kafir lupa kapling sorga,"['kroasia', 'kafir', 'tau', 'ajar', 'kafir', 'lupa', 'kapling', 'sorga']"
"USER USER, benarkah Menteri Soeharto itu gay?'",1,1,1,0,0,0,0,1,0,1,0,0,nya menteri suha o homo,"['nya', 'menteri', 'suha', 'o', 'homo']"
"Kejar orang yang nakal banget, duit rupiahnya ke mana?\xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,kejar setor bangsat rupiah turun,"['kejar', 'setor', 'bangsat', 'rupiah', 'turun']"
"Semoga ada tindak lanjutnya!; ; Melaporkan ?penodaan agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB; #Mungkin PENGGUNA;",1,0,1,0,1,0,0,0,0,1,0,0,moga tindak lapor hadap nista agama adek armando laku langsung ketua front bela islam kh shobri lubis badan reserse kriminal markas polisi republik indonesia gambir jaka a pusat selasa 10 4 13 00 indonesia barat perhaps,"['moga', 'tindak', 'lapor', 'hadap', 'nista', 'agama', 'adek', 'armando', 'laku', 'langsung', 'ketua', 'front', 'bela', 'islam', 'kh', 'shobri', 'lubis', 'badan', 'reserse', 'kriminal', 'markas', 'polisi', 'republik', 'indonesia', 'gambir', 'jaka', 'a', 'pusat', 'selasa', '10', '4', '13', '00', 'indonesia', 'barat', 'perhaps']"
USER USER USER USER USER USER USER Bangke.. kalahkan!!!!',1,1,1,0,0,0,0,0,1,0,0,1,bangkai hajar,"['bangkai', 'hajar']"
USER USER USER .\nOrang yang minum terlalu banyak akan mati',1,0,0,1,0,0,0,0,1,0,1,0,onta mati minum,"['onta', 'mati', 'minum']"
URL Ahok mengaku khawatir dengan ponselnya USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,uniform resource locator ahok tng was was hidup,"['uniform', 'resource', 'locator', 'ahok', 'tng', 'was', 'was', 'hidup']"
Itu baru di Sul Teng..!!!; Ini ekses karena disandera utang China!!!; #2019GantiPresiden; #2019PresidenBaru; #2019TetapJokowiGanti,1,0,1,0,0,0,0,0,1,1,0,0,sul teng ekses akibat sandera hutang cina 2019 ganti presiden 2019 presiden 2019 jokowi ganti,"['sul', 'teng', 'ekses', 'akibat', 'sandera', 'hutang', 'cina', '2019', 'ganti', 'presiden', '2019', 'presiden', '2019', 'jokowi', 'ganti']"
PENGGUNA KPK bukan hanya kurang terampil di era ini...tapi era ini juga berkomitmen dalam pemberantasan korupsi tidak seperti di era Pak Sby....,1,0,0,1,0,0,0,0,1,0,1,0,be aji nya komisi berantas korupsi era era komitmen berantas korupsi surat pemberitahuan era susilo bambang yudhoyono,"['be', 'aji', 'nya', 'komisi', 'berantas', 'korupsi', 'era', 'era', 'komitmen', 'berantas', 'korupsi', 'surat', 'pemberitahuan', 'era', 'susilo', 'bambang', 'yudhoyono']"
PENGGUNA RT: Admin bodoh di pesta bodoh\nPesta Bodoh untuk Orang Bodoh',1,1,0,1,0,0,0,0,1,0,1,0,admin tolol ai tolol ai tolol orang tolol,"['admin', 'tolol', 'ai', 'tolol', 'ai', 'tolol', 'orang', 'tolol']"
Hanya Jokowi yang mengundurkan diri. PENGGUNA ditutup. URL,1,0,1,0,0,0,0,0,1,1,0,0,jokowi mundur tutup uniform resource locator,"['jokowi', 'mundur', 'tutup', 'uniform', 'resource', 'locator']"
USER Omong-omong...mulutmu kayak banci...beli cermin lihat dirimu sendiri...Bro',1,1,1,0,0,0,0,1,0,1,0,0,bicara mulut sepe i banci beli kaca lihat bro,"['bicara', 'mulut', 'sepe', 'i', 'banci', 'beli', 'kaca', 'lihat', 'bro']"
PENGGUNA Ada amin yang rasis.\nAda yang sangat dani\nAda ratna yang malang.\nAda unta.\nAda lubang anus.\nJadi jangan takut wo wo..\nObat penenangmu hampir habis.',1,1,1,0,0,0,0,0,1,1,0,0,amin racist ratna sih paiiit sih onta sih lobang anus takut oi oi habis obat tenang ya,"['amin', 'racist', 'ratna', 'sih', 'paiiit', 'sih', 'onta', 'sih', 'lobang', 'anus', 'takut', 'oi', 'oi', 'habis', 'obat', 'tenang', 'ya']"
USER Tunggu perintah dari IMAM LIVID USER. TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawakan ULAMA...\nBASIC Banj SEMPAK',1,1,1,0,0,0,0,1,0,1,0,0,tunggu komando imam bejat cabul tai bir bawa ulama dasar banj sempak,"['tunggu', 'komando', 'imam', 'bejat', 'cabul', 'tai', 'bir', 'bawa', 'ulama', 'dasar', 'banj', 'sempak']"
Kabinet berantakan \nPelanggar persatuan hanya ada di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,kabinet beranta pecah belah rezim,"['kabinet', 'beranta', 'pecah', 'belah', 'rezim']"
"Ya! Mengaku Lebih Pintar dari Politisi, LIHAT KETERSEDIAANMU DULU, Dasar Dasar Bodoh!!! SAUDARA PENGGUNA",1,1,1,0,0,0,1,0,0,1,0,0,ih pintar orang politik kaca oi tampang kakak orang bego wkwk,"['ih', 'pintar', 'orang', 'politik', 'kaca', 'oi', 'tampang', 'kakak', 'orang', 'bego', 'wkwk']"
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang yang target proyeknya tidak mungkin tercapai, lalu melelangnya dengan harga murah ke antek China. NTB adalah salah satu contohnya. PDIP ingin menang? Dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,partai demokrasi indonesia juang menang tekan usaha tambang target proyek impossible lelang murah antek cina ntb contoh partai demokrasi indonesia juang menang dasar bajing,"['partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'tekan', 'usaha', 'tambang', 'target', 'proyek', 'impossible', 'lelang', 'murah', 'antek', 'cina', 'ntb', 'contoh', 'partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'dasar', 'bajing']"
USER USER tak percaya dengan mulut buayamu gan.,1,1,1,0,0,0,0,0,1,1,0,0,percaya mulut buaya mu bawang,"['percaya', 'mulut', 'buaya', 'mu', 'bawang']"
"RT USER USER Jangan banci kalengan, kalian GATOT sering bikin gaduh bapak-bapak TERBALIK, Siap Bertarung di Pilpres 2019 Lawan Jokowi",1,1,1,0,0,0,0,1,0,1,0,0,kayak banci kaleng gatot gaduh gentleman mundur saing pilih presiden 2019 lawan jokowi,"['kayak', 'banci', 'kaleng', 'gatot', 'gaduh', 'gentleman', 'mundur', 'saing', 'pilih', 'presiden', '2019', 'lawan', 'jokowi']"
PENGGUNA umum PENGGUNA &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,umuh persib persib kunyuk,"['umuh', 'persib', 'persib', 'kunyuk']"
"USER USER Untuk film muslim, pilih apakah Ahok meninggal tanpa salat......; dijamin laku.....",1,0,1,0,0,0,0,0,1,1,0,0,film muslim pilih ahok mati salat jamin laris,"['film', 'muslim', 'pilih', 'ahok', 'mati', 'salat', 'jamin', 'laris']"
"Pemberitaan tentang Saracen dibingkai seolah-olah mereka adalah kubu Prabowo dan Anies-Sandi. Faktanya, media menyoroti sakit hati katak dan berudu. *eh",1,1,0,1,0,0,0,0,1,0,1,0,berita saracen diframing katak tim prabowo anies sandi media tumpah sakit hati katak cebong ehe,"['berita', 'saracen', 'diframing', 'katak', 'tim', 'prabowo', 'anies', 'sandi', 'media', 'tumpah', 'sakit', 'hati', 'katak', 'cebong', 'ehe']"
"USER USER USER USER Aku bukan kecebong, kamu sudah memberitahuku hal itu sejak kemarin dan aku masih keras kepala\nApakah kamu memaksaku menjadi kecebong?'",1,1,1,0,0,0,0,0,1,1,0,0,cebong bilang kemarin eyel situ paksa cebong,"['cebong', 'bilang', 'kemarin', 'eyel', 'situ', 'paksa', 'cebong']"
"Kelemahan USER Gerindra terletak pada orang ini,... Elektabilitas Prabowo menurun karena dia fadlizon CONGOR seperti DURNO'",1,1,1,0,0,0,0,0,1,1,0,0,lemah gerindra orang prabowo turun elektabilitasnya congor fadli zon surat pemberitahuan durno,"['lemah', 'gerindra', 'orang', 'prabowo', 'turun', 'elektabilitasnya', 'congor', 'fadli', 'zon', 'surat', 'pemberitahuan', 'durno']"
"USER USER USER Saya mau nasehat, jangan lengah dengan rezim ini.. eh tapi negara ini sudah dalam keadaan kacau.. nah sekarang perekonomiannya hancur, kacau!!'",1,0,1,0,0,0,0,0,1,1,0,0,nasihat kali ugal ugalan nih rezim eh negeri keburu hancur ekonomi moral meni kacaoooooo,"['nasihat', 'kali', 'ugal', 'ugalan', 'nih', 'rezim', 'eh', 'negeri', 'keburu', 'hancur', 'ekonomi', 'moral', 'meni', 'kacaoooooo']"
"PENGGUNA TAHUN 2019 Masyarakat makan ASPAL dan BETON; ini merupakan solusi jitu untuk mengurangi kemiskinan; ; SKILL HANYA ADA 1, CHEATER!!!; Aku anak yang seperti itu, aku bodoh dan aku kurang beruntung. Plonga plongo menghasilkan optimisme yang berlebihan; ; #2019Ganti Presiden#",1,1,0,1,0,0,0,0,1,0,1,0,2019 rakyat makan aspal beton solusi jitu miskin ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden,"['2019', 'rakyat', 'makan', 'aspal', 'beton', 'solusi', 'jitu', 'miskin', 'ahli', 'cebong', '1', 'tukang', 'tipu', 'cebong', 'goblok', 'ketulungan', 'plonga', 'plongo', 'akibat', 'optimisme', '2019', 'ganti', 'presiden']"
"USER Kemarin Dihujat, Kini Berharap Bajingan Kamprey'",1,1,0,1,0,0,0,0,1,0,1,0,kemarin hujat harap dasar bani kampret,"['kemarin', 'hujat', 'harap', 'dasar', 'bani', 'kampret']"
"USER Penjelasan Saya Bukan Fitnah, Mohon DITOLAK USER Apollinaris Darmawan Sebut Al-Qur'an Buku Sampah",1,1,0,1,1,0,0,0,0,0,1,0,fitnah sila ban apollinaris darmawan al alquran kitab sampah,"['fitnah', 'sila', 'ban', 'apollinaris', 'darmawan', 'al', 'alquran', 'kitab', 'sampah']"
"Kalaupun kamu bilang kalau SMA-mu pasti tidak menginginkannya, kok hidupmu seperti ini? PENGGUNA'",1,1,1,0,0,0,0,0,1,1,0,0,monyet koloe bilang saudara ogah hidup ya hati comberan,"['monyet', 'koloe', 'bilang', 'saudara', 'ogah', 'hidup', 'ya', 'hati', 'comberan']"
