Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
PENGGUNA PENGGUNA Orang-orang kafir Kristen selalu membuat masalah,1,0,0,0,0,orang orang kafir kristen,"['orang', 'orang', 'kafir', 'kristen']"
"USER Bapak USER Mahfud MD telah berpaling dari Allah SWT Pemberang, demi bangsa mengajak semua untuk membuang Islam",1,0,0,0,0,mahfud md allah subhanahu wa taala berang bangsa ajak buang islam,"['mahfud', 'md', 'allah', 'subhanahu', 'wa', 'taala', 'berang', 'bangsa', 'ajak', 'buang', 'islam']"
"Sementara itu, USER melawan dakwah Islam dan membubarkan HTI..! Rakyat juga punya hak untuk menggulingkan Jokowi, sang pembangun citra!!",1,0,0,0,0,lawan dakwah islam bubar hati rakyat hak guling jokowi sang bangun citra,"['lawan', 'dakwah', 'islam', 'bubar', 'hati', 'rakyat', 'hak', 'guling', 'jokowi', 'sang', 'bangun', 'citra']"
Bubarkan HTI dan FPI. URL,1,0,0,0,0,bubar hati front bela islam uniform resource locator,"['bubar', 'hati', 'front', 'bela', 'islam', 'uniform', 'resource', 'locator']"
"USER bagi kalian mungkin tidak apa-apa, tetapi bagi kami umat Islam ini sangat menghina. Setan perempuan telah menghina syariat kami.",1,0,0,0,0,umat islam hina setan perempuan hina syariat,"['umat', 'islam', 'hina', 'setan', 'perempuan', 'hina', 'syariat']"
PENGGUNA RT bayi kafir budha teroris myanmar,1,1,0,0,0,bayi kafir buddha teroris myanmar,"['bayi', 'kafir', 'buddha', 'teroris', 'myanmar']"
USER CHRIST THE DOG ASSU JIAMPUT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK K,1,0,1,1,0,christ the dog assu jembut fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk k,"['christ', 'the', 'dog', 'assu', 'jembut', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'k']"
Umat ​​Buddha membunuh umat Muslim di Myanmar,1,0,0,0,0,umat buddha bunuh umat muslim myanmar,"['umat', 'buddha', 'bunuh', 'umat', 'muslim', 'myanmar']"
PENGGUNA Yahudi Bangke meminta tempat ibadah kepada orang Jerman,1,1,0,0,0,yahudi bangkai ibadah orang jerman,"['yahudi', 'bangkai', 'ibadah', 'orang', 'jerman']"
PENGGUNA Namanya juga agama munafik...',1,0,0,0,0,nama agama munafik,"['nama', 'agama', 'munafik']"
"Berhentilah menjadi konsumen wisata haji dan umrah yang menipu, jadilah produsen wisata haji Indonesia",1,0,0,0,0,henti konsumen wisata haji umrah tipu produsen wisata haji indonesia,"['henti', 'konsumen', 'wisata', 'haji', 'umrah', 'tipu', 'produsen', 'wisata', 'haji', 'indonesia']"
Adzan di TV yang menyebut Allah SWT bodoh dan biadab harus dihentikan dan acara pencemaran nama baik Allah tidak boleh dilanjutkan.,1,0,0,0,0,azan televisi allah subhanahu wa taala bodoh biadab henti acara cemar nama allah,"['azan', 'televisi', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'henti', 'acara', 'cemar', 'nama', 'allah']"
"Anda hebat bicara cinta, Anda tetap pegang Al Quran sebagai pedoman hidup, Al Quran tidak bicara cinta tapi perang, bunuh, pemenggalan",1,0,0,0,0,hebat bicara cinta pegang al alquran pedoman hidup al alquran bicara cinta perang bunuh penggal,"['hebat', 'bicara', 'cinta', 'pegang', 'al', 'alquran', 'pedoman', 'hidup', 'al', 'alquran', 'bicara', 'cinta', 'perang', 'bunuh', 'penggal']"
PENGGUNA Rev 1 : jangan pilih ulama yang DEKAT dengan ORANG KAFIR dan MUNAFIK,1,0,0,0,0,rev 1 pilih ulama orang kafir munafik,"['rev', '1', 'pilih', 'ulama', 'orang', 'kafir', 'munafik']"
"PENGGUNA PENGGUNA PENGGUNA Hahahaha gila ngomongnya bro..??\nMakanya jangan banyak ngomong nanti otakmu kehabisan tenaga...\nNgomong-ngomong soal muslim yang nggak penting, kamu ini muslim yang bego, lho...babi.'",1,0,0,0,0,haha gila omong bro bicara otak habis tenaga bicara bicara muslim muslim bego lo babi,"['haha', 'gila', 'omong', 'bro', 'bicara', 'otak', 'habis', 'tenaga', 'bicara', 'bicara', 'muslim', 'muslim', 'bego', 'lo', 'babi']"
"PENGGUNA PENGGUNA PENGGUNA Muslim yang mana yang Anda maksud??\nFPI? HTI? Mereka bukan Muslim. Tetapi mereka adalah penghujat Islam. Mereka bajingan. Muslim tidak mungkin membuat masalah. Pengecut lari dari tugas setelah bersikap cabul.\nApa itu Islam, apa itu Islam. Apa itu Islam dalam hal bersikap cabul? Apakah membuat masalah adalah Islam?",1,0,0,1,0,muslim maksud front bela islam hati muslim hujat islam bajing muslim kecut lari tugas sikap cabul islam islam islam sikap cabul islam,"['muslim', 'maksud', 'front', 'bela', 'islam', 'hati', 'muslim', 'hujat', 'islam', 'bajing', 'muslim', 'kecut', 'lari', 'tugas', 'sikap', 'cabul', 'islam', 'islam', 'islam', 'sikap', 'cabul', 'islam']"
"Wah akun ini berhasil mengelabui komunitas 212 yang membuat komunitasnya sendiri dengan mengatakan bahwa Jokowi ANTI ISLAM, lol :)",1,0,0,0,0,akun hasil kelabu komunitas 212 komunitas jokowi anti islam wkwk,"['akun', 'hasil', 'kelabu', 'komunitas', '212', 'komunitas', 'jokowi', 'anti', 'islam', 'wkwk']"
"PENGGUNA PENGGUNA PENGGUNA orang kafir dilarang menjadi pemimpin, nyet'",1,0,0,0,0,orang kafir larang pimpin monyet,"['orang', 'kafir', 'larang', 'pimpin', 'monyet']"
"Kami membalas di sini bagaimana kami mengusir Buddha ""USER: Kelompok Etnis Muslim Rohingya yang Kurang Ajar Dihapus dari Data Sensus Penduduk Myanmar",1,0,0,0,0,balas usir buddha kelompok etnis muslim rohingya ajar hapus data sensus duduk myanmar,"['balas', 'usir', 'buddha', 'kelompok', 'etnis', 'muslim', 'rohingya', 'ajar', 'hapus', 'data', 'sensus', 'duduk', 'myanmar']"
RT USER: Ustadz PKS Yudi Widiana curi duit santri bahasa agama Juz & Liqo Felix Kwetiauw & alumni 212 di mingkem & pura-pura budek..giliran mba\xe2\x80\xa6',1,0,0,0,0,ustaz partai adil sejahtera yudi widiana curi duit santri bahasa agama juz liqo felix kwetiau alumni 212 diam pura pura budek gilir mbak,"['ustaz', 'partai', 'adil', 'sejahtera', 'yudi', 'widiana', 'curi', 'duit', 'santri', 'bahasa', 'agama', 'juz', 'liqo', 'felix', 'kwetiau', 'alumni', '212', 'diam', 'pura', 'pura', 'budek', 'gilir', 'mbak']"
"Allah SWT yang disembah itu bodoh dan biadab, tidak ada gunanya",1,0,0,0,0,allah subhanahu wa taala sembah bodoh biadab,"['allah', 'subhanahu', 'wa', 'taala', 'sembah', 'bodoh', 'biadab']"
"Anda DIDUGA Islam, Quran Ajarkan Kebejatan PENGGUNA Ansor Sebagai sebuah agama, Islam memiliki kedudukan moral tersendiri",1,0,0,0,0,duga islam alquran ajar bejat ansor buah agama islam milik duduk moral,"['duga', 'islam', 'alquran', 'ajar', 'bejat', 'ansor', 'buah', 'agama', 'islam', 'milik', 'duduk', 'moral']"
PENGGUNA PENGGUNA PENGGUNA Kamu bodoh sekali? Di mana kamu belajar Al-Quran jika Islam seperti itu? Orang ini ketahuan belajar Al-Quran dengan orang yang tidak bisa dimengerti ini?,1,0,0,0,0,bodoh ajar al alquran islam sepe i orang ajar al alquran orang dimenge i,"['bodoh', 'ajar', 'al', 'alquran', 'islam', 'sepe', 'i', 'orang', 'ajar', 'al', 'alquran', 'orang', 'dimenge', 'i']"
PENGGUNA PENGGUNA Orang Cina kafir ini... Dasar bajingan!! Dasar komunis!!',1,1,0,0,0,orang cina kafir dasar bajing dasar komunis,"['orang', 'cina', 'kafir', 'dasar', 'bajing', 'dasar', 'komunis']"
"Ajaklah seluruh umat Islam untuk mencari tahu siapakah sebenarnya Muhammad, agar dia tidak mempersulit penis bangsa ini untuk bisa masuk dengan nyaman.",1,0,0,1,0,ajak umat islam cari muhammad sulit penis bangsa masuk nyaman,"['ajak', 'umat', 'islam', 'cari', 'muhammad', 'sulit', 'penis', 'bangsa', 'masuk', 'nyaman']"
Bagaimana perasaan Walubi jika umat Budha di Indonesia diusir dan dibantai???,1,0,0,0,0,asa walubi umat buddha indonesia usir bantai,"['asa', 'walubi', 'umat', 'buddha', 'indonesia', 'usir', 'bantai']"
"Apakah berkat shalat dan mengaji ataukah berkat mempelajari ilmu yang dikembangkan oleh orang-orang kafir, Pak Lukman?",1,0,0,0,0,berkat salat aji berkat ajar ilmu kembang orang orang kafir lukman,"['berkat', 'salat', 'aji', 'berkat', 'ajar', 'ilmu', 'kembang', 'orang', 'orang', 'kafir', 'lukman']"
"Mengapa hanya orang Tionghoa non-Muslim yang dibantai? PENGGUNA juga orang Tionghoa, usir dia juga.",1,1,0,0,0,orang tionghoa non muslim bantai orang tionghoa usir,"['orang', 'tionghoa', 'non', 'muslim', 'bantai', 'orang', 'tionghoa', 'usir']"
"Orang ini tidak mengenal Islam, tetapi dia sombong dan suka membanggakan diri.; ; Ucapan Jokowi sesuai dengan ayat Al Quran: Allah tidak akan mengubah nasib suatu kaum, kecuali kaum itu sendiri yang mengubahnya. ; ; Kalau mau ganti presiden, rakyat sendiri yang harus mengubahnya. Baru Allah yang akan mengubahnya. Kemauan rakyat dulu,",1,0,0,0,0,orang kenal islam sombong suka bangga jokowi sesuai ayat al alquran allah ubah nasib kaum kecuali kaum ubah ganti presiden rakyat ubah allah ubah rakyat,"['orang', 'kenal', 'islam', 'sombong', 'suka', 'bangga', 'jokowi', 'sesuai', 'ayat', 'al', 'alquran', 'allah', 'ubah', 'nasib', 'kaum', 'kecuali', 'kaum', 'ubah', 'ganti', 'presiden', 'rakyat', 'ubah', 'allah', 'ubah', 'rakyat']"
Pengguna Pengguna,1,0,0,0,0,,[]
"PENGGUNA Bapak PENGGUNA sebelum anda menjelaskan, Al Quran hanyalah kitab sampah yang berbahaya, kekacauan terus terjadi",1,0,0,0,0,al alquran kitab sampah bahaya kacau,"['al', 'alquran', 'kitab', 'sampah', 'bahaya', 'kacau']"
"Anggota DPR ini unjuk gigi betapa BODOH & BARATIKNYA Islam, Al Quran perintahkan pemenggalan kepala orang kafir, dia lakukan, dia bisa bilang HAM",1,0,0,0,0,anggota dewan wakil rakyat unjuk gigi betapa bodoh baratiknya islam al alquran perintah penggal kepala orang kafir laku bilang ham,"['anggota', 'dewan', 'wakil', 'rakyat', 'unjuk', 'gigi', 'betapa', 'bodoh', 'baratiknya', 'islam', 'al', 'alquran', 'perintah', 'penggal', 'kepala', 'orang', 'kafir', 'laku', 'bilang', 'ham']"
"USER mau bukti RADIKAL HTI dan FPI?!; apa tidak cukup bukti dalam setiap ucapan HTI dan FPI yang selalu memfitnah dan menghina pemerintah, POLISI bahkan ULAMA'/KYAI-KYAI!!!; pada dasarnya otak bebek pura-pura buta dan tuli dengan otak penuh junj",1,0,1,0,0,bukti radikal hati front bela islam bukti hati front bela islam fitnah hina perintah polisi ulama kiai kiai dasar otak bebek pura pura buta tuli otak penuh junj,"['bukti', 'radikal', 'hati', 'front', 'bela', 'islam', 'bukti', 'hati', 'front', 'bela', 'islam', 'fitnah', 'hina', 'perintah', 'polisi', 'ulama', 'kiai', 'kiai', 'dasar', 'otak', 'bebek', 'pura', 'pura', 'buta', 'tuli', 'otak', 'penuh', 'junj']"
Bahas Islam yang menghancurkan nilai-nilai USER penguatan karakter melalui revitalisasi pendidikan nilai,1,0,0,0,0,bahas islam hancur nilai nilai kuat karakter revitalisasi didik nilai,"['bahas', 'islam', 'hancur', 'nilai', 'nilai', 'kuat', 'karakter', 'revitalisasi', 'didik', 'nilai']"
PENGGUNA RT: PENGGUNA Burma dan Buddha adalah teroris yang sebenarnya,1,0,0,0,0,burma buddha teroris,"['burma', 'buddha', 'teroris']"
"PENGGUNA Maraknya orang-orang berpikiran sempit masuk ke Indonesia hanyalah pengalihan perhatian. Hatinya sebenarnya tertuju kepada Syiah Rafidhah, akar penyebab semua pemberontakan/kudeta di negara-negara Ahlussunnah Muslim di dunia.",1,1,0,0,0,marak orang orang pikir sempit masuk indonesia alih perhati hati te uju syiah rafidhah akar ronta kudeta negara negara ahlusunah muslim dunia,"['marak', 'orang', 'orang', 'pikir', 'sempit', 'masuk', 'indonesia', 'alih', 'perhati', 'hati', 'te', 'uju', 'syiah', 'rafidhah', 'akar', 'ronta', 'kudeta', 'negara', 'negara', 'ahlusunah', 'muslim', 'dunia']"
"PENGGUNA Sungguh ""rezim KOPLAK..Indonesia sedang sekarat..umat Islam sedang dipecah belah"" oleh Allah SWT..antara kaum muslimin dan kaum munafiqun.",1,0,0,0,0,sungguh rezim kocak indonesia sekarat umat islam pecah belah allah subhanahu wa taala kaum muslimin kaum munafik,"['sungguh', 'rezim', 'kocak', 'indonesia', 'sekarat', 'umat', 'islam', 'pecah', 'belah', 'allah', 'subhanahu', 'wa', 'taala', 'kaum', 'muslimin', 'kaum', 'munafik']"
Mengapa harus menggunakan bahasa Arab? Bukankah Tuhan Yang Maha Esa menurut Pancasila berbahasa Indonesia?,1,0,0,0,0,bahasa arab tuhan maha esa pancasila bahasa indonesia,"['bahasa', 'arab', 'tuhan', 'maha', 'esa', 'pancasila', 'bahasa', 'indonesia']"
"PENGGUNA Tuan USER membuang Islam mungkin menyakitkan, tetapi itu harus dilakukan demi kebaikan seluruh umat manusia.",1,0,0,0,0,tuan buang islam sakit laku umat manusia,"['tuan', 'buang', 'islam', 'sakit', 'laku', 'umat', 'manusia']"
"PENGGUNA PENGGUNA Ridwal Kamil memang hebat dan top, tidak seperti Ahok, seorang penghujat dan koruptor",1,0,0,0,0,ridwan kamil hebat top sepe i ahok orang hujat koruptor,"['ridwan', 'kamil', 'hebat', 'top', 'sepe', 'i', 'ahok', 'orang', 'hujat', 'koruptor']"
"PENGGUNA Tn. PENGGUNA Umat Islam selalu mengatakan kebenaran datangnya dari Allah SWT, yang mana? Muhammad adalah seorang nabi yang korup?",1,0,0,0,0,tn umat islam allah subhanahu wa taala muhammad orang nabi korup,"['tn', 'umat', 'islam', 'allah', 'subhanahu', 'wa', 'taala', 'muhammad', 'orang', 'nabi', 'korup']"
"PENGGUNA Tuan PENGGUNA untuk secara efektif melenyapkan Teroris Islam, harus dijelaskan bahwa Al-Quran adalah kitab teroris.",1,0,0,0,0,tuan efektif lenyap teroris islam al alquran kitab teroris,"['tuan', 'efektif', 'lenyap', 'teroris', 'islam', 'al', 'alquran', 'kitab', 'teroris']"
Percayalah kepada Allah SWT siapa yang bodoh dan biadab? Kalian yang membodohi dan membiadabkan bangsa,1,0,0,0,0,percaya allah subhanahu wa taala bodoh biadab bodoh biadab bangsa,"['percaya', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'bodoh', 'biadab', 'bangsa']"
"PENGGUNA PENGGUNA Jahahaha bodoh bodoh alay bodoh munafik, benar-benar jijik Iyuuhhh'",1,0,0,0,0,haha bodoh bodoh alay bodoh munafik jijik ih,"['haha', 'bodoh', 'bodoh', 'alay', 'bodoh', 'munafik', 'jijik', 'ih']"
"Dasar bego, kamu nggak nonton acaranya tadi malam? Dia kan nggak bilang Islam itu fiksi, mana ada bukti videonya? Kamu muslim atau kafir? Kalau Islam itu keterlaluan, kamu hina sesama muslim kalau mereka kafir, nggak heran deh.",1,0,0,0,0,dasar bego tonton acara malam bilang islam fiksi bukti video muslim kafir islam hina muslim kafir heran deh,"['dasar', 'bego', 'tonton', 'acara', 'malam', 'bilang', 'islam', 'fiksi', 'bukti', 'video', 'muslim', 'kafir', 'islam', 'hina', 'muslim', 'kafir', 'heran', 'deh']"
"PENGGUNA PENGGUNA Siapa bilang jadi orang beriman itu susah banget?? Hahaha, sel otak lo belum nyambung ya? Susah jadi orang bego, bego juga. Kata orang ke mana-mana, mereka pake referensi internasional buat pake agama Islam. Hahaha ma",1,0,0,0,0,bilang orang iman susah banget haha sel otak sambung ya susah orang bego bego orang pakai referensi internasional pakai agama islam haha,"['bilang', 'orang', 'iman', 'susah', 'banget', 'haha', 'sel', 'otak', 'sambung', 'ya', 'susah', 'orang', 'bego', 'bego', 'orang', 'pakai', 'referensi', 'internasional', 'pakai', 'agama', 'islam', 'haha']"
"Isu Munir juga terkait dengan mengapa rezim Jokowi begitu anti-Islam. Setelah saya tweet, mudah-mudahan akan sejelas mungkin.",1,0,0,0,0,isu munir kait rezim jokowi anti islam twit mudah mudah,"['isu', 'munir', 'kait', 'rezim', 'jokowi', 'anti', 'islam', 'twit', 'mudah', 'mudah']"
"Kalau tidak ada unjuk rasa berjilid-jilid atas pernyataan USER bahwa kitab suci itu fiksi, maka hampir dapat dipastikan bahwa tujuan utama gerakan ""Bela Islam"" jilid versi 212 dst. adalah motif politik untuk menjatuhkan Ahok. Ahok sudah menjadi korban.",1,0,0,0,0,unjuk jilid jilid nyata kitab suci fiksi tuju utama gera bela islam jilid versi 212 motif politik jatuh ahok ahok korban,"['unjuk', 'jilid', 'jilid', 'nyata', 'kitab', 'suci', 'fiksi', 'tuju', 'utama', 'gera', 'bela', 'islam', 'jilid', 'versi', '212', 'motif', 'politik', 'jatuh', 'ahok', 'ahok', 'korban']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Akhirnya ketahuan... ngaku udah maksa orang masuk penjara... Bajingan berkedok agama,1,0,0,0,0,paksa orang masuk penjara bajing kedok agama,"['paksa', 'orang', 'masuk', 'penjara', 'bajing', 'kedok', 'agama']"
"Setuju,,,kalau kita tidak ingin mengusir semua Budha di Indonesia...",1,0,0,0,0,tuju usir buddha indonesia,"['tuju', 'usir', 'buddha', 'indonesia']"
"Anda menghina Islam, Muhammad tidak tahu diri terhadap sukunya sendiri, mengajarkan sholat hanya untuk meminta pahala dari Allah SWT",1,0,0,0,0,hina islam muhammad hadap suku ajar salat pahala allah subhanahu wa taala,"['hina', 'islam', 'muhammad', 'hadap', 'suku', 'ajar', 'salat', 'pahala', 'allah', 'subhanahu', 'wa', 'taala']"
"PENGGUNA Tuan USER, Islam harus dinyatakan sesat dan menyesatkan sesegera mungkin, tidak diperlukan lagi bank Islam.",1,0,0,0,0,tuan islam nyata sesat sesat bank islam,"['tuan', 'islam', 'nyata', 'sesat', 'sesat', 'bank', 'islam']"
Orang-orang setengah kafir dengan #JunkFoodBrains mereka masih berusaha lolos dengan menggunakan Islam sebagai sumber informasi untuk kegiatan-kegiatan yang merusak keyakinan Islam.,1,0,0,0,0,orang orang kafir junkfoodbrains usaha lolos islam sumber informasi giat giat rusak islam,"['orang', 'orang', 'kafir', 'junkfoodbrains', 'usaha', 'lolos', 'islam', 'sumber', 'informasi', 'giat', 'giat', 'rusak', 'islam']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Alaaaahhhhh, aku sudah tahu ke mana arah pembicaraanmu... Mau pakai jalan tol tikungan 1000 pun, kamu tetap... Nggak usah pura-pura muslim, dasar tolol!!!'",1,0,0,0,0,alaaaahhhhh arah bicara pakai jalan tol tikung 1000 pura pura muslim dasar tolol,"['alaaaahhhhh', 'arah', 'bicara', 'pakai', 'jalan', 'tol', 'tikung', '1000', 'pura', 'pura', 'muslim', 'dasar', 'tolol']"
"Kalian membodohi dan membinasakan bangsa dengan mengajak menyembah Allah SWT, kalian bodoh dan biadab.",1,0,0,0,0,bodoh binasa bangsa ajak sembah allah subhanahu wa taala bodoh biadab,"['bodoh', 'binasa', 'bangsa', 'ajak', 'sembah', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab']"
Ayat ini juga dikaji: potong kepala mereka dan penggal ujung jari mereka (8:12),1,0,0,0,0,ayat kaji potong kepala penggal ujung jari 8 12,"['ayat', 'kaji', 'potong', 'kepala', 'penggal', 'ujung', 'jari', '8', '12']"
"Jika saja Jendral Soeharto tidak ada pada tahun 1965, maka nasib bangsa Indonesia bisa jadi adalah negara komunis yang atheis. PENGGUNA PENGGUNA PENGGUNA",1,1,0,0,0,jenderal soeha o 1965 nasib bangsa indonesia negara komunis ateis,"['jenderal', 'soeha', 'o', '1965', 'nasib', 'bangsa', 'indonesia', 'negara', 'komunis', 'ateis']"
"Nabi Adam Fiksi, Nabi Ibrahim Fiksi, Nabi Musa Fiksi, Nabi Nuh Fiksi, Nabi Isa Fiksi, Dan para ulama terlihat bodoh karena memperingati Nuzul Quran setiap tahun, jika mereka mengikuti logika USER",1,0,0,0,0,nabi adam fiksi nabi ibrahim fiksi nabi musa fiksi nabi nuh fiksi nabi fiksi ulama lihat bodoh nuzul alquran logika,"['nabi', 'adam', 'fiksi', 'nabi', 'ibrahim', 'fiksi', 'nabi', 'musa', 'fiksi', 'nabi', 'nuh', 'fiksi', 'nabi', 'fiksi', 'ulama', 'lihat', 'bodoh', 'nuzul', 'alquran', 'logika']"
"Apalagi teriak Allah itu biadab, kuping Bung Fahri rusak, kapan pembahasan Penghapusan Islam di DPR?",1,0,0,0,0,teriak allah biadab kuping fahri rusak bahas hapus islam dewan wakil rakyat,"['teriak', 'allah', 'biadab', 'kuping', 'fahri', 'rusak', 'bahas', 'hapus', 'islam', 'dewan', 'wakil', 'rakyat']"
PENGGUNA PENGGUNA Kafir yang menyamar. Pemakan babi. Mulutnya sama dengan tuannya yang ditolak PK.',1,0,0,0,0,kafir samar makan babi mulut tuan tolak,"['kafir', 'samar', 'makan', 'babi', 'mulut', 'tuan', 'tolak']"
"Rezim Jokowi (baca: rezim SBY jilid 3) telah melakukan berbagai hal untuk mendapatkan dukungan Republik. Isu-isu Islam radikal, terorisme Islam, ancaman ISIS, Islam Nusantara, LGBT, dan lain-lain telah digembar-gemborkan untuk meyakinkan kaum Republik AS bahwa presiden Indonesia berikutnya akan tetap berkuasa.",1,0,0,0,0,rezim jokowi baca rezim susilo bambang yudhoyono jilid 3 laku dukung republik isu isu islam radikal terorisme islam ancam isis islam nusantara lgbt digembar gembor kaum republik as presiden indonesia kuasa,"['rezim', 'jokowi', 'baca', 'rezim', 'susilo', 'bambang', 'yudhoyono', 'jilid', '3', 'laku', 'dukung', 'republik', 'isu', 'isu', 'islam', 'radikal', 'terorisme', 'islam', 'ancam', 'isis', 'islam', 'nusantara', 'lgbt', 'digembar', 'gembor', 'kaum', 'republik', 'as', 'presiden', 'indonesia', 'kuasa']"
