Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
PENGGUNA PENGGUNA Orang Tionghoa kafir ini... Dasar bajingan!! Kamu komunis!!',1,1,0,0,0,cina kafir bangsat dasar komunis,"['cina', 'kafir', 'bangsat', 'dasar', 'komunis']"
RT USER USER Para jenderal propaganda sedang melancarkan perang propaganda dengan nilai jual utama adalah PKI dan Chineseisasi..,0,1,0,0,0,jenderal propaganda perang propaganda jual utama partai komunis indonesia cina,"['jenderal', 'propaganda', 'perang', 'propaganda', 'jual', 'utama', 'partai', 'komunis', 'indonesia', 'cina']"
"Pasca Kasus PKI di LBH, Banyak Antek Komunis yang Menciptakan Opini dan Tekad yang Menyembunyikan Kebangkitan PKI",0,1,0,0,0,partai komunis indonesia ramai ramai antek komunis opini nyata abur bangkit partai komunis indonesia,"['partai', 'komunis', 'indonesia', 'ramai', 'ramai', 'antek', 'komunis', 'opini', 'nyata', 'abur', 'bangkit', 'partai', 'komunis', 'indonesia']"
"Bersiap-siap untuk menendang keluar sepasang = ASING-CHINE,, USER USER USER USER USER USER SelamatkenForest",0,1,0,0,0,usir pasang asing cina selamat hutan,"['usir', 'pasang', 'asing', 'cina', 'selamat', 'hutan']"
"Antek-antek PKI sudah muncul dan berani tampil terang-terangan, sehingga pemerintah tidak tinggal diam. URL",0,1,0,0,0,muncul antek antek partai komunis indonesia berani muncul terang terang mudah mudah perintah tinggal diam uniform resource locator,"['muncul', 'antek', 'antek', 'partai', 'komunis', 'indonesia', 'berani', 'muncul', 'terang', 'terang', 'mudah', 'mudah', 'perintah', 'tinggal', 'diam', 'uniform', 'resource', 'locator']"
USER USER USER USER USER USER Cebong adalah badut Tiongkok \x81 Dikipasi dengan uang receh bukanlah lelucon\xf0\x,0,1,0,0,0,cebong badut nya cina kipas uang receh galak main,"['cebong', 'badut', 'nya', 'cina', 'kipas', 'uang', 'receh', 'galak', 'main']"
"Mengapa hanya warga Tionghoa non-Muslim yang dibantai? USERnya orang China juga, usir dia juga.",1,1,0,0,0,cina non muslim bantai sih cina usir,"['cina', 'non', 'muslim', 'bantai', 'sih', 'cina', 'usir']"
RT USER Semoga kedepan etnis Tionghoa di Indonesia tetap tidak menduduki pemerintahan...bisa jadi seperti Singapura :),0,1,0,0,0,moga etnis cina indonesia duduk perintah kayak singapura,"['moga', 'etnis', 'cina', 'indonesia', 'duduk', 'perintah', 'kayak', 'singapura']"
USER USER Indonesia sedang dijajah oleh Tiongkok...,0,1,0,0,0,indonesia jajah cina,"['indonesia', 'jajah', 'cina']"
"USER Maraknya orang yang masuk ke Indonesia hanyalah pengalih perhatian. ""Hatinya\xc2\xb2ternyata tertuju pada Rafidhah Syi'ah, biang keladi di balik semua pemberontakan/kudeta negara\xc2\xb2 ahlussunah umat Islam di dunia""",1,1,0,0,0,marak orang sipit masuk indonesia alih hati syiah ah rafidhah biang kerok ronta kudeta negara muslim ahlusunah dunia,"['marak', 'orang', 'sipit', 'masuk', 'indonesia', 'alih', 'hati', 'syiah', 'ah', 'rafidhah', 'biang', 'kerok', 'ronta', 'kudeta', 'negara', 'muslim', 'ahlusunah', 'dunia']"
RT USER Juga pandai mengobarkan isu Komunis PKI,0,1,0,0,0,jago bakar isu partai komunis indonesia komunis,"['jago', 'bakar', 'isu', 'partai', 'komunis', 'indonesia', 'komunis']"
USER Betul... Anak-anak PKI mulai bermunculan mengikuti jejak ayahnya.,0,1,0,0,0,anak anak partai komunis indonesia muncul jejak,"['anak', 'anak', 'partai', 'komunis', 'indonesia', 'muncul', 'jejak']"
PENGGUNA USER hancurkan pki. Mari kita dukung Prabowo untuk 2019,0,1,0,0,0,ganyang partai komunis indonesia mari dukung prabowo 2019,"['ganyang', 'partai', 'komunis', 'indonesia', 'mari', 'dukung', 'prabowo', '2019']"
USER USER Memang ada etnis Tionghoa yang ikut berjuang namun masih banyak lagi yang menjadi pengkhianat dan menjadi antek Belanda..,0,1,0,0,0,etnis cina juang khianat antek belanda,"['etnis', 'cina', 'juang', 'khianat', 'antek', 'belanda']"
Para pelayan Tionghoa merasa bahwa Tiongkok mencintai kemerdekaan Indonesia.,0,1,0,0,0,jongos cina merdeka indonesia cina kasih,"['jongos', 'cina', 'merdeka', 'indonesia', 'cina', 'kasih']"
USER USER TKA China memang manja....',0,1,0,0,0,tenaga kerja asing cina manja,"['tenaga', 'kerja', 'asing', 'cina', 'manja']"
PENGGUNA RT: PENGGUNA jangan biarkan Indonesia diambil alih oleh Cina... Apakah kita semua perlu memboikot produk Cina???,0,1,0,0,0,indonesia ambil alih cina boikot produk cina,"['indonesia', 'ambil', 'alih', 'cina', 'boikot', 'produk', 'cina']"
USER USER USER USER USER USER USER USER USER USER USER USER Daripada kalian KOMUNIS BODOH,0,1,0,0,0,monyet komunis tolol,"['monyet', 'komunis', 'tolol']"
Andai Jendral Soeharto tak ada di tahun 1965. Nasib bangsa Indonesia bisa saja menjadi negara komunis atheis USER USER USER,1,1,0,0,0,jend suha o 1965 nasib bangsa indonesia negara komunis ateis,"['jend', 'suha', 'o', '1965', 'nasib', 'bangsa', 'indonesia', 'negara', 'komunis', 'ateis']"
"RT USER: hati-hati, kalian dan kader GUSDUR yang merupakan antek asli CINA yang dilantik di rezim ini sedang “terpuruk” saat ini.",0,1,0,0,0,hati hati orang orang kader gus dur pribumi antek cina pasang rezim keprek,"['hati', 'hati', 'orang', 'orang', 'kader', 'gus', 'dur', 'pribumi', 'antek', 'cina', 'pasang', 'rezim', 'keprek']"
Sungguh luar biasa bahwa kebijakan Indonesia tidak boleh bertentangan dengan kepentingan Tiongkok,0,1,0,0,0,bijak indonesia be entangan cina,"['bijak', 'indonesia', 'be', 'entangan', 'cina']"
Mengapa Anda tidak mengusir saja umat Buddha Myanmar di sini sehingga mereka tidak menimbulkan kekacauan seperti di Myanmar?,1,1,0,0,0,usir buddha myanmar kacau sepe i myanmar,"['usir', 'buddha', 'myanmar', 'kacau', 'sepe', 'i', 'myanmar']"
Antek komunis Tiongkok dan URL semakin masif,0,1,0,0,0,masif cina antek komunis uniform resource locator,"['masif', 'cina', 'antek', 'komunis', 'uniform', 'resource', 'locator']"
Isu PKI terus dilontarkan kelompok pendukung Prabowo,0,1,0,0,0,isu partai komunis indonesia hembus grup grup dukung prabowo,"['isu', 'partai', 'komunis', 'indonesia', 'hembus', 'grup', 'grup', 'dukung', 'prabowo']"
PENGGUNA PENGGUNA Ya..tapi hati-hati..!!Antek komunis pandai berkamuflase..,0,1,0,0,0,ya waspada antek komunis pintar kamuflase,"['ya', 'waspada', 'antek', 'komunis', 'pintar', 'kamuflase']"
PENGGUNA PENGGUNA PENGGUNA KOMUNIS CINA kesayangan Anda sesat,0,1,0,0,0,monyet komunis piara cina loleng,"['monyet', 'komunis', 'piara', 'cina', 'loleng']"
Antek RT USER PKI dan simpatisannya serta proksi komunis Tiongkok pasti sangat membenci TNI dan Panglimanya. Itu normal untuk sebuah merek,0,1,0,0,0,antek partai komunis indonesia simpatisan proxy cina komunis benci tentara nasional indonesia panglima wajar merek,"['antek', 'partai', 'komunis', 'indonesia', 'simpatisan', 'proxy', 'cina', 'komunis', 'benci', 'tentara', 'nasional', 'indonesia', 'panglima', 'wajar', 'merek']"
Tiongkok benar-benar berisik Tiongkok \xf0\x9f\x99\x84',0,1,0,0,0,bising cina cina nih,"['bising', 'cina', 'cina', 'nih']"
"Di masa lalu, para pahlawan berjuang keras, mengorbankan jiwa dan raga mereka untuk mengusir penjajah. Eh...sekarang kenapa kita membiarkan negara ini dijajah China begitu saja?!",0,1,0,0,0,pahlawan juang susah payah korban jiwa raga usir jajah eh biar negeri jajah cina mudah,"['pahlawan', 'juang', 'susah', 'payah', 'korban', 'jiwa', 'raga', 'usir', 'jajah', 'eh', 'biar', 'negeri', 'jajah', 'cina', 'mudah']"
RT USER USER Dan hebatnya tidak ada yang berteriak minion Cina,0,1,0,0,0,hebat nya teriak antek cina,"['hebat', 'nya', 'teriak', 'antek', 'cina']"
USER USER PKI mulai panas,0,1,0,0,0,panas partai komunis indonesia,"['panas', 'partai', 'komunis', 'indonesia']"
USER Palestina adalah antek asing juga...',0,1,0,0,0,palestina antek asing,"['palestina', 'antek', 'asing']"
"Sumbu pendek: koalisi jokowi dengan negara pki, jokowi pki, gulingkan jokowi....pusying abdi",0,1,0,0,0,sumbu pendek jokowi koalisi negara partai komunis indonesia jokowi partai komunis indonesia lengser jokowi pusing hamba,"['sumbu', 'pendek', 'jokowi', 'koalisi', 'negara', 'partai', 'komunis', 'indonesia', 'jokowi', 'partai', 'komunis', 'indonesia', 'lengser', 'jokowi', 'pusing', 'hamba']"
PENGGUNA Tingkah laku orang Batak kafir itu seperti PENGGUNA. Suka memecah belah orang.,0,1,0,0,0,laku batak kafir ya sepe i sih suka pecah belah umat,"['laku', 'batak', 'kafir', 'ya', 'sepe', 'i', 'sih', 'suka', 'pecah', 'belah', 'umat']"
TURUNKAN PKI DAN MENTERINYA!,0,1,0,0,0,ganyang partai komunis indonesia bese a antek antek,"['ganyang', 'partai', 'komunis', 'indonesia', 'bese', 'a', 'antek', 'antek']"
"10 orang terkaya di Indonesia. 1 sampai 5 bukan bahasa Indonesia. tapi orang Tionghoa. Takutnya kalau Indonesia seperti Singapura, pribuminya akan diusir",0,1,0,0,0,10 orang kaya indonesia 1 5 orang indonesia orang cina keri indonesia kayak singapura pribumi usir,"['10', 'orang', 'kaya', 'indonesia', '1', '5', 'orang', 'indonesia', 'orang', 'cina', 'keri', 'indonesia', 'kayak', 'singapura', 'pribumi', 'usir']"
"Dulu, guru mengaji sering berkata, “Jangan main sepak bola karena sepak bola adalah olahraga PKI.” Hal ini sudah dikatakan oleh antek-antek komunis sejak kecil.",0,1,0,0,0,guru aji bilang main sepak bola sepak bola olah raga partai komunis indonesia ejek antek komunis,"['guru', 'aji', 'bilang', 'main', 'sepak', 'bola', 'sepak', 'bola', 'olah', 'raga', 'partai', 'komunis', 'indonesia', 'ejek', 'antek', 'komunis']"
Saatnya usir penjajah Tiongkok dari tanah Indonesia!! PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA,0,1,0,0,0,usir jajah cina bumi indonesia,"['usir', 'jajah', 'cina', 'bumi', 'indonesia']"
Apakah anak dari tahanan Tiongkok kafir inilah yang perlu diusir?,1,1,0,0,0,anak sih napi cina kafir usir,"['anak', 'sih', 'napi', 'cina', 'kafir', 'usir']"
"PENGGUNA hah, kamu orang Cina. makanya perhitungan.'",0,1,0,0,0,ha dasar cina hitung,"['ha', 'dasar', 'cina', 'hitung']"
Kita hanya perlu presiden baru yang tegas menumpas PKI dan anti PKI!,0,1,0,0,0,butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,"['butuh', 'presiden', 'ganyang', 'partai', 'komunis', 'indonesia', 'anti', 'partai', 'komunis', 'indonesia']"
"USER USER Itu Akibat Makan Gaji Uang Korupsi BLBI yang Dilakukan Pedagang China, Otak Cebong Bodoh Banget. \nMasalah TKA Tiongkok bukan lagi fiksi tetapi fakta, tetapi Anda menganggap masalah ini fiktif, Anda menjual negara ini sebagai negara yang hancur'",0,1,0,0,0,akibat makan gaji duit korupsi bantu likuiditas bank indonesia laku tokek tokek cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,"['akibat', 'makan', 'gaji', 'duit', 'korupsi', 'bantu', 'likuiditas', 'bank', 'indonesia', 'laku', 'tokek', 'tokek', 'cina', 'otak', 'cebong', 'dungu', 'tenaga', 'kerja', 'asing', 'cina', 'fiksi', 'fakta', 'anggap', 'isu', 'fiktif', 'hancur', 'negara', 'jual']"
Banyak cara yang dilakukan sindikat China untuk menipu uang rakyat Indonesia... mengusir orang China keluar dari Indonesia,0,1,0,0,0,modus sindikat cina tipu uang rakyat indonesia usir cina indonesia,"['modus', 'sindikat', 'cina', 'tipu', 'uang', 'rakyat', 'indonesia', 'usir', 'cina', 'indonesia']"
WOW AKSI DUKUNG/PILIH PRESIDEN BAGAIMANA SUARANYA SAMA *PRBUMI/ORANG INDONESIA PERLU DIBERITAHU: SEMUA KARENA ADA BUZZERS CINA'2,0,1,0,0,0,aksi dukung pilih presiden suara nada pribumi rakyat indonesia buzzer 2 bayar cina,"['aksi', 'dukung', 'pilih', 'presiden', 'suara', 'nada', 'pribumi', 'rakyat', 'indonesia', 'buzzer', '2', 'bayar', 'cina']"
PENGGUNA PENGGUNA mereka yang biasa adalah antek Zionis dan komunis,1,1,0,0,0,antek antek zionis komunis,"['antek', 'antek', 'zionis', 'komunis']"
USER Mengusir Tiongkok keluar dari negara USER USER USER USER USER,0,1,0,0,0,usir cina negara republik indonesia,"['usir', 'cina', 'negara', 'republik', 'indonesia']"
"Orang Tionghoa bebas selama ada mukidi; ; SKILLNYA HANYA 1, CHEATER!!!; Aku anak kecil seperti itu, aku bodoh dan aku tidak beruntung. Plonga plongo menghasilkan optimisme yang berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",0,1,0,0,0,orang cina bebas sih mukidi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,"['orang', 'cina', 'bebas', 'sih', 'mukidi', 'ahli', 'cebong', '1', 'tukang', 'tipu', 'cebong', 'goblok', 'ketulungan', 'plonga', 'plongo', 'akibat', 'optimisme', '2019', 'ganti', 'presiden', 'plonga', 'plongo', 'dunning', 'kruger', 'effect']"
Antek komunisnya jelas sekali... Yang teriak huuuu ke Pak Taufik Ismail -hafizhahullah URL,0,1,0,0,0,antek komunis nya teriak huuuu taufik ismail hafizhahullah uniform resource locator,"['antek', 'komunis', 'nya', 'teriak', 'huuuu', 'taufik', 'ismail', 'hafizhahullah', 'uniform', 'resource', 'locator']"
PENGGUNA Bawang Putih kafir... China paham komunisme... Hati-hati bawang putih akan mencoreng negara di Indonesia',0,1,0,0,0,bawang putih orang kafir cina paham komunis awas bawang putih tar bikin negara indonesia,"['bawang', 'putih', 'orang', 'kafir', 'cina', 'paham', 'komunis', 'awas', 'bawang', 'putih', 'tar', 'bikin', 'negara', 'indonesia']"
Korban rezim komunis pun tidak sedikit. Jumlahnya tidak tanggung-tanggung; 100 juta darah manusia tertumpah dari ideologi yang menghalalkan segala cara.,0,1,0,0,0,korban rezim komunis angka tanggung tanggung 100 juta darah manusia cecer paham halal,"['korban', 'rezim', 'komunis', 'angka', 'tanggung', 'tanggung', '100', 'juta', 'darah', 'manusia', 'cecer', 'paham', 'halal']"
Orang Cina dikatakan kaya? Mengapa kamu putus sekolah? Kebanyakan clubbing?,0,1,0,0,0,tionghoa kayak putus sekolah dugem,"['tionghoa', 'kayak', 'putus', 'sekolah', 'dugem']"
"USER Negeri Ini Sudah Terjual......\nInilah Hebatnya Kebijakan Jokowi, Negeri Menjadi Kosong Dan Sudah Ada Dua Kekuasaan Pemerintahan Di Negeri Ini, CPNS Tahun Ini Didedikasikan Untuk Mempersempit- berpikiran sinamata, mereka telah memperkosa negaranya sendiri, kamu adalah pengkhianat dasar. PKI.'",0,1,0,0,0,negara jual hebat lek jokowi negara keteng kuasa perintah negara calon pegawai negeri sipil khusus sinamata sipit perkosa negara khianat dasar partai komunis indonesia,"['negara', 'jual', 'hebat', 'lek', 'jokowi', 'negara', 'keteng', 'kuasa', 'perintah', 'negara', 'calon', 'pegawai', 'negeri', 'sipil', 'khusus', 'sinamata', 'sipit', 'perkosa', 'negara', 'khianat', 'dasar', 'partai', 'komunis', 'indonesia']"
USER Pengkhianat NKRI adalah konspirator yang mengambil keputusan yang merugikan negara!! Tenggelamkan komplotan moncong babi anak buah PKI,0,1,0,0,0,khianat negara republik indonesia komplot putus rugi negara tenggelam komplot moncong babi antek partai komunis indonesia,"['khianat', 'negara', 'republik', 'indonesia', 'komplot', 'putus', 'rugi', 'negara', 'tenggelam', 'komplot', 'moncong', 'babi', 'antek', 'partai', 'komunis', 'indonesia']"
Hancurkan PKI sekuat tenaga,0,1,0,0,0,ganyang partai komunis indonesia kuat tenaga,"['ganyang', 'partai', 'komunis', 'indonesia', 'kuat', 'tenaga']"
"Selama Owo masih hidup dan masih mempunyai keinginan menjadi presiden, isu PKI, Komunis, anti Islam atau antek China akan terus bermunculan.",1,1,0,0,0,owo hidup nafsu presiden muncul isu partai komunis indonesia komunis anti islam antek cina puter puter situ,"['owo', 'hidup', 'nafsu', 'presiden', 'muncul', 'isu', 'partai', 'komunis', 'indonesia', 'komunis', 'anti', 'islam', 'antek', 'cina', 'puter', 'puter', 'situ']"
"USER USER USER USER USER Mana ada janji yang bapak tepati pak!! Hanya satu janji yang ditepati yakni 10 juta lapangan kerja, namun bukan untuk rakyat melainkan untuk TKA China. #Disayangkan'",0,1,0,0,0,janji deh janji puluh juta lapang kerja rakyat tenaga kerja asing cina miris,"['janji', 'deh', 'janji', 'puluh', 'juta', 'lapang', 'kerja', 'rakyat', 'tenaga', 'kerja', 'asing', 'cina', 'miris']"
RT USER: USER USER USER Kafir PKI menyamar sebagai Muslim. Yang jahat semuanya kafir PKI.,1,1,0,0,0,kafir partai komunis indonesia samar islam jelek jokowi kafir partai komunis indonesia,"['kafir', 'partai', 'komunis', 'indonesia', 'samar', 'islam', 'jelek', 'jokowi', 'kafir', 'partai', 'komunis', 'indonesia']"
"Mereka bicara zaman Habibie sampai SBY, mereka hidup damai karena yakin tidak akan ada masalah SARA. Di era ini mereka khawatir karena TKA RRC masuk secara masif. Lalu akan ada isu rasial yang mereka yakini \xf0\x9f\x98\xa2'",0,1,0,0,0,bicara era habibie susilo bambang yudhoyono hidup tenang percaya isu rasial era khawatir tenaga kerja asing republik rakyat cina masuk masif isu rasial percaya,"['bicara', 'era', 'habibie', 'susilo', 'bambang', 'yudhoyono', 'hidup', 'tenang', 'percaya', 'isu', 'rasial', 'era', 'khawatir', 'tenaga', 'kerja', 'asing', 'republik', 'rakyat', 'cina', 'masuk', 'masif', 'isu', 'rasial', 'percaya']"
PENGGUNA RT *uhuk* Antek komunis PKS *uhuk*,0,1,0,0,0,uhuk partai adil sejahtera antek komunis uhuk,"['uhuk', 'partai', 'adil', 'sejahtera', 'antek', 'komunis', 'uhuk']"
Indonesia rasanya seperti Beijing. mengusir orang Cina,0,1,0,0,0,indonesia beijing usir cina,"['indonesia', 'beijing', 'usir', 'cina']"
"Memang sih, kalau nggak pernah terjun langsung ke lapangan... nggak akan pernah tahu masalah yang sebenarnya... nggak heran kalau kamu orang Cina yang sok tahu... huft",0,1,0,0,0,turun langsung lapang sungguh jongos cina duh,"['turun', 'langsung', 'lapang', 'sungguh', 'jongos', 'cina', 'duh']"
