Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
"Nantang buka Ddalam eh katanya setan memang akhir kamus melawan ""kenegarawanan pak joko widodo presiden ke 7 republik indonesia semakin stress hati-hati terkena penyakit stroke atau serangan jantung dan bangsa indonesia akan kehilangan badut politik"" MERDEKA.",0,0,1,0,0,tantang buka ddalam eh setan kamus lawan kenegarawanan joko widodo presiden 7 republik indonesia stres hati hati kena sakit strok serang jantung bangsa indonesia hilang badut politik merdeka,"['tantang', 'buka', 'ddalam', 'eh', 'setan', 'kamus', 'lawan', 'kenegarawanan', 'joko', 'widodo', 'presiden', '7', 'republik', 'indonesia', 'stres', 'hati', 'hati', 'kena', 'sakit', 'strok', 'serang', 'jantung', 'bangsa', 'indonesia', 'hilang', 'badut', 'politik', 'merdeka']"
Ahok memang kasar dalam berkata-kata. Ia melampiaskan amarah dan melarikan diri karena sifat maskulinnya yang lembut.,0,0,0,1,0,ahok kasar lampias amarah lari sifat maskulin lembut,"['ahok', 'kasar', 'lampias', 'amarah', 'lari', 'sifat', 'maskulin', 'lembut']"
PENGGUNA Kapan PENGGUNA PERVERT bejat itu akan kembali? Unta itu pengecut...',0,0,0,1,0,perve bejat unta kecut,"['perve', 'bejat', 'unta', 'kecut']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Ya sudah, kita urus saja obrolannya... Bukan, yang waktu rapat mirip anggota DPR mesum itu... yang jelas-jelas sudah selingkuh selama 7 tahun, kalian ini pura-pura bujangan saja... #bong200 nggak akan masuk otakmu...'",0,0,1,1,0,ya urus obrol rapat anggota dewan wakil rakyat mesum selingkuh 7 pura pura bujang cebong iq ratus masuk otak,"['ya', 'urus', 'obrol', 'rapat', 'anggota', 'dewan', 'wakil', 'rakyat', 'mesum', 'selingkuh', '7', 'pura', 'pura', 'bujang', 'cebong', 'iq', 'ratus', 'masuk', 'otak']"
"USER Segera tag pestanya...\nJangan berani-berani, berarti kamu banci...'",0,0,0,1,0,tag pesta berani berani bera i banci,"['tag', 'pesta', 'berani', 'berani', 'bera', 'i', 'banci']"
USER CHRIST THE DOG ASSU JIAMPUT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK K,1,0,1,1,0,christ the dog assu jembut fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk kutang siwuk idiot fucking damn tai pejuh siwuk k,"['christ', 'the', 'dog', 'assu', 'jembut', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'damn', 'tai', 'pejuh', 'siwuk', 'k']"
"Wanita sepertimu lebih baik mati, dia jelek, jangan berpura-pura menjadi penata rias!",0,0,1,0,0,wanita sepe imu mati jelek pura pura tata rias,"['wanita', 'sepe', 'imu', 'mati', 'jelek', 'pura', 'pura', 'tata', 'rias']"
PENGGUNA Dasar banci desa HEEEE!!!',0,0,0,1,0,dasar banci desa heeee,"['dasar', 'banci', 'desa', 'heeee']"
Perawanku dijual...\nAku terlalu sok untuk memesan.. Bibi itu bodoh sekali..',0,0,1,1,0,perawan jual sok mes bibi bodoh,"['perawan', 'jual', 'sok', 'mes', 'bibi', 'bodoh']"
"USER USER Matamu rabun, pak tua..\nOra delok prestasli pak jokowi..\n\nGuoblokkk..!!\nBodoh....!!'",0,0,1,0,0,mata rabun tua lihat prestasi jokowi guoblokkk bodoh,"['mata', 'rabun', 'tua', 'lihat', 'prestasi', 'jokowi', 'guoblokkk', 'bodoh']"
"USER USER USER Komunitas Muslim manakah yang Anda maksud?\nFPI? HTI? Mereka bukan Muslim. Tapi penghujat Islam. Bajingan itu. Muslim tidak membuat masalah. Pengecut lari dari atas setelah diselewengkan.\nApa itu Islam, apa itu Islam. Apa sesatnya Islam? Apakah Islam melakukan masalah?",1,0,0,1,0,komunitas muslim maksud front bela islam hati muslim hujat islam bajing muslim kecut lari seleweng islam islam sesat islam islam laku,"['komunitas', 'muslim', 'maksud', 'front', 'bela', 'islam', 'hati', 'muslim', 'hujat', 'islam', 'bajing', 'muslim', 'kecut', 'lari', 'seleweng', 'islam', 'islam', 'sesat', 'islam', 'islam', 'laku']"
"USER USER Matamu rabun, kok janji Jokowi yang didakwa SBY... matamu rabun \xf0\x9f\x98\x85\xf0\x9f\x98\x85'",0,0,1,0,0,mata rabun janji jokowi dakwa susilo bambang yudhoyono mata rabun,"['mata', 'rabun', 'janji', 'jokowi', 'dakwa', 'susilo', 'bambang', 'yudhoyono', 'mata', 'rabun']"
USER sebagai clara\n- anak pintar\n- dongo\n- yang paling koplak\n- cantik tapi bodoh :(\n- gak tau malu \n- uratnya pecah\n- tapi mukanya imut banget',0,0,1,0,0,clara anak pintar dongok kocak cantik bodoh tau malu urat pecah muka imut banget,"['clara', 'anak', 'pintar', 'dongok', 'kocak', 'cantik', 'bodoh', 'tau', 'malu', 'urat', 'pecah', 'muka', 'imut', 'banget']"
USER USER USER USER Itu matanya yang rabun... Matanya hanya melihat ke satu sisi...',0,0,1,0,0,mata rabun mata lihat sisi,"['mata', 'rabun', 'mata', 'lihat', 'sisi']"
"USER Kntl ya, hapus atau tidak",0,0,0,1,0,kontol ya hapus,"['kontol', 'ya', 'hapus']"
"USER Kaulah yang brengsek, kau lebih menyebalkan daripada perempuan. Seperti banci yang mengamen dan tidak mendapat uang \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nSebaiknya kamu manis, jelek seperti itu.\ nMadesu lagi \xf0\x9f\ x98\x84\xf0\x9f\x98\x84\nDisebutkan saya langsung mengutip tweet tersebut \xf0",0,0,1,1,0,kau berengsek sebal perempuan sepe i banci amen uang manis jelek sepe i suram x98 langsung kutip twit,"['kau', 'berengsek', 'sebal', 'perempuan', 'sepe', 'i', 'banci', 'amen', 'uang', 'manis', 'jelek', 'sepe', 'i', 'suram', 'x98', 'langsung', 'kutip', 'twit']"
"USER USER Itu ibumu yang pelacur... bagaimana menurutmu... dia pastinya bodoh, bukan?",0,0,0,1,0,lacur bodoh,"['lacur', 'bodoh']"
RT USER: USER Jika Mawati busuk itu Muslim... Lalu dia takut pada dirinya sendiri\nNenek ini menunjukkan tanda-tanda kegilaan...',0,0,1,0,0,mawati busuk muslim takut nenek tanda tanda gila,"['mawati', 'busuk', 'muslim', 'takut', 'nenek', 'tanda', 'tanda', 'gila']"
USER berarti Anda dinonaktifkan',0,0,1,0,0,bera i nonaktif,"['bera', 'i', 'nonaktif']"
PENGGUNA WOI BOLOT',0,0,1,0,0,woi bolot,"['woi', 'bolot']"
"Ajak seluruh umat Islam untuk mencari tahu siapa Muhammad sebenarnya, jangan mempersulit dia untuk menyesuaikan diri dengan penis bangsa ini.",1,0,0,1,0,ajak umat islam cari muhammad sulit sesuai penis bangsa,"['ajak', 'umat', 'islam', 'cari', 'muhammad', 'sulit', 'sesuai', 'penis', 'bangsa']"
"USER Eh, kamu bodoh, kenapa masih mengolok-olok saya, kamu bilang ingin memainkan permainan saya.\nKamu hanya bisa meneruskan berita tanpa analisis.\nGrup MAHO mana yang pintar wk wk wk'",0,0,0,1,0,eh bodoh olok olok bilang main main berita analisis grup manusia homo pintar wkwk wkwk wkwk,"['eh', 'bodoh', 'olok', 'olok', 'bilang', 'main', 'main', 'berita', 'analisis', 'grup', 'manusia', 'homo', 'pintar', 'wkwk', 'wkwk', 'wkwk']"
"Tidak ada yang percaya akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwalnya dia tidak percaya saya membuat\nCAMSEX, lalu saya buktikan Vcnya untuk a beberapa detik, saat dia memberitahuku alasannya adalah neko2\n\n\xe2\xac\x87Ni mempunyai wajah seperti monyet \xe2\xac\x87 URL",0,0,1,0,0,percaya akun wa 081381413774 percaya camsex bukti vcnya a detik memberitahuku alas nih wajah sepe i monyet uniform resource locator,"['percaya', 'akun', 'wa', '081381413774', 'percaya', 'camsex', 'bukti', 'vcnya', 'a', 'detik', 'memberitahuku', 'alas', 'nih', 'wajah', 'sepe', 'i', 'monyet', 'uniform', 'resource', 'locator']"
"USER USER KAMU YANG PALING HOMO SIALAN, BAJINGAN BODOH...JIKA TERLALU BANYAK KAMU TAMPILKAN ANJINGNYA DI SAMPING JALAN.....HARAKAN KAMU MENERIMA BalasanNYA NANTI...'",0,0,0,1,0,homo sial bajing bodoh tampil anjing samping jalan hara terima balas,"['homo', 'sial', 'bajing', 'bodoh', 'tampil', 'anjing', 'samping', 'jalan', 'hara', 'terima', 'balas']"
PENGGUNA Alah tahu,0,0,0,1,0,alah,['alah']
"PENGGUNA ingin bukti RADIKAL HTI dan FPI?!; apakah tidak cukup bukti dalam setiap pidato HTI dan FPI yang selalu memfitnah dan menghina pemerintah, POLISI bahkan ULAMA'/KYAI-KYAI!!!; pada dasarnya otak bebek berpura-pura buta dan tuli dengan otak penuh junj",1,0,1,0,0,bukti radikal hati front bela islam bukti pidato hati front bela islam fitnah hina perintah polisi ulama kiai kiai dasar otak bebek pura pura buta tuli otak penuh junj,"['bukti', 'radikal', 'hati', 'front', 'bela', 'islam', 'bukti', 'pidato', 'hati', 'front', 'bela', 'islam', 'fitnah', 'hina', 'perintah', 'polisi', 'ulama', 'kiai', 'kiai', 'dasar', 'otak', 'bebek', 'pura', 'pura', 'buta', 'tuli', 'otak', 'penuh', 'junj']"
"Di sini, biar saya jelaskan. \n\nWah. Burungnya sudah hilang. Jadi cewek. Cewek itu punya nada. \n\nSIAPA LAGI YANG DINYANYI OLEH TRANSGENDER DI INDONESIA? URL",0,0,0,1,0,biar burung hilang cewek cewek nada nyanyi transgender indonesia uniform resource locator,"['biar', 'burung', 'hilang', 'cewek', 'cewek', 'nada', 'nyanyi', 'transgender', 'indonesia', 'uniform', 'resource', 'locator']"
"USER Ya jawabannya bodoh gan\n\nJaka Sembung bawa sepeda ke sekolah, tapi bawa parang, orang tuanya gila'",0,0,1,0,0,ya bodoh juragan jaka sembung bawa sepeda sekolah bawa parang orang tua gila,"['ya', 'bodoh', 'juragan', 'jaka', 'sembung', 'bawa', 'sepeda', 'sekolah', 'bawa', 'parang', 'orang', 'tua', 'gila']"
"USER Saya juga kaget, setan dan setan lari dan takut ketika mendengar Azzan, tapi makhluk Allah yang satu ini tenang ketika mendengar Azzan bahkan pura-pura tuli, setan dan setan dikalahkan.'",0,0,1,0,0,kaget setan setan lari takut dengar azzan makhluk allah tenang dengar azzan pura pura tuli setan setan kalah,"['kaget', 'setan', 'setan', 'lari', 'takut', 'dengar', 'azzan', 'makhluk', 'allah', 'tenang', 'dengar', 'azzan', 'pura', 'pura', 'tuli', 'setan', 'setan', 'kalah']"
URL kelas Pecun.kecil\xf0\x9f\x98\x80,0,0,0,1,0,uniform resource locator kelas pecun,"['uniform', 'resource', 'locator', 'kelas', 'pecun']"
"USER USER Yo jual gan, matamu sipit sekali sampai tak terlihat tas yang mencuat dari saku dekat tokoku.\nTas kulit lumpianya kosong, mau gak yang tas kulit biawak gan ? cocok dengan mantramu.'",0,0,1,0,0,iya jual juragan mata sipit lihat tas cuat saku toko tas kulit lumpia kosong tas kulit biawak juragan cocok mantra,"['iya', 'jual', 'juragan', 'mata', 'sipit', 'lihat', 'tas', 'cuat', 'saku', 'toko', 'tas', 'kulit', 'lumpia', 'kosong', 'tas', 'kulit', 'biawak', 'juragan', 'cocok', 'mantra']"
"Aku sudah sangat gugup, aku tidak terlalu peduli sama sekali'",0,0,1,0,0,gugup peduli,"['gugup', 'peduli']"
PENGGUNA mengatakan dia gila,0,0,1,0,0,gila,['gila']
"USER Tabayyun sebelum ngomong.. cococ busuk haha ​​dipertahankan, main isu SARA kenapa bangga'",0,0,1,0,0,tabayun bicara cococ busuk haha dipe ahankan main isu sara bangga,"['tabayun', 'bicara', 'cococ', 'busuk', 'haha', 'dipe', 'ahankan', 'main', 'isu', 'sara', 'bangga']"
"PENGGUNA PENGGUNA Gak baca berita...saya kira Aki mungkin punya gangguan jiwa. Kalau tahun 2019, Amin yang kalah. Mungkin bidadari itu akan disebut kafir dan pro Aseng. Kasihan bidadari itu, dia gak ngerti urusan capres tapi malah bawa-bawa"" Ma Aki "" Gila.'",0,0,1,0,0,baca berita aki ganggu jiwa 2019 amin kalah bidadari kafir pro asing kasihan bidadari nge i urus calon presiden bawa bawa aki gila,"['baca', 'berita', 'aki', 'ganggu', 'jiwa', '2019', 'amin', 'kalah', 'bidadari', 'kafir', 'pro', 'asing', 'kasihan', 'bidadari', 'nge', 'i', 'urus', 'calon', 'presiden', 'bawa', 'bawa', 'aki', 'gila']"
"USER Masih pelacur yang lebih terhormat dari kamu setan perempuan yang tugasnya hanya menyebarkan HOAX, sungguh memalukan hidupmu.'",0,0,0,1,0,lacur hormat setan perempuan tugas sebar hoaks sungguh malu hidup,"['lacur', 'hormat', 'setan', 'perempuan', 'tugas', 'sebar', 'hoaks', 'sungguh', 'malu', 'hidup']"
"PENGGUNA Cebong sudah heboh, padahal dia di kibulin, kamu najis, matamu kecil sekali..'",0,0,1,0,0,cebong heboh kibul najis mata,"['cebong', 'heboh', 'kibul', 'najis', 'mata']"
PENGGUNA PENGGUNA jyjyk kamu maho',0,0,0,1,0,jijik manusia homo,"['jijik', 'manusia', 'homo']"
USER karena kamu seperti kntl',0,0,0,1,0,sepe i kontol,"['sepe', 'i', 'kontol']"
USER Mereka gila...dan mulai menghancurkan',0,0,1,0,0,gila hancur,"['gila', 'hancur']"
"USER USER USER USER USER USER USER Mengapa saya tidak mengatakan bahwa Anda bodoh? Karena ikut memakan uang pemerintahan sah saat ini, namun ingin mengganti dasar negara Pancasila dengan khilafah, bukankah itu disebut kebodohan?",0,0,0,1,0,bodoh makan uang perintah sah ganti dasar negara pancasila khilafah bodoh,"['bodoh', 'makan', 'uang', 'perintah', 'sah', 'ganti', 'dasar', 'negara', 'pancasila', 'khilafah', 'bodoh']"
"USER Kamu perempuan, maho.'",0,0,0,1,0,perempuan manusia homo,"['perempuan', 'manusia', 'homo']"
"Sebelum Pasukan Saudi Tiba di Suriah, SISSY ISIS KAMAR ke URL URL Libya",1,0,0,1,0,pasu saudi suriah sissy isis kamar uniform resource locator uniform resource locator libya,"['pasu', 'saudi', 'suriah', 'sissy', 'isis', 'kamar', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator', 'libya']"
"USER USER buta, paman'",0,0,1,0,0,buta paman,"['buta', 'paman']"
"RT USER: USER USER USER kalau KH Ma'ruf ngomong ke Belaga Budek, ke Belaga Pilon, dia masih menuju \xf0\x9f\x91\x89#gantipreside\xe2\x80\xa6""",0,0,1,0,0,kh ruf bicara belaga budek belaga pilon tuju ganti presiden,"['kh', 'ruf', 'bicara', 'belaga', 'budek', 'belaga', 'pilon', 'tuju', 'ganti', 'presiden']"
USER USER Ganti Presiden Endasmu atos....jangan pamer curang he...goblog....',0,0,1,0,0,ganti presiden ndasmu atos pamer curang he goblok,"['ganti', 'presiden', 'ndasmu', 'atos', 'pamer', 'curang', 'he', 'goblok']"
"PENGGUNA RT Presiden tuli dan buta, jadi dia memimpin dengan menabrak dan mendengarkan orang-orang berteriak untuk menyingkirkan Jokowi",0,0,1,0,0,presiden tuli buta pimpin tabrak dengar orang orang be eriak singkir jokowi,"['presiden', 'tuli', 'buta', 'pimpin', 'tabrak', 'dengar', 'orang', 'orang', 'be', 'eriak', 'singkir', 'jokowi']"
Erel Bencong najis sekali,0,0,0,1,0,erel bencong najis,"['erel', 'bencong', 'najis']"
"USER Tak Mau Bersama Eto, Dia Gay'",0,0,0,1,0,eto gay,"['eto', 'gay']"
"USER USER USER USER USER Jangan membesar-besarkan si idiot itu, dia akan menjadi besar, lagipula dia menang kemarin, kita sama-sama tahu #2019GantiPresiden'",0,0,1,0,0,sih idiot menang kemarin 2019 ganti presiden,"['sih', 'idiot', 'menang', 'kemarin', '2019', 'ganti', 'presiden']"
"USER Yang memutarbalikkan kata-katamu seperti saling adu domba dan mengungkit-ungkit nama Islam, agama yang dianut seseorang, jangan sok suci, kamu zona lambemu dan banyak bicara.'",0,0,1,0,0,memutarbalikkan sepe i adu domba ungkit ungkit nama islam agama anut orang sok suci zona mulut bicara,"['memutarbalikkan', 'sepe', 'i', 'adu', 'domba', 'ungkit', 'ungkit', 'nama', 'islam', 'agama', 'anut', 'orang', 'sok', 'suci', 'zona', 'mulut', 'bicara']"
PENGGUNA Wisma Darulaman. Kerja\xc2\xb2 banci. Lebih politis la\xf0\x9f\x98\x82',0,0,0,1,0,wisma darul aman kerja banci politis,"['wisma', 'darul', 'aman', 'kerja', 'banci', 'politis']"
PENGGUNA Anda maho',0,0,0,1,0,manusia homo,"['manusia', 'homo']"
"USER USER Hmmm aku mencium aroma jablay\n\nPantas saja kamu jalang, pergilah kamu'",0,0,0,1,0,hmmm cium aroma jablay jalang pergi,"['hmmm', 'cium', 'aroma', 'jablay', 'jalang', 'pergi']"
USER USER USER dimas maho suka puting mimi peri,0,0,0,1,0,mas manusia homo suka puting mimi peri,"['mas', 'manusia', 'homo', 'suka', 'puting', 'mimi', 'peri']"
"USER USER Saya bahkan tidak tertarik dengan email. Tapi jika dilihat secara keseluruhan...Ya, dia memang penipu. Namun dia mengakui kesalahannya dan meminta maaf. Orang yang menjadi sampah adalah kamu. Ssst'",0,0,1,0,0,te arik email lihat ya tipu salah maaf orang sampah ssst,"['te', 'arik', 'email', 'lihat', 'ya', 'tipu', 'salah', 'maaf', 'orang', 'sampah', 'ssst']"
"Wanita sepertimu lebih baik mati saja, dia jelek, tidak perlu berpura-pura menjadi penata rias!",0,0,1,1,0,wanita sepe imu mati jelek pura pura tata rias,"['wanita', 'sepe', 'imu', 'mati', 'jelek', 'pura', 'pura', 'tata', 'rias']"
Mereka yang tidak memetiknya akan menderita\n\nEs mochi saya\n\tidak layak diambil\n\ini rusak,0,0,1,0,0,petik derita es mochi layak ambil rusak,"['petik', 'derita', 'es', 'mochi', 'layak', 'ambil', 'rusak']"
"USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 para idiot yang tak berani menggunakan akun real untuk menyebarkan hoax dan fitnah, nah sekarang lihat saja akunmu kok \ xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,1,1,0,idiot berani akun real sebar hoaks fitnah lihat akun xf0,"['idiot', 'berani', 'akun', 'real', 'sebar', 'hoaks', 'fitnah', 'lihat', 'akun', 'xf0']"
"USER USER USER Akhirnya saya tanya lagi: Itu semua utang jaman Jokowi, brengsek? Pasti mingkem lagi... sampah warnet.... tin banci... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\ xa3'",0,0,0,1,0,utang jaman jokowi berengsek diam sampah warung internet tin banci xa3,"['utang', 'jaman', 'jokowi', 'berengsek', 'diam', 'sampah', 'warung', 'internet', 'tin', 'banci', 'xa3']"
USER USER Single bermain seperti pelacur :)',0,0,0,1,0,single main sepe i lacur,"['single', 'main', 'sepe', 'i', 'lacur']"
USER USER USER Hanya orang mesum yang bisa dibohongi.\n\nBahkan untuk makan pun dia berbohong dan bilang ingin pulang agar ada pendonor. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nRasa Azab Allah. \xf0\x9f\xa4\xa3\xf0\x9f,0,0,0,1,0,orang mesum bohong makan bohong bilang pulang donor azab allah,"['orang', 'mesum', 'bohong', 'makan', 'bohong', 'bilang', 'pulang', 'donor', 'azab', 'allah']"
Wasit kecil ini!',0,0,1,0,0,wasit,['wasit']
PENGGUNA Orang gila :(',0,0,1,0,0,orang gila,"['orang', 'gila']"
"Kurang berusaha, seperti bagaimana caranya mencoba... Ada beberapa hal yang kukorbankan waktuku untuk berangkat lebih awal dan pulang terlambat....kamu gila \xf0\x9f\x98\xa0\xf0\x9f\x98\ xa0\xf0\x9f\ x98\xa0\xf0\x9f\x98\xa0'",0,0,1,0,0,usaha sepe i coba korban berangkat pulang lambat gila xa0 x98,"['usaha', 'sepe', 'i', 'coba', 'korban', 'berangkat', 'pulang', 'lambat', 'gila', 'xa0', 'x98']"
USER USER zonkey hanyalah planga plongo banci...',0,0,0,1,0,monyet plonga plongo banci,"['monyet', 'plonga', 'plongo', 'banci']"
Lihatlah URL bodoh itu,0,0,1,0,0,lihat uniform resource locator bodoh,"['lihat', 'uniform', 'resource', 'locator', 'bodoh']"
"Lihatlah wajahmu, kamu terlihat seperti waria, LGBT! URL",0,0,1,1,0,lihat wajah lihat sepe i waria lgbt uniform resource locator,"['lihat', 'wajah', 'lihat', 'sepe', 'i', 'waria', 'lgbt', 'uniform', 'resource', 'locator']"
