Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
PENGGUNA PENGGUNA Mata lo sempit bro..\nPrestasi Pak Jokowi gak asli..\n\nDasar lo tolol..!!\nBodoh....!!',0,0,1,0,0,mata picek cuk lihat prestasi jokowi guoblokkk tolol,"['mata', 'picek', 'cuk', 'lihat', 'prestasi', 'jokowi', 'guoblokkk', 'tolol']"
"USER USER mata anda sempit, yang janji itu Jokowi, tapi yang didakwa itu SBY.. mata anda sempit block \xf0\x9f\x98\x85\xf0\x9f\x98\x85'",0,0,1,0,0,mata lu picek ya janji jokowi tagih susilo bambang yudhoyono mata picek blok,"['mata', 'lu', 'picek', 'ya', 'janji', 'jokowi', 'tagih', 'susilo', 'bambang', 'yudhoyono', 'mata', 'picek', 'blok']"
USER sebagai clara\n- anak pintar\n- bodoh\n- paling idiot\n- cantik tapi idiot :(\n- tidak tahu bagaimana caranya malu\n- tidak punya nyali\n- tapi wajahnya sangat imut',0,0,1,0,0,as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka nya imut banget,"['as', 'clara', 'anak', 'pintar', 'dongok', 'kocak', 'cantik', 'idot', 'tau', 'malu', 'urat', 'malu', 'putus', 'butt', 'muka', 'nya', 'imut', 'banget']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Itulah tatapan matanya yang sipit... Matanya hanya melihat satu sisi...',0,0,1,0,0,mata picek mata lihat belah,"['mata', 'picek', 'mata', 'lihat', 'belah']"
"USER Lo yang banci, ngomongnya lebih parah dari cewek. Kayak pengamen yang ngomongnya nggak dikasih duit \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nLo lebih baik ganteng, jelek gitu.\nMadesu lagi \xf0\x9f\x98\x84\xf0\x9f\x98\x84\nDisebutin gue langsung quote tweet \xf0",0,0,1,1,0,bencong bacot cewek kayak banci amen kasih duit bacot mending cakap jelek kayak suram mentioned gue langsung kutip twit,"['bencong', 'bacot', 'cewek', 'kayak', 'banci', 'amen', 'kasih', 'duit', 'bacot', 'mending', 'cakap', 'jelek', 'kayak', 'suram', 'mentioned', 'gue', 'langsung', 'kutip', 'twit']"
PENGGUNA RT: PENGGUNA Jika Mawati yang busuk itu seorang Muslim... Maka dia takut pada dirinya sendiri\nNenek ini menunjukkan tanda-tanda kegilaan...',0,0,1,0,0,busuk mawati agama islam takut gejala gila nih nenek,"['busuk', 'mawati', 'agama', 'islam', 'takut', 'gejala', 'gila', 'nih', 'nenek']"
USER berarti Anda dinonaktifkan,0,0,1,0,0,bera i cacat,"['bera', 'i', 'cacat']"
PENGGUNA WOI BODOH',0,0,1,0,0,woi bolot,"['woi', 'bolot']"
"Jangan percaya akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwalnya dia tidak percaya saya untuk\nCAMSEX, lalu saya buktikan dengan VC beberapa detik, saat saya minta Tf, alasannya aneh\n\n\xe2\xac\x87Mukanya mirip monyet\xe2\xac\x87 URL",0,0,1,0,0,percaya akun wa 081381413774 nya percaya camsex bukti video call detik pas suruh transfer alas nya nih muka nya kayak monyet uniform resource locator,"['percaya', 'akun', 'wa', '081381413774', 'nya', 'percaya', 'camsex', 'bukti', 'video', 'call', 'detik', 'pas', 'suruh', 'transfer', 'alas', 'nya', 'nih', 'muka', 'nya', 'kayak', 'monyet', 'uniform', 'resource', 'locator']"
"USER mau bukti RADIKAL HTI dan FPI?!; apa tidak cukup bukti dalam setiap ucapan HTI dan FPI yang selalu memfitnah dan menghina pemerintah, POLISI bahkan ULAMA'/KYAI-KYAI!!!; pada dasarnya otak bebek pura-pura buta dan tuli dengan otak penuh junj",1,0,1,0,0,bukti radikal an hati front bela islam bukti orasi orasi hati front bela islam fitnah caci maki hadap perintah polisi republik indonesia ulama kiai kiai dasar otak bebek pura pura buta tuli isi otak junj,"['bukti', 'radikal', 'an', 'hati', 'front', 'bela', 'islam', 'bukti', 'orasi', 'orasi', 'hati', 'front', 'bela', 'islam', 'fitnah', 'caci', 'maki', 'hadap', 'perintah', 'polisi', 'republik', 'indonesia', 'ulama', 'kiai', 'kiai', 'dasar', 'otak', 'bebek', 'pura', 'pura', 'buta', 'tuli', 'isi', 'otak', 'junj']"
"USER Nah jawabannya goblok nih bro\n\nJaka Sembung bawa sepeda ke sekolah tapi bawa parang, gila deh orang tuanya'",0,0,1,0,0,ya goblok mas jaka sembung bawa sepeda sekolah bawa golok gila nih orang tua nya,"['ya', 'goblok', 'mas', 'jaka', 'sembung', 'bawa', 'sepeda', 'sekolah', 'bawa', 'golok', 'gila', 'nih', 'orang', 'tua', 'nya']"
"USER Saya juga heran, setan dan iblis lari ketakutan saat mendengar Azan, tapi makhluk Allah yang satu ini tenang saat mendengar Azan bahkan pura-pura tuli, setan pun kalah.'",0,0,1,0,0,heran setan iblis kabur takut dengar azan makhluk allah anteng dengar azan pura pura budek kuping kalah setan iblis,"['heran', 'setan', 'iblis', 'kabur', 'takut', 'dengar', 'azan', 'makhluk', 'allah', 'anteng', 'dengar', 'azan', 'pura', 'pura', 'budek', 'kuping', 'kalah', 'setan', 'iblis']"
"PENGGUNA PENGGUNA Ayo, jual saja, matamu terlalu kecil dan kau tak bisa melihat tas kulit kadal, sak taek ndayak, hentikan tokoku. Tas kulit lumpia kosong, tidak mau tas kulit kadal? sesuai dengan gayamu.'",0,0,1,0,0,iya jual sih koh mata ih picek ta liak tas jlentrek sak tai dayak dik toko tas kulit lumpia sek kosong tas kulit kadal koh cocok lidah,"['iya', 'jual', 'sih', 'koh', 'mata', 'ih', 'picek', 'ta', 'liak', 'tas', 'jlentrek', 'sak', 'tai', 'dayak', 'dik', 'toko', 'tas', 'kulit', 'lumpia', 'sek', 'kosong', 'tas', 'kulit', 'kadal', 'koh', 'cocok', 'lidah']"
"Memang benar semua orang merasa gugup, mereka sama sekali tidak punya rasa peduli, sungguh.",0,0,1,0,0,sarap peduli bgstttttttt,"['sarap', 'peduli', 'bgstttttttt']"
PENGGUNA memperbaikinya dia gila',0,0,1,0,0,fix sinting,"['fix', 'sinting']"
"PENGGUNA Tabayyun dulu sebelum omelan..busuk lol, disimpen aja, main isu SARA tapi bangga juga'",0,0,1,0,0,tabayun ngomyang cocot busuk wkwk pelihara main isu sara bangga,"['tabayun', 'ngomyang', 'cocot', 'busuk', 'wkwk', 'pelihara', 'main', 'isu', 'sara', 'bangga']"
"PENGGUNA PENGGUNA Tidak baca berita...Saya kira Aki mungkin punya gangguan jiwa. Kalau tahun 2019, Amin yang kalah. Mungkin bidadari itu akan disebut kafir dan pro Aseng. Kasihan bidadari itu, dia tidak mengerti urusan capres tapi malah bawa-bawa. Ma Aki ""Gila.""",0,0,1,0,0,baca berita nya nih aki ganggu jiwa nya 2019 amin kalah malaikat bilang kafir pro asing kasihan malaikat nge i urus calon presiden bawa aki gila,"['baca', 'berita', 'nya', 'nih', 'aki', 'ganggu', 'jiwa', 'nya', '2019', 'amin', 'kalah', 'malaikat', 'bilang', 'kafir', 'pro', 'asing', 'kasihan', 'malaikat', 'nge', 'i', 'urus', 'calon', 'presiden', 'bawa', 'aki', 'gila']"
"PENGGUNA Cebong sudah heboh, padahal di kibulin, najis banget matamu...'",0,0,1,0,0,cebong girang kibul najis bong mata picek,"['cebong', 'girang', 'kibul', 'najis', 'bong', 'mata', 'picek']"
PENGGUNA Mereka gila...dan mulai menghancurkan',0,0,1,0,0,sinting rusak,"['sinting', 'rusak']"
"PENGGUNA PENGGUNA itu buta, kan, paman?",0,0,1,0,0,buta ya om,"['buta', 'ya', 'om']"
"PENGGUNA RT: PENGGUNA PENGGUNA PENGGUNA kalau KH Ma'ruf ngomong sama Belaka yang pura-pura tuli, sama Belaka yang pura-pura bego, masih aja nggebrak \xf0\x9f\x91\x89#gantipresiside\xe2\x80\xa6""",0,0,1,0,0,kh ruf bicara belaga budek belaga pilon sundul ganti presiden,"['kh', 'ruf', 'bicara', 'belaga', 'budek', 'belaga', 'pilon', 'sundul', 'ganti', 'presiden']"
PENGGUNA PENGGUNA Ganti Presiden Endasmu atos....jangan sombong curang he...goblog....',0,0,1,0,0,ganti presiden ndasmu atos umbar cocot he goblok,"['ganti', 'presiden', 'ndasmu', 'atos', 'umbar', 'cocot', 'he', 'goblok']"
"PENGGUNA RT Presiden tuli dan buta, makanya dia pimpin dengan cara menabrak dan tuli terhadap teriakan rakyat yang ingin tumbangkan Jokowi",0,0,1,0,0,presiden buta tuli pimpin tubruk tabrak budek dengar rakyat teriak lengser jokowi,"['presiden', 'buta', 'tuli', 'pimpin', 'tubruk', 'tabrak', 'budek', 'dengar', 'rakyat', 'teriak', 'lengser', 'jokowi']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Jangan membuat masalah besar dari si idiot itu, dia akan menjadi sombong, lagipula dia menang kemarin, kita berdua tahu bahwa #2019GantiPresiden'",0,0,1,0,0,sih idiot jumawa menang kemarin 2019 ganti presiden,"['sih', 'idiot', 'jumawa', 'menang', 'kemarin', '2019', 'ganti', 'presiden']"
"PENGGUNA Orang-orang yang memutarbalikkan ucapanmu, seperti berkelahi satu sama lain, dan membawa-bawa nama Islam, agama yang dianut seseorang, tidak mengaku suci, kamu zona lambemu, banyak bicara.'",0,0,1,0,0,makar omong zon suka adu domba bawa nama islam agama pegang hidup orang sok suci zon mulut dower bacot,"['makar', 'omong', 'zon', 'suka', 'adu', 'domba', 'bawa', 'nama', 'islam', 'agama', 'pegang', 'hidup', 'orang', 'sok', 'suci', 'zon', 'mulut', 'dower', 'bacot']"
"PENGGUNA PENGGUNA Saya tidak tertarik dengan surat. Tapi kalau dilihat secara keseluruhan..Ya, dia memang penipu. Tapi dia mengakui kesalahannya dan meminta maaf. Yang sampah itu kamu. Sshhh'",0,0,1,0,0,minat mail looking at whole ya dulunya cheater silap and maaf sampah sarap sshhh,"['minat', 'mail', 'looking', 'at', 'whole', 'ya', 'dulunya', 'cheater', 'silap', 'and', 'maaf', 'sampah', 'sarap', 'sshhh']"
"Wanita sepertimu lebih baik mati saja, dia jelek, tidak perlu berpura-pura menjadi penata rias!",0,0,1,1,0,perempuan kayak mending mati deh jelek sok make up a ist,"['perempuan', 'kayak', 'mending', 'mati', 'deh', 'jelek', 'sok', 'make', 'up', 'a', 'ist']"
"LOL banget, siapa sih yang nggak suka penderitaan\n\nEs mochiku\n\nKamu nggak pantas untuk diambil\n\nKamu cacat di",0,0,1,0,0,ngakakkk banget kepick ya derita ice mochi gue taken cacat,"['ngakakkk', 'banget', 'kepick', 'ya', 'derita', 'ice', 'mochi', 'gue', 'taken', 'cacat']"
"PENGGUNA \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 dasar banci tolol yang gak berani pake akun aslinya buat nyebar berita bohong dan fitnah, nah sekarang coba deh liat akun lu bro \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,1,1,0,bencong idiot it berani akun asli sebar hoaks fitnah coba lihat akun cong,"['bencong', 'idiot', 'it', 'berani', 'akun', 'asli', 'sebar', 'hoaks', 'fitnah', 'coba', 'lihat', 'akun', 'cong']"
'Wasit ini picik!',0,0,1,0,0,wasit picek,"['wasit', 'picek']"
PENGGUNA Orang gila :(',0,0,1,0,0,orang edan,"['orang', 'edan']"
"Aku tidak cukup berusaha, bagaimana denganku... Ada beberapa orang yang mengorbankan waktu untuk berangkat pagi dan pulang malam....kamu gila \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0'",0,0,1,0,0,usaha kayak coba gue ky gue korban pergi pagi pulang malam sinting,"['usaha', 'kayak', 'coba', 'gue', 'ky', 'gue', 'korban', 'pergi', 'pagi', 'pulang', 'malam', 'sinting']"
Lihat URL-nya,0,0,1,0,0,kaca bolot uniform resource locator,"['kaca', 'bolot', 'uniform', 'resource', 'locator']"
"Lihatlah penampilanmu, penampilan banci, LGBT! URL",0,0,1,1,0,lihat tampang tampang banci lgbt uniform resource locator,"['lihat', 'tampang', 'tampang', 'banci', 'lgbt', 'uniform', 'resource', 'locator']"
"PENGGUNA PENGGUNA Wajahmu sungguh cabul, jika kau punya wajah, tapi beraninya seorang banci tidak dikenal...'",0,0,1,1,0,muka cabul muka sih banci berani anonim,"['muka', 'cabul', 'muka', 'sih', 'banci', 'berani', 'anonim']"
"USER Ade Ustad yang otaknya hinggap di lutut sampai susah jalan kalau nggak bawa amplop, masih ditinggal NgOCEh keluyuran.",0,0,1,0,0,adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adek ustad pelihara jenggot bandot doyan provokator santa santai adek ustad perut bun,"['adek', 'ustad', 'otak', 'nangkring', 'dengkul', 'susah', 'jalan', 'bantu', 'amplop', 'biar', 'oceh', 'utara', 'kidul', 'adek', 'ustad', 'pelihara', 'jenggot', 'bandot', 'doyan', 'provokator', 'santa', 'santai', 'adek', 'ustad', 'perut', 'bun']"
PENGGUNA tidak ingin mengundang siapa pun untuk menjadi pemilih karena dia pasti idiot.,0,0,1,0,0,ogah ajak pilih jokowi idiot,"['ogah', 'ajak', 'pilih', 'jokowi', 'idiot']"
"PENGGUNA PENGGUNA Jika Anda memiliki cacat otak, jangan simpan",0,0,1,0,0,cacat otak pelihara,"['cacat', 'otak', 'pelihara']"
"PENGGUNA PENGGUNA PENGGUNA MATAMU SEMpit? Nggak ada duit dipaksa beli, utang belum cair, baru mau siapin 11 bank aja udah teriak-teriak. Nanti pas bayar dana nggak ada jawaban ""BUKAN URUSANKU"". BODOH DITAMBAH GILA ambil semua'",0,0,1,0,0,mata picek a duit paksa beli hutang release 11 bank koar koar bayar dana urus dungu plus kocak ambil,"['mata', 'picek', 'a', 'duit', 'paksa', 'beli', 'hutang', 'release', '11', 'bank', 'koar', 'koar', 'bayar', 'dana', 'urus', 'dungu', 'plus', 'kocak', 'ambil']"
"Mengurus endog saja tidak cukup, bagaimana dengan hal-hal lainnya?\n\nDasar bodoh, minta dua kali.",0,0,1,0,0,urus telur becus urus dasar cungkring peang 2 x,"['urus', 'telur', 'becus', 'urus', 'dasar', 'cungkring', 'peang', '2', 'x']"
Banyak alumni aliran lotre yang menderita gangguan mental :)) #KARMA,0,0,1,0,0,alumni sekte togel kena ganggu jiwa karma,"['alumni', 'sekte', 'togel', 'kena', 'ganggu', 'jiwa', 'karma']"
'Benar-benar busuk.',0,0,1,0,0,cocot busuk,"['cocot', 'busuk']"
"PENGGUNA PENGGUNA PENGGUNA Itu salahnya, mukanya jelek, mulutnya hitam, otaknya kotor. Apalagi pendidikan partai munafik mengaku berdakwah tapi perilakunya bejat.'",1,0,1,0,0,salah muka jelek mulut selamat tinggal otak kotor dik e munafik dakwah laku bejat,"['salah', 'muka', 'jelek', 'mulut', 'selamat', 'tinggal', 'otak', 'kotor', 'dik', 'e', 'munafik', 'dakwah', 'laku', 'bejat']"
"PENGGUNA PENGGUNA rep help rt auction acc ??? apakah matamu rabun? Meskipun nama pengguna kita sama di bagian depan, kamu bilang jika aku mengikuti USN-mu? Aku benar-benar ingin mengikuti semuanya'",0,0,1,0,0,rep help lelang acc mata picek mentang mentang nama iya bilang gue usn,"['rep', 'help', 'lelang', 'acc', 'mata', 'picek', 'mentang', 'mentang', 'nama', 'iya', 'bilang', 'gue', 'usn']"
USER itu seperti kotoran anjing yang mulutnya lebar dan melebar seperti anjing.,0,0,1,0,0,kayak tai congor jablay lebar kayak anjing,"['kayak', 'tai', 'congor', 'jablay', 'lebar', 'kayak', 'anjing']"
PENGGUNA matamu berpikiran sempit',0,0,1,0,0,mata picek,"['mata', 'picek']"
"Jika tubuhku bisa bicara:\n\xe2\x80\x9cHei, tidak bisakah kau mendengar tulangku membuat semua suara itu? Mataku lelah melihat layar! Tanganmu lelah mengetik? Hei, apa kau bodoh?!\xe2\x80\x9d\n\n\xe2\x80\x9cAku mendengarmu bodoh!! Maaf\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f",0,0,1,0,0,badan gue bicara hoi dengar tulang gue bunyi mata gue lelah lihat layar melulu tangan cape etik melulu he budek gue dengar bego maaf gue,"['badan', 'gue', 'bicara', 'hoi', 'dengar', 'tulang', 'gue', 'bunyi', 'mata', 'gue', 'lelah', 'lihat', 'layar', 'melulu', 'tangan', 'cape', 'etik', 'melulu', 'he', 'budek', 'gue', 'dengar', 'bego', 'maaf', 'gue']"
"PENGGUNA Saya tiba-tiba terkena stroke, wah, hanya orang yang rabun dekat saja yang tidak tahu.'",0,0,1,0,0,langsung strok wkwk orang picek tau,"['langsung', 'strok', 'wkwk', 'orang', 'picek', 'tau']"
"USER USER adalah pekerjaan Cornelis, orang Tionghoa yang gila stres'",0,1,1,0,0,kerja cornelis tionghoa stres gila,"['kerja', 'cornelis', 'tionghoa', 'stres', 'gila']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Kenapa muka Rosa ada tulisan peringatan di wajahnya, kenapa tidak batu nisan... Tuan-tuan, kecebong juga tidak apa-apa'",0,0,1,0,0,sih rosa muka tugu batu nissan gentle kaum cebong,"['sih', 'rosa', 'muka', 'tugu', 'batu', 'nissan', 'gentle', 'kaum', 'cebong']"
PENGGUNA RT: Itulah sebabnya dari tahun ke tahun semakin sedikit peluang kerja bagi masyarakat itu sendiri. Semua orang asing ini telah meninggalkan sektor seks\xe2\x80\xa6',0,0,1,0,0,peluang kerja rakyat warga asing nih bolot sektor,"['peluang', 'kerja', 'rakyat', 'warga', 'asing', 'nih', 'bolot', 'sektor']"
"Wajahmu kotor, penampilan dan perilakumu sinkron",0,0,1,0,0,muka kampung tampang laku sinkron,"['muka', 'kampung', 'tampang', 'laku', 'sinkron']"
dia tidak hebat. pengikutnya hanya bodoh dan idiot. URL,0,0,1,0,0,hebat dungu bin idiot uniform resource locator,"['hebat', 'dungu', 'bin', 'idiot', 'uniform', 'resource', 'locator']"
"Kunyuk makin gak jelas, cuitannya makin melengkapi generalisasi orang2nya, ngomongnya gak bermutu seperti yang udah diliat 2 tahun ini disini.... Sarap'",0,0,1,0,0,sih kunyuk twitnya genap generalisasi kaum bacot mutu sepe i lihat sarap,"['sih', 'kunyuk', 'twitnya', 'genap', 'generalisasi', 'kaum', 'bacot', 'mutu', 'sepe', 'i', 'lihat', 'sarap']"
PENGGUNA PENGGUNA neng...tuan yang terhormat itu tidak menggunakan mulutnya ketika berbicara. Saya minta maaf dia menggunakan SILIT',0,0,1,0,0,neng hormat pakai mulut bicara mohon maaf pakai silit,"['neng', 'hormat', 'pakai', 'mulut', 'bicara', 'mohon', 'maaf', 'pakai', 'silit']"
PENGGUNA PENGGUNA MULUT KAMPANG',0,0,1,0,0,mulut kampang,"['mulut', 'kampang']"
"PENGGUNA Presiden yang mempermalukan bangsanya sendiri, plonga plongo tolah tolo seperti boneka idiot",0,0,1,0,0,presiden malu bangsa plonga plongo tulah toleh boneka idiot,"['presiden', 'malu', 'bangsa', 'plonga', 'plongo', 'tulah', 'toleh', 'boneka', 'idiot']"
PENGGUNA Anda cacat,0,0,1,0,0,cacat,['cacat']
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA Puisi untukmu:\nKamu bajingan\nWajahmu setan\nMulutmu setan\nMengaku manusia\nPadahal, kamu binatang yang menyimpang\n\n-- seni nyet --'",0,0,1,1,0,puisi bajing wajah setan mulut iblis manusia binatang mesum seni monyet,"['puisi', 'bajing', 'wajah', 'setan', 'mulut', 'iblis', 'manusia', 'binatang', 'mesum', 'seni', 'monyet']"
"celakalah CeBong LoE ya, basis komuNiS, aThEiS, siLiPiS, AuTiS, sALIBiS'",0,0,1,0,0,oi cebong ya dasar komunis ateis sifilis autis salib,"['oi', 'cebong', 'ya', 'dasar', 'komunis', 'ateis', 'sifilis', 'autis', 'salib']"
PENGGUNA Mataku menyipit karena dia memakai koma koma',0,0,1,0,0,mata gue picek pakai koma koma,"['mata', 'gue', 'picek', 'pakai', 'koma', 'koma']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Matamu picik... buktikan kalau itu bukan tipuan dan buktikan kalau kamu bukan orang yang dicuci otaknya.',0,0,1,0,0,mata picek bukti hoaks bukti km lorot otak,"['mata', 'picek', 'bukti', 'hoaks', 'bukti', 'km', 'lorot', 'otak']"
PENGGUNA Mengapa pemain yang cacat disertakan?\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2.\nTeco bodoh',0,0,1,0,0,main cacat masuk teco tolol,"['main', 'cacat', 'masuk', 'teco', 'tolol']"
"PENGGUNA PENGGUNA Alih-alih malu, dia malah tertawa. Dasar idiot!",0,0,1,0,0,malu tertawa dasar idiot,"['malu', 'tertawa', 'dasar', 'idiot']"
"USER sudah buruk, tetap saja buruk :( .nga'",0,0,1,0,0,jelek budek,"['jelek', 'budek']"
"PENGGUNA Saya tidak dapat memahami tulisan Anda. Karena otak saya bukan otak autis, bukan berarti saya yang membuat thread yang salah sampai kulit saya mati. Bisakah saya melanjutkan?'",0,0,1,0,0,tulis gue paham gue otak gue otak otak autis kayak bikin thread goblok sel kulit mati,"['tulis', 'gue', 'paham', 'gue', 'otak', 'gue', 'otak', 'otak', 'autis', 'kayak', 'bikin', 'thread', 'goblok', 'sel', 'kulit', 'mati']"
PENGGUNA Ada juga yang berarti anjer',0,0,1,0,0,situ sarap bera i anjir,"['situ', 'sarap', 'bera', 'i', 'anjir']"
PENGGUNA Dinonaktifkan siapa PENGGUNA',0,0,1,0,0,cacat,['cacat']
Pengguna,0,0,1,0,0,gue anjing penasaran iya iya bicara maju garuda kuping budek,"['gue', 'anjing', 'penasaran', 'iya', 'iya', 'bicara', 'maju', 'garuda', 'kuping', 'budek']"
PENGGUNA Satu-satunya hal yang ada di pikirannya tentang kesetaraan gender adalah telanjang. Dasar orang cabul.',0,0,1,1,0,otak tara gender telanjang dasar mesum cacat,"['otak', 'tara', 'gender', 'telanjang', 'dasar', 'mesum', 'cacat']"
