Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
RT USER USER USER PKI hanya muncul menjelang pemilihan kepala daerah dan pemilihan presiden karena digoreng sampai gosong.,1,0,0,1,0,1,0,0,0,0,1,0,partai komunis indonesia muncul jelang pilih kepala daerah pilih presiden goreng gosong,"['partai', 'komunis', 'indonesia', 'muncul', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'presiden', 'goreng', 'gosong']"
USER USER Makanya nenek kaget melihat berudu selalu berbohong,1,1,1,0,0,0,0,0,1,1,0,0,nenek kaget lihat berudu bohong,"['nenek', 'kaget', 'lihat', 'berudu', 'bohong']"
"USER USER USER USER USER USER USER Islam Nusantara, produk JIL dipasarkan secara agresif oleh antek-antek JIL.\n\nMeski JIL anti-Arab, namun pro-Aseng!\n\nAlmarhum KH. Hasyim Muzadi berkata,",1,0,0,1,1,0,0,0,0,0,1,0,islam nusantara produk jil pasar agresif antek antek jil jil anti arab pro asing almarhum kh hasyim muzadi,"['islam', 'nusantara', 'produk', 'jil', 'pasar', 'agresif', 'antek', 'antek', 'jil', 'jil', 'anti', 'arab', 'pro', 'asing', 'almarhum', 'kh', 'hasyim', 'muzadi']"
"“Staf keamanan sedang berlatih, saya terlihat kotor, hanya kaos oblong dan sepatu datar, saya ingin dihakimi oleh bajingan itu, saya terlalu malas untuk membelinya, saya kena sinar matahari.”",1,1,0,1,0,0,0,0,1,0,1,0,staf aman latih lihat kotor kaos oblong sepatu datar hakim bajing malas bel kena sinar matahari,"['staf', 'aman', 'latih', 'lihat', 'kotor', 'kaos', 'oblong', 'sepatu', 'datar', 'hakim', 'bajing', 'malas', 'bel', 'kena', 'sinar', 'matahari']"
Pernahkah anda belajar mengaji gan??? MULUT YANG INDAH MULUTNYA SEPERTI ORANG YANG TAK TERBATAS farhatabbaslaw',1,1,1,0,1,0,1,0,0,1,0,0,ajar aji juragan mulut indah mulut sepe i orang batas farhat abbas law,"['ajar', 'aji', 'juragan', 'mulut', 'indah', 'mulut', 'sepe', 'i', 'orang', 'batas', 'farhat', 'abbas', 'law']"
Baru kali ini Anjir melihat orang bodoh mau debat pilkada. Tugasnya adalah menyerang karakter tersebut. Malu sekali kamu sudah menjatuhkan Silvy dan Agus. #JKTPilkadaFinalDebate,1,1,0,1,0,0,0,0,1,0,1,0,kali anjir lihat orang bodoh debat pilih kepala daerah tugas serang karakter malu jatuh silvy agus jktpilkadafinaldebate,"['kali', 'anjir', 'lihat', 'orang', 'bodoh', 'debat', 'pilih', 'kepala', 'daerah', 'tugas', 'serang', 'karakter', 'malu', 'jatuh', 'silvy', 'agus', 'jktpilkadafinaldebate']"
KAMU TERPENDIDIKAN TINGGI TAPI BODOH....TIDAK ADA LARANGAN MEMBAWA AGAMA.. BIARKAN ORANG ISLAM YANG AHOK MEMBAYAR JANGAN MEMILIH AHOK GLA,1,1,1,0,0,0,0,0,1,1,0,0,didik bodoh larang bawa agama biar orang islam ahok bayar pilih ahok gila,"['didik', 'bodoh', 'larang', 'bawa', 'agama', 'biar', 'orang', 'islam', 'ahok', 'bayar', 'pilih', 'ahok', 'gila']"
"USER USER BTP yang terbaik,,,abaikan otak kecilmu...",1,1,0,1,0,0,0,0,1,0,1,0,ahok abai otak,"['ahok', 'abai', 'otak']"
"USER USER, cangkang otaknya tidak perlu diservis. Padahal lawan-lawannya semakin bodoh. Dan jika tidak, dia tidak akan makan. Ha ha'",1,1,1,0,0,0,0,0,1,1,0,0,cangkang otak servis lawan lawan bodoh makan,"['cangkang', 'otak', 'servis', 'lawan', 'lawan', 'bodoh', 'makan']"
"USER Awaasss... Jangan sampai berita itu sampai ke telinga Anda! Nantinya akan sulit mencari kosa kata tersebut. Kalau sekedar ngomong, kamu julingkan mata, bibirmu menoleh ke samping, suaramu keluar seperti kentut… “politik jaman sekarang itu kotor!”. Kalau tau caranya.. Plng Sambil ky nhn ngeden..""bodoh!"". \xf0\x9f\x98\x8b",1,1,1,0,0,0,1,0,0,1,0,0,awaasss berita telinga sulit cari kosa bicara juling mata bibir toleh samping suara sepe i kentut politik jaman kotor tau pulang ky nhn ngeden bodoh,"['awaasss', 'berita', 'telinga', 'sulit', 'cari', 'kosa', 'bicara', 'juling', 'mata', 'bibir', 'toleh', 'samping', 'suara', 'sepe', 'i', 'kentut', 'politik', 'jaman', 'kotor', 'tau', 'pulang', 'ky', 'nhn', 'ngeden', 'bodoh']"
Pinokio berumur 3 tahun. #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,pinokio umur 3 2019 ganti presiden,"['pinokio', 'umur', '3', '2019', 'ganti', 'presiden']"
PENGGUNA RT sangat membenci umat Islam,1,0,0,1,1,0,0,0,0,0,1,0,benci umat islam,"['benci', 'umat', 'islam']"
"USER USER USER ""Provokasi Mayat, Politisasi Agama"" Sebabkan Kekalahan di Pilkada DKI, Begitulah Cebong Menggambarkan Kekalahan Majikannya.; FYI ahog tidak pernah mengikuti pemilu apa pun (kecuali menjadi wakil) dan dia bukan dari etnis mayoritas",1,1,1,0,0,1,0,0,0,1,0,0,provokasi mayat politisasi agama kalah pilih kepala daerah daerah khusus ibukota cebong gambar kalah majikan for your information ahok pilih kecuali wakil etnis mayoritas,"['provokasi', 'mayat', 'politisasi', 'agama', 'kalah', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', 'cebong', 'gambar', 'kalah', 'majikan', 'for', 'your', 'information', 'ahok', 'pilih', 'kecuali', 'wakil', 'etnis', 'mayoritas']"
PENGGUNA Kamu rendahan',1,1,0,1,0,0,0,0,1,0,1,0,rendah,['rendah']
"PENGGUNA sudah terbiasa dengan hal itu. Aku seorang kpoper tetapi ketika aku berbicara dengan teman-temanku, idolaku adalah seorang homo'",1,1,1,0,0,0,0,1,0,1,0,0,orang gemar korea pop bicara teman teman idola orang homo,"['orang', 'gemar', 'korea', 'pop', 'bicara', 'teman', 'teman', 'idola', 'orang', 'homo']"
Gulingkan Jokowi Bajingan!!,1,1,1,0,0,0,0,0,1,0,0,1,guling jokowi bajing,"['guling', 'jokowi', 'bajing']"
"PENGGUNA RT: Homo!!!\nHati-hati dengan anak kita, apalagi di kamar mandi laki-laki, jangan biarkan mereka sendirian! URL",1,1,1,0,0,0,0,1,0,1,0,0,homo hati hati anak kamar mandi laki laki biar uniform resource locator,"['homo', 'hati', 'hati', 'anak', 'kamar', 'mandi', 'laki', 'laki', 'biar', 'uniform', 'resource', 'locator']"
"PENGGUNA Ya, itu sempurna'",1,1,1,0,0,0,0,0,1,1,0,0,ya sempurna,"['ya', 'sempurna']"
"PENGGUNA x || Kamu tidak mengatakannya dengan benar, kawan.",1,1,1,0,0,0,0,0,1,1,0,0,x kawan,"['x', 'kawan']"
tapi tetap menikmati kebijakan-kebijakan yang dulu diajukan PKI... lho...,1,0,0,1,0,1,0,0,0,0,1,0,nikmat bijak bijak aju partai komunis indonesia lo,"['nikmat', 'bijak', 'bijak', 'aju', 'partai', 'komunis', 'indonesia', 'lo']"
Misalnya saja bagaimana jika orang Tionghoa diusir paksa dari Indonesia?,1,0,0,1,0,1,0,0,0,0,1,0,orang tionghoa usir paksa indonesia,"['orang', 'tionghoa', 'usir', 'paksa', 'indonesia']"
PENGGUNA RT: babi cina... pencuri cina...\n#EvictChina https:\/\/t.co\/9y4HIWHJp2,1,1,0,1,0,1,0,0,0,0,0,1,babi cina curi cina evictchina hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,"['babi', 'cina', 'curi', 'cina', 'evictchina', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', '9y4hiwhjp2']"
URL PROYEK KORUPSI REZIM SBY,1,0,1,0,0,0,0,0,1,1,0,0,uniform resource locator proyek korupsi rezim susilo bambang yudhoyono,"['uniform', 'resource', 'locator', 'proyek', 'korupsi', 'rezim', 'susilo', 'bambang', 'yudhoyono']"
USER USER Lalu bagaimana pendapat anda tentang kitab suci agama yang disampaikan oleh Paman USER; ; #Tiba-tiba panik,1,0,1,0,0,0,0,0,1,1,0,0,kitab suci agama paman panik,"['kitab', 'suci', 'agama', 'paman', 'panik']"
"PENGGUNA, kamu kasar, kamu timpang'",1,1,1,0,0,0,0,0,1,1,0,0,kasar timpang,"['kasar', 'timpang']"
"USER Ada kecebong gan, menurutnya dia yang tepat'",1,1,1,0,0,0,0,0,1,1,0,0,kecebong juragan,"['kecebong', 'juragan']"
Apakah kamu transgender atau anjing apa :( URL,1,1,1,0,0,0,0,1,0,1,0,0,transgender anjing uniform resource locator,"['transgender', 'anjing', 'uniform', 'resource', 'locator']"
"USER USER USER USER Saran saya, tidak perlu terlalu banyak memarahi ayat tersebut, langsung saja ke inti permasalahannya. Kalau tidak setuju, teriak saja kalau kamu kafir, sesat, liberal, pemuja dukun, bla bla...hatimu pasti terpuaskan...'",1,1,1,0,1,0,0,0,0,1,0,0,saran parah ayat langsung inti tuju teriak kafir sesat liberal puja dukun bla bla hati puas,"['saran', 'parah', 'ayat', 'langsung', 'inti', 'tuju', 'teriak', 'kafir', 'sesat', 'liberal', 'puja', 'dukun', 'bla', 'bla', 'hati', 'puas']"
"Jangan salah sasaran, itu bukan Ahok... agenda utamanya adalah menggulingkan Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,salah sasar ahok agenda utama guling jokowi,"['salah', 'sasar', 'ahok', 'agenda', 'utama', 'guling', 'jokowi']"
USER USER Pas dipukul aja udah panas??? Sangat penasaran; ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,pas panas penasaran 2019 ganti presiden,"['pas', 'panas', 'penasaran', '2019', 'ganti', 'presiden']"
"Prabowo kalah, menyebut bantuan Jokowi hanya sekedar pencitraan, keluhan yang menyedihkan",1,0,1,0,0,0,0,0,1,1,0,0,prabowo kalah bantu jokowi citra keluh sedih,"['prabowo', 'kalah', 'bantu', 'jokowi', 'citra', 'keluh', 'sedih']"
USER USER Para idiot adalah penipu yang menyedot aparat yang ketahuan memindahkan orang yang digaji menggunakan beras kemasan. Propaganda nasi kemasan selalu gagal.',1,1,0,1,0,0,0,0,1,0,1,0,idiot tipu sedot aparat pindah orang gaji beras kemas propaganda nasi kemas gagal,"['idiot', 'tipu', 'sedot', 'aparat', 'pindah', 'orang', 'gaji', 'beras', 'kemas', 'propaganda', 'nasi', 'kemas', 'gagal']"
USER USER USER Wah...kamu kesal sekali...\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,kesal,['kesal']
Padahal gubernur saat ini adalah Djarot. Mayoritas parpol di DPRD juga mendukung Ahok Djarot. Sangat disayangkan bahwa itu adalah URL PENGGUNA,1,0,1,0,0,0,0,0,1,1,0,0,gubernur djarot mayoritas partai politik dewan wakil rakyat daerah dukung ahok djarot sayang uniform resource locator,"['gubernur', 'djarot', 'mayoritas', 'partai', 'politik', 'dewan', 'wakil', 'rakyat', 'daerah', 'dukung', 'ahok', 'djarot', 'sayang', 'uniform', 'resource', 'locator']"
USER Anak pecundang...tak jauh dari hobi zina.. haha',1,1,1,0,0,0,0,1,0,1,0,0,anak cundang hobi zina haha,"['anak', 'cundang', 'hobi', 'zina', 'haha']"
Pendaftaran calon presiden #Pilpres 2019 baru dibuka Agustus 2018... norma apa yang masih belum dipahami oleh politisi PDIP? #2019Ganti Presiden!!,1,0,0,1,0,0,0,0,1,0,1,0,daftar calon presiden pilih presiden 2019 buka agustus 2018 norma paham politis partai demokrasi indonesia juang 2019 ganti presiden presiden,"['daftar', 'calon', 'presiden', 'pilih', 'presiden', '2019', 'buka', 'agustus', '2018', 'norma', 'paham', 'politis', 'partai', 'demokrasi', 'indonesia', 'juang', '2019', 'ganti', 'presiden', 'presiden']"
Orang bodoh sudah tahu kalau pemerintahan rezim komunis ini korup dan bisa memimpin sidang DPR menggunakan URL cebong,1,1,1,0,0,1,0,0,0,1,0,0,orang bodoh perintah rezim komunis korup pimpin sidang dewan wakil rakyat uniform resource locator cebong,"['orang', 'bodoh', 'perintah', 'rezim', 'komunis', 'korup', 'pimpin', 'sidang', 'dewan', 'wakil', 'rakyat', 'uniform', 'resource', 'locator', 'cebong']"
Tiongkok menghancurkan negaranya!! Buang!! Menuju??,1,0,0,1,0,1,0,0,0,0,0,1,tiongkok hancur negara buang tuju,"['tiongkok', 'hancur', 'negara', 'buang', 'tuju']"
"#2019Ganti Presiden secara konstitusional adalah hak setiap warga negara, wah!! . Begitu pula jika Anda berencana untuk bebas namun berperilaku otoriter.",1,1,1,0,0,0,0,0,1,1,0,0,2019 ganti presiden presiden konstitusional hak warga negara rencana bebas perilaku otoriter,"['2019', 'ganti', 'presiden', 'presiden', 'konstitusional', 'hak', 'warga', 'negara', 'rencana', 'bebas', 'perilaku', 'otoriter']"
"USER Kroasia itu fanatik lho, kenapa belajar begitu fanatik...apakah kamu sudah lupa dengan negeri surga??'",1,1,0,1,1,0,0,0,0,0,1,0,kroasia fanatik lo ajar fanatik lupa negeri surga,"['kroasia', 'fanatik', 'lo', 'ajar', 'fanatik', 'lupa', 'negeri', 'surga']"
"USER USER, benarkah Menteri Soeharto itu gay?'",1,1,1,0,0,0,0,1,0,1,0,0,menteri soeha o gay,"['menteri', 'soeha', 'o', 'gay']"
"Kejar orang yang nakal banget, duit rupiahnya ke mana?\xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,kejar orang nakal banget duit rupiah,"['kejar', 'orang', 'nakal', 'banget', 'duit', 'rupiah']"
"Semoga ada tindak lanjutnya!; ; Melaporkan ?penodaan agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB; #Mungkin PENGGUNA;",1,0,1,0,1,0,0,0,0,1,0,0,moga tindak lapor noda agama adek armando laku langsung ketua front bela islam kh shobri lubis markas polisi republik indonesia gambir jaka a pusat selasa 10 4 13 00 indonesia barat,"['moga', 'tindak', 'lapor', 'noda', 'agama', 'adek', 'armando', 'laku', 'langsung', 'ketua', 'front', 'bela', 'islam', 'kh', 'shobri', 'lubis', 'markas', 'polisi', 'republik', 'indonesia', 'gambir', 'jaka', 'a', 'pusat', 'selasa', '10', '4', '13', '00', 'indonesia', 'barat']"
USER USER USER USER USER USER USER Bangke.. kalahkan!!!!',1,1,1,0,0,0,0,0,1,0,0,1,bangkai kalah,"['bangkai', 'kalah']"
USER USER USER .\nOrang yang minum terlalu banyak akan mati',1,0,0,1,0,0,0,0,1,0,1,0,orang minum mati,"['orang', 'minum', 'mati']"
URL Ahok mengaku khawatir dengan ponselnya USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,uniform resource locator ahok khawatir ponselnya,"['uniform', 'resource', 'locator', 'ahok', 'khawatir', 'ponselnya']"
Itu baru di Sul Teng..!!!; Ini ekses karena disandera utang China!!!; #2019GantiPresiden; #2019PresidenBaru; #2019TetapJokowiGanti,1,0,1,0,0,0,0,0,1,1,0,0,sul teng ekses sandera utang cina 2019 ganti presiden 2019 presiden 2019 jokowi ganti,"['sul', 'teng', 'ekses', 'sandera', 'utang', 'cina', '2019', 'ganti', 'presiden', '2019', 'presiden', '2019', 'jokowi', 'ganti']"
PENGGUNA KPK bukan hanya kurang terampil di era ini...tapi era ini juga berkomitmen dalam pemberantasan korupsi tidak seperti di era Pak Sby....,1,0,0,1,0,0,0,0,1,0,1,0,komisi berantas korupsi terampil era era komitmen berantas korupsi sepe i era susilo bambang yudhoyono,"['komisi', 'berantas', 'korupsi', 'terampil', 'era', 'era', 'komitmen', 'berantas', 'korupsi', 'sepe', 'i', 'era', 'susilo', 'bambang', 'yudhoyono']"
PENGGUNA RT: Admin bodoh di pesta bodoh\nPesta Bodoh untuk Orang Bodoh',1,1,0,1,0,0,0,0,1,0,1,0,admin bodoh pesta bodoh pesta bodoh orang bodoh,"['admin', 'bodoh', 'pesta', 'bodoh', 'pesta', 'bodoh', 'orang', 'bodoh']"
Hanya Jokowi yang mengundurkan diri. PENGGUNA ditutup. URL,1,0,1,0,0,0,0,0,1,1,0,0,jokowi undur tutup uniform resource locator,"['jokowi', 'undur', 'tutup', 'uniform', 'resource', 'locator']"
USER Omong-omong...mulutmu kayak banci...beli cermin lihat dirimu sendiri...Bro',1,1,1,0,0,0,0,1,0,1,0,0,omong omong mulut kayak banci beli cermin lihat bro,"['omong', 'omong', 'mulut', 'kayak', 'banci', 'beli', 'cermin', 'lihat', 'bro']"
PENGGUNA Ada amin yang rasis.\nAda yang sangat dani\nAda ratna yang malang.\nAda unta.\nAda lubang anus.\nJadi jangan takut wo wo..\nObat penenangmu hampir habis.',1,1,1,0,0,0,0,0,1,1,0,0,amin racist ratna malang unta lubang anus takut oi oi obat tenang habis,"['amin', 'racist', 'ratna', 'malang', 'unta', 'lubang', 'anus', 'takut', 'oi', 'oi', 'obat', 'tenang', 'habis']"
USER Tunggu perintah dari IMAM LIVID USER. TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawakan ULAMA...\nBASIC Banj SEMPAK',1,1,1,0,0,0,0,1,0,1,0,0,tunggu perintah imam livid tai bir bawa ulama basic banj sempak,"['tunggu', 'perintah', 'imam', 'livid', 'tai', 'bir', 'bawa', 'ulama', 'basic', 'banj', 'sempak']"
Kabinet berantakan \nPelanggar persatuan hanya ada di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,kabinet beranta langgar rezim,"['kabinet', 'beranta', 'langgar', 'rezim']"
"Ya! Mengaku Lebih Pintar dari Politisi, LIHAT KETERSEDIAANMU DULU, Dasar Dasar Bodoh!!! SAUDARA PENGGUNA",1,1,1,0,0,0,1,0,0,1,0,0,ya pintar politis lihat sedia dasar dasar bodoh saudara,"['ya', 'pintar', 'politis', 'lihat', 'sedia', 'dasar', 'dasar', 'bodoh', 'saudara']"
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang yang target proyeknya tidak mungkin tercapai, lalu melelangnya dengan harga murah ke antek China. NTB adalah salah satu contohnya. PDIP ingin menang? Dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,partai demokrasi indonesia juang menang tekan usaha tambang target proyek capai lelang harga murah antek cina ntb salah contoh partai demokrasi indonesia juang menang dasar bajing,"['partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'tekan', 'usaha', 'tambang', 'target', 'proyek', 'capai', 'lelang', 'harga', 'murah', 'antek', 'cina', 'ntb', 'salah', 'contoh', 'partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'dasar', 'bajing']"
USER USER tak percaya dengan mulut buayamu gan.,1,1,1,0,0,0,0,0,1,1,0,0,percaya mulut buaya juragan,"['percaya', 'mulut', 'buaya', 'juragan']"
"RT USER USER Jangan banci kalengan, kalian GATOT sering bikin gaduh bapak-bapak TERBALIK, Siap Bertarung di Pilpres 2019 Lawan Jokowi",1,1,1,0,0,0,0,1,0,1,0,0,banci kaleng gatot bikin gaduh be arung pilih presiden 2019 lawan jokowi,"['banci', 'kaleng', 'gatot', 'bikin', 'gaduh', 'be', 'arung', 'pilih', 'presiden', '2019', 'lawan', 'jokowi']"
PENGGUNA umum PENGGUNA &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,persib persib kunyuk,"['persib', 'persib', 'kunyuk']"
"USER USER Untuk film muslim, pilih apakah Ahok meninggal tanpa salat......; dijamin laku.....",1,0,1,0,0,0,0,0,1,1,0,0,film muslim pilih ahok tinggal salat jamin laku,"['film', 'muslim', 'pilih', 'ahok', 'tinggal', 'salat', 'jamin', 'laku']"
"Pemberitaan tentang Saracen dibingkai seolah-olah mereka adalah kubu Prabowo dan Anies-Sandi. Faktanya, media menyoroti sakit hati katak dan berudu. *eh",1,1,0,1,0,0,0,0,1,0,1,0,berita saracen bingkai olah olah kubu prabowo anies sandi fakta media sorot sakit hati katak berudu eh,"['berita', 'saracen', 'bingkai', 'olah', 'olah', 'kubu', 'prabowo', 'anies', 'sandi', 'fakta', 'media', 'sorot', 'sakit', 'hati', 'katak', 'berudu', 'eh']"
"USER USER USER USER Aku bukan kecebong, kamu sudah memberitahuku hal itu sejak kemarin dan aku masih keras kepala\nApakah kamu memaksaku menjadi kecebong?'",1,1,1,0,0,0,0,0,1,1,0,0,kecebong memberitahuku kemarin keras kepala paksa kecebong,"['kecebong', 'memberitahuku', 'kemarin', 'keras', 'kepala', 'paksa', 'kecebong']"
"Kelemahan USER Gerindra terletak pada orang ini,... Elektabilitas Prabowo menurun karena dia fadlizon CONGOR seperti DURNO'",1,1,1,0,0,0,0,0,1,1,0,0,lemah gerindra letak orang elektabilitas prabowo turun fadli zon congor sepe i durno,"['lemah', 'gerindra', 'letak', 'orang', 'elektabilitas', 'prabowo', 'turun', 'fadli', 'zon', 'congor', 'sepe', 'i', 'durno']"
"USER USER USER Saya mau nasehat, jangan lengah dengan rezim ini.. eh tapi negara ini sudah dalam keadaan kacau.. nah sekarang perekonomiannya hancur, kacau!!'",1,0,1,0,0,0,0,0,1,1,0,0,nasehat lengah rezim eh negara kacau ekonomi hancur kacau,"['nasehat', 'lengah', 'rezim', 'eh', 'negara', 'kacau', 'ekonomi', 'hancur', 'kacau']"
"PENGGUNA TAHUN 2019 Masyarakat makan ASPAL dan BETON; ini merupakan solusi jitu untuk mengurangi kemiskinan; ; SKILL HANYA ADA 1, CHEATER!!!; Aku anak yang seperti itu, aku bodoh dan aku kurang beruntung. Plonga plongo menghasilkan optimisme yang berlebihan; ; #2019Ganti Presiden#",1,1,0,1,0,0,0,0,1,0,1,0,2019 masyarakat makan aspal beton rupa solusi jitu miskin skill 1 cheater anak sepe i bodoh untung plonga plongo hasil optimisme 2019 ganti presiden presiden,"['2019', 'masyarakat', 'makan', 'aspal', 'beton', 'rupa', 'solusi', 'jitu', 'miskin', 'skill', '1', 'cheater', 'anak', 'sepe', 'i', 'bodoh', 'untung', 'plonga', 'plongo', 'hasil', 'optimisme', '2019', 'ganti', 'presiden', 'presiden']"
"USER Kemarin Dihujat, Kini Berharap Bajingan Kamprey'",1,1,0,1,0,0,0,0,1,0,1,0,kemarin hujat harap bajing kampret,"['kemarin', 'hujat', 'harap', 'bajing', 'kampret']"
"USER Penjelasan Saya Bukan Fitnah, Mohon DITOLAK USER Apollinaris Darmawan Sebut Al-Qur'an Buku Sampah",1,1,0,1,1,0,0,0,0,0,1,0,fitnah mohon tolak apollinaris darmawan al qur an buku sampah,"['fitnah', 'mohon', 'tolak', 'apollinaris', 'darmawan', 'al', 'qur', 'an', 'buku', 'sampah']"
"Kalaupun kamu bilang kalau SMA-mu pasti tidak menginginkannya, kok hidupmu seperti ini? PENGGUNA'",1,1,1,0,0,0,0,0,1,1,0,0,bilang mu hidup sepe i,"['bilang', 'mu', 'hidup', 'sepe', 'i']"
Becak Warga Binjai Akan Disita karena Gunakan Tenda Bertulisan #2019Ganti Presiden PKS MERADANG; ; Apakah ini bukti pemerintah panik dan takut?; ;,1,0,0,1,0,0,0,0,1,0,1,0,becak warga binjai sita tenda be ulisan 2019 ganti presiden presiden partai adil sejahtera radang bukti perintah panik takut,"['becak', 'warga', 'binjai', 'sita', 'tenda', 'be', 'ulisan', '2019', 'ganti', 'presiden', 'presiden', 'partai', 'adil', 'sejahtera', 'radang', 'bukti', 'perintah', 'panik', 'takut']"
lebih baik jokowi mundur...,1,0,1,0,0,0,0,0,1,1,0,0,jokowi mundur,"['jokowi', 'mundur']"
Oleh rezim saat ini di bawah kendali Negara Komunis China yang menjadi satu-satunya pelindung rezim anti Islam (Jokowi),1,0,0,1,1,1,0,0,0,0,1,0,rezim kendali negara komunis cina lindung rezim anti islam jokowi,"['rezim', 'kendali', 'negara', 'komunis', 'cina', 'lindung', 'rezim', 'anti', 'islam', 'jokowi']"
"USER Ada apa dengan GT baru, lagunya udah melangit. Tidak ingat ada karma? Dalam beberapa tahun, jika idola Anda gagal, saya akan tertawa paling keras.'",1,1,1,0,0,0,0,0,1,1,0,0,lagu langit karma idola gagal te awa keras,"['lagu', 'langit', 'karma', 'idola', 'gagal', 'te', 'awa', 'keras']"
