Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
PENGGUNA Omong-omong... mulutmu terlihat seperti banci... belilah cermin dulu dan lihatlah dirimu sendiri. Teman-teman',0,0,0,1,0,bicara mulut sepe i banci beli kaca lihat bro,"['bicara', 'mulut', 'sepe', 'i', 'banci', 'beli', 'kaca', 'lihat', 'bro']"
USER Tunggu perintah dari IMAM LIVID USER. TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawakan ULAMA...\nBASIC Banj SEMPAK',0,0,0,1,0,tunggu komando imam bejat cabul tai bir bawa ulama dasar banj sempak,"['tunggu', 'komando', 'imam', 'bejat', 'cabul', 'tai', 'bir', 'bawa', 'ulama', 'dasar', 'banj', 'sempak']"
"Ya! Mengaku Lebih Pintar dari Politisi, LIHAT KETERSEDIAANMU DULU, Dasar Dasar Bodoh!!! SAUDARA PENGGUNA",0,0,1,0,0,ih pintar orang politik kaca oi tampang kakak orang bego wkwk,"['ih', 'pintar', 'orang', 'politik', 'kaca', 'oi', 'tampang', 'kakak', 'orang', 'bego', 'wkwk']"
"RT USER USER Jangan jadi banci kalengan, kalian GATOT sering bikin gaduh bapak-bapak TERBALIK, siap tanding di Pilpres 2019 lawan Jokowi",0,0,0,1,0,kayak banci kaleng gatot gaduh gentleman mundur saing pilih presiden 2019 lawan jokowi,"['kayak', 'banci', 'kaleng', 'gatot', 'gaduh', 'gentleman', 'mundur', 'saing', 'pilih', 'presiden', '2019', 'lawan', 'jokowi']"
"Dahi Kadal Grombolan Bakar, Itu Dia Suka Berisik Tapi Kalau Grombolannya Rusak Dia Pura-Pura Jadi Budek..Grombolan Cingkrang URL Dasar",0,0,1,0,0,gerombol kadal jidat gosong suka ribut gerombol salah pura pura budek dasar gerombol cingkrang uniform resource locator,"['gerombol', 'kadal', 'jidat', 'gosong', 'suka', 'ribut', 'gerombol', 'salah', 'pura', 'pura', 'budek', 'dasar', 'gerombol', 'cingkrang', 'uniform', 'resource', 'locator']"
"Sinyal Kntl!! Pemeliharaan macam apa ini? Apakah Anda punya niat? Susah banget cuma login twitter, cara buka redtube gimana? Persetan!! PENGGUNA'",0,0,0,1,0,sinyal kontol pelihara niat sih login twitter doang susah open redtube setan,"['sinyal', 'kontol', 'pelihara', 'niat', 'sih', 'login', 'twitter', 'doang', 'susah', 'open', 'redtube', 'setan']"
RT USER: USER USER Apakah Anda rabun atau bodoh?\nSaya menulis dan tidak berbicara!!\n\xf0\x9f\x98\x81\xf0\x9f\x98\x80',0,0,1,0,0,rabun budek gue tulis bicara,"['rabun', 'budek', 'gue', 'tulis', 'bicara']"
Kenapa kamu terlihat seperti wanita jalang GTA yang ingin dijemput mobil?,0,0,0,1,0,kayak jablay grand theft auto jemput pakai mobil,"['kayak', 'jablay', 'grand', 'theft', 'auto', 'jemput', 'pakai', 'mobil']"
USER Oh kaset banci \xf0\x9f\x98\x82',0,0,0,1,0,ih banci selotipan,"['ih', 'banci', 'selotipan']"
"Nantang dibuka Ddalam uh katanya setan akhir kamus melawan ""kenegarawanan pak joko widodo, presiden ke 7 republik indonesia makin stress, hati-hati terkena penyakit stroke atau serangan jantung maka bangsa indonesia akan kehilangan badut politik"" MERDEKA.",0,0,1,0,0,tantang buka dada eh setan habis kamus lawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok serang jantung rakyat indonesia hilang badut badut politik merdeka,"['tantang', 'buka', 'dada', 'eh', 'setan', 'habis', 'kamus', 'lawan', 'kenegarawanan', 'joko', 'widodo', 'presiden', 'ri', '7', 'stresssssss', 'nih', 'hati', 'hati', 'kena', 'strok', 'serang', 'jantung', 'rakyat', 'indonesia', 'hilang', 'badut', 'badut', 'politik', 'merdeka']"
Ahok memang kasar dalam ucapannya. Ia melampiaskan amarahnya dan melarikan diri karena sifat maskulinnya yang lembut.,0,0,0,1,0,ahok verbal keras lampias lari lelaki lunak,"['ahok', 'verbal', 'keras', 'lampias', 'lari', 'lelaki', 'lunak']"
USER Kapan USER PERVERT bejat itu akan kembali? Unta itu pengecut...',0,0,0,1,0,sih bejat cabul kecut sih onta iya,"['sih', 'bejat', 'cabul', 'kecut', 'sih', 'onta', 'iya']"
"USER USER USER USER Oke, kita selesaikan pembicaraannya.. Enggak, yang di rapat itu kelihatannya anggota DPR mesum itu.. yang jelas-jelas sudah selingkuh selama 7 tahun, kalian hanya pura-pura bujangan. .. #bong200 tidak akan masuk otakmu...'",0,0,1,1,0,yaelah chat urus lihat mesum anggota dewan wakil rakyat diam nyata selingkuh tujuh pura pura budek cebong iq ratus otak,"['yaelah', 'chat', 'urus', 'lihat', 'mesum', 'anggota', 'dewan', 'wakil', 'rakyat', 'diam', 'nyata', 'selingkuh', 'tujuh', 'pura', 'pura', 'budek', 'cebong', 'iq', 'ratus', 'otak']"
"USER Tag pestanya segera...\nJangan berani-berani, berarti kamu banci...'",0,0,0,1,0,langsung tag ainya berani ya bera i banci,"['langsung', 'tag', 'ainya', 'berani', 'ya', 'bera', 'i', 'banci']"
USER CHRIST THE DOG ASSU JIAMPUT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG IDIOT FUCKING DAMN TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING DAMN TELEK PEJUH SIWUK K,1,0,1,1,0,kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,"['kristus', 'anjing', 'anjing', 'jembut', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'k']"
"Wanita sepertimu lebih baik mati, dia jelek, jangan berpura-pura menjadi penata rias!",0,0,1,0,0,perempuan kayak mending mati deh jelek sok make up a ist,"['perempuan', 'kayak', 'mending', 'mati', 'deh', 'jelek', 'sok', 'make', 'up', 'a', 'ist']"
"PENGGUNA Dasar banci desa, HEEEE!!!'",0,0,0,1,0,banci kampung heeee,"['banci', 'kampung', 'heeee']"
Keperawananku dijual...\nAku terlalu sok memesan.. Tante bodoh sekali..',0,0,1,1,0,perjaka jual sok sok an booking tante idiot anjir,"['perjaka', 'jual', 'sok', 'sok', 'an', 'booking', 'tante', 'idiot', 'anjir']"
USER USER Matamu rabun pak tua..\nOra delok prestasli pak jokowi..\n\nGuoblokkk..!!\nBodoh....!!',0,0,1,0,0,mata picek cuk lihat prestasi jokowi guoblokkk tolol,"['mata', 'picek', 'cuk', 'lihat', 'prestasi', 'jokowi', 'guoblokkk', 'tolol']"
"USER USER USER Komunitas Muslim manakah yang Anda maksud?\nFPI? HTI? Mereka bukan Muslim. Tapi penghujat Islam. itu. Umat ​​Islam tidak menimbulkan masalah. Pengecut lari dari atas setelah diselewengkan.\nApa itu Islam, apa itu Islam. Apa yang menyimpang dari Islam? Apakah Islam menimbulkan masalah?",1,0,0,1,0,umat islam maksud front bela islam hati muslim nista islam bajing muslim onar kecut lari mesum islam islam gilir mesum islam onar islam,"['umat', 'islam', 'maksud', 'front', 'bela', 'islam', 'hati', 'muslim', 'nista', 'islam', 'bajing', 'muslim', 'onar', 'kecut', 'lari', 'mesum', 'islam', 'islam', 'gilir', 'mesum', 'islam', 'onar', 'islam']"
"USER USER Matamu rabun, kenapa Jokowi janji SBY dituduh... matamu rabun \xf0\x9f\x98\x85\xf0\x9f\x98\x85'",0,0,1,0,0,mata lu picek ya janji jokowi tagih susilo bambang yudhoyono mata picek blok,"['mata', 'lu', 'picek', 'ya', 'janji', 'jokowi', 'tagih', 'susilo', 'bambang', 'yudhoyono', 'mata', 'picek', 'blok']"
USER sebagai clara\n- anak pintar\n- dongo\n- paling koplak\n- cantik tapi bodoh :(\n- tidak tahu malu \n- uratnya pecah\n- tapi wajahnya lucu sekali',0,0,1,0,0,as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka nya imut banget,"['as', 'clara', 'anak', 'pintar', 'dongok', 'kocak', 'cantik', 'idot', 'tau', 'malu', 'urat', 'malu', 'putus', 'butt', 'muka', 'nya', 'imut', 'banget']"
USER USER USER USER Itu mata rabun... Matanya hanya melihat ke satu sisi...',0,0,1,0,0,mata picek mata lihat belah,"['mata', 'picek', 'mata', 'lihat', 'belah']"
"USER Kntl ya, hapus atau tidak",0,0,0,1,0,kontol iya hapus,"['kontol', 'iya', 'hapus']"
"USER Kamu yang brengsek, kamu lebih menyebalkan dari pada cewek. Ibarat banci yang mengamen tak mendapat uang \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nLebih baik kamu manis, jelek gitu.\nMadesu lagi\ xf0\x9f\ x98 \x84\xf0\x9f\x98\x84\nDikatakan saya langsung mengutip tweet \xf0",0,0,1,1,0,bencong bacot cewek kayak banci amen kasih duit bacot mending cakap jelek kayak suram mentioned gue langsung kutip twit,"['bencong', 'bacot', 'cewek', 'kayak', 'banci', 'amen', 'kasih', 'duit', 'bacot', 'mending', 'cakap', 'jelek', 'kayak', 'suram', 'mentioned', 'gue', 'langsung', 'kutip', 'twit']"
USER USER Itu ibumu pelacur... bagaimana menurutmu... dia pasti bodoh kan?,0,0,0,1,0,perek sih doll ya,"['perek', 'sih', 'doll', 'ya']"
RT USER: USER Jika Mawati busuk itu Muslim... Lalu dia takut pada dirinya sendiri\nNenek ini menunjukkan tanda-tanda kegilaan...',0,0,1,0,0,busuk mawati agama islam takut gejala gila nih nenek,"['busuk', 'mawati', 'agama', 'islam', 'takut', 'gejala', 'gila', 'nih', 'nenek']"
USER berarti Anda dinonaktifkan',0,0,1,0,0,bera i cacat,"['bera', 'i', 'cacat']"
PENGGUNA WOI BOLOT',0,0,1,0,0,woi bolot,"['woi', 'bolot']"
"Ajak seluruh umat Islam untuk mencari tahu siapa Muhammad sebenarnya, jangan mempersulit dia untuk menyesuaikan diri dengan penis bangsa ini.",1,0,0,1,0,ajak muslim cari muhammad enak enak cocok cocok penis bangsa susah,"['ajak', 'muslim', 'cari', 'muhammad', 'enak', 'enak', 'cocok', 'cocok', 'penis', 'bangsa', 'susah']"
"USER Eh, kamu bodoh, kenapa masih mengolok-olok saya, kamu bilang ingin memainkan permainan saya.\nKamu hanya bisa menyampaikan berita tanpa analisis.\nGrup MAHO mana yang pintar wk wk wk'",0,0,0,1,0,eh dungu mention mention gue puter alun gue forward berita analisa kelompok manusia homo cerdas wkwk wkwk wkwk,"['eh', 'dungu', 'mention', 'mention', 'gue', 'puter', 'alun', 'gue', 'forward', 'berita', 'analisa', 'kelompok', 'manusia', 'homo', 'cerdas', 'wkwk', 'wkwk', 'wkwk']"
"Tidak ada yang percaya akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwalnya dia tidak percaya saya membuat\nCAMSEX, lalu saya buktikan Vc-nya beberapa detik, ketika dia memberitahuku alasannya adalah neko2\n\n\xe2\xac\x87Ni memiliki wajah seperti monyet \xe2\xac\x87 URL",0,0,1,0,0,percaya akun wa 081381413774 nya percaya camsex bukti video call detik pas suruh transfer alas nya nih muka nya kayak monyet uniform resource locator,"['percaya', 'akun', 'wa', '081381413774', 'nya', 'percaya', 'camsex', 'bukti', 'video', 'call', 'detik', 'pas', 'suruh', 'transfer', 'alas', 'nya', 'nih', 'muka', 'nya', 'kayak', 'monyet', 'uniform', 'resource', 'locator']"
"PENGGUNA ANDA ADALAH YANG PALING HOMOOUS, BAJINGAN BODOH... JIKA ANDA MENUNJUKKAN ANJING ANDA TERLALU BANYAK DI SISI JALAN..... HARAP ANDA MENERIMA BalasanNYA KEMUDIAN...'",0,0,0,1,0,homo sial bajing goblok gian amput anjing tepi jalan moga terima balas nya,"['homo', 'sial', 'bajing', 'goblok', 'gian', 'amput', 'anjing', 'tepi', 'jalan', 'moga', 'terima', 'balas', 'nya']"
PENGGUNA Tuhan yang tahu,0,0,0,1,0,alah kontol,"['alah', 'kontol']"
"PENGGUNA ingin bukti HTI dan FPI RADIKAL?!; Apakah tidak cukup bukti dalam setiap pidato HTI dan FPI yang selalu memfitnah dan menghina pemerintah, POLISI bahkan ULAMA'/KYAI-KYAI!!!; pada dasarnya otak bebek berpura-pura buta dan tuli dengan otak penuh junj",1,0,1,0,0,bukti radikal an hati front bela islam bukti orasi orasi hati front bela islam fitnah caci maki hadap perintah polisi republik indonesia ulama kiai kiai dasar otak bebek pura pura buta tuli isi otak junj,"['bukti', 'radikal', 'an', 'hati', 'front', 'bela', 'islam', 'bukti', 'orasi', 'orasi', 'hati', 'front', 'bela', 'islam', 'fitnah', 'caci', 'maki', 'hadap', 'perintah', 'polisi', 'republik', 'indonesia', 'ulama', 'kiai', 'kiai', 'dasar', 'otak', 'bebek', 'pura', 'pura', 'buta', 'tuli', 'isi', 'otak', 'junj']"
"Di sini, izinkan saya menjelaskannya. \n\nWah. Burung itu hilang. Jadi gadis. Gadis itu memiliki nada. \n\nSIAPA LAGI YANG DINYANYI TRANSGENDER DI INDONESIA? URL",0,0,0,1,0,nih ya gue cowok burung cewek cewek nada nada transgender indonesia nyanyi uniform resource locator,"['nih', 'ya', 'gue', 'cowok', 'burung', 'cewek', 'cewek', 'nada', 'nada', 'transgender', 'indonesia', 'nyanyi', 'uniform', 'resource', 'locator']"
"USER Iya jawabannya bodoh bro\n\nJaka Sembung bawa sepeda ke sekolah, tapi bawa parang, orang tuanya gila'",0,0,1,0,0,ya goblok mas jaka sembung bawa sepeda sekolah bawa golok gila nih orang tua nya,"['ya', 'goblok', 'mas', 'jaka', 'sembung', 'bawa', 'sepeda', 'sekolah', 'bawa', 'golok', 'gila', 'nih', 'orang', 'tua', 'nya']"
"USER Saya juga kaget, setan dan setan lari ketakutan saat mendengar azan, namun makhluk Allah ini tenang ketika mendengar azan bahkan pura-pura tuli, setan dan setan pun dikalahkan.'",0,0,1,0,0,heran setan iblis kabur takut dengar azan makhluk allah anteng dengar azan pura pura budek kuping kalah setan iblis,"['heran', 'setan', 'iblis', 'kabur', 'takut', 'dengar', 'azan', 'makhluk', 'allah', 'anteng', 'dengar', 'azan', 'pura', 'pura', 'budek', 'kuping', 'kalah', 'setan', 'iblis']"
URL Kelas Pecun.kecil\xf0\x9f\x98\x80,0,0,0,1,0,pecun kelas teri nih uniform resource locator,"['pecun', 'kelas', 'teri', 'nih', 'uniform', 'resource', 'locator']"
"USER USER Yo jual aja gan, matanya sipit banget sampai gak kelihatan tasnya mencuat dari kantong dekat toko saya.\nTas kulit lumpianya kosong, mau tas kulit cicak gan? cocok dengan mantramu.'",0,0,1,0,0,iya jual sih koh mata ih picek ta liak tas jlentrek sak tai dayak dik toko tas kulit lumpia sek kosong tas kulit kadal koh cocok lidah,"['iya', 'jual', 'sih', 'koh', 'mata', 'ih', 'picek', 'ta', 'liak', 'tas', 'jlentrek', 'sak', 'tai', 'dayak', 'dik', 'toko', 'tas', 'kulit', 'lumpia', 'sek', 'kosong', 'tas', 'kulit', 'kadal', 'koh', 'cocok', 'lidah']"
"Aku sudah sangat gugup, aku tidak terlalu peduli sama sekali'",0,0,1,0,0,sarap peduli bgstttttttt,"['sarap', 'peduli', 'bgstttttttt']"
PENGGUNA bilang dia gila,0,0,1,0,0,fix sinting,"['fix', 'sinting']"
"USER Tabayyun sebelum ngomong..cocokan busuk haha ​​dipertahankan, main isu SARA kok bangga'",0,0,1,0,0,tabayun ngomyang cocot busuk wkwk pelihara main isu sara bangga,"['tabayun', 'ngomyang', 'cocot', 'busuk', 'wkwk', 'pelihara', 'main', 'isu', 'sara', 'bangga']"
"USER USER Jangan baca berita...Saya rasa Aki mungkin punya gangguan jiwa. Tahun 2019, Amin akan kalah. Mungkin bidadari itu akan disebut kafir dan pro Aseng. Kasihan malaikat, dia tidak mengerti urusan calon presiden tapi malah mengungkit 'Ma Aki' Gila.'",0,0,1,0,0,baca berita nya nih aki ganggu jiwa nya 2019 amin kalah malaikat bilang kafir pro asing kasihan malaikat nge i urus calon presiden bawa aki gila,"['baca', 'berita', 'nya', 'nih', 'aki', 'ganggu', 'jiwa', 'nya', '2019', 'amin', 'kalah', 'malaikat', 'bilang', 'kafir', 'pro', 'asing', 'kasihan', 'malaikat', 'nge', 'i', 'urus', 'calon', 'presiden', 'bawa', 'aki', 'gila']"
"USER Masih ada pelacur yang lebih terhormat darimu, wanita setan yang tugasnya hanya menyebarkan HOAX, hidupmu benar-benar memalukan.'",0,0,0,1,0,hormat lacur pakde iblis betina kerja sebar hoaks nista sih hidup,"['hormat', 'lacur', 'pakde', 'iblis', 'betina', 'kerja', 'sebar', 'hoaks', 'nista', 'sih', 'hidup']"
"PENGGUNA Cebong sudah heboh, padahal di kibulin kamu najis, matamu kecil sekali..'",0,0,1,0,0,cebong girang kibul najis bong mata picek,"['cebong', 'girang', 'kibul', 'najis', 'bong', 'mata', 'picek']"
USER USER jyjyk kamu maho',0,0,0,1,0,jijik manusia homo,"['jijik', 'manusia', 'homo']"
USER karena kamu seperti kntl',0,0,0,1,0,kayak kontol,"['kayak', 'kontol']"
USER Mereka menjadi gila...dan mulai menghancurkan',0,0,1,0,0,sinting rusak,"['sinting', 'rusak']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Mengapa saya tidak mengatakan bahwa Anda bodoh? Karena Anda ikut-ikutan menghabiskan uang pemerintah yang sah saat ini, tetapi ingin mengganti dasar negara Pancasila dengan khilafah, bukankah itu disebut kebodohan?",0,0,0,1,0,kno gue bilang bencong hati makan duit perintah sah ganti dasar pancasila negara khilafah bencong nama,"['kno', 'gue', 'bilang', 'bencong', 'hati', 'makan', 'duit', 'perintah', 'sah', 'ganti', 'dasar', 'pancasila', 'negara', 'khilafah', 'bencong', 'nama']"
"USER Kamu perempuan, maho.'",0,0,0,1,0,cewek manusia homo,"['cewek', 'manusia', 'homo']"
"Sebelum Pasukan Saudi Tiba di Suriah, SISSY ISIS RUANG ke URL URL Libya",1,0,0,1,0,tentara saudi suriah isis banci lari libya uniform resource locator uniform resource locator,"['tentara', 'saudi', 'suriah', 'isis', 'banci', 'lari', 'libya', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
"PENGGUNA PENGGUNA itu buta, paman",0,0,1,0,0,buta ya om,"['buta', 'ya', 'om']"
"RT USER: USER USER USER kalau KH Ma'ruf ngomong sama Belaga Budek, ke Belaga Pilon tetap jalan \xf0\x9f\x91\x89#antipreside\xe2\x80\xa6""",0,0,1,0,0,kh ruf bicara belaga budek belaga pilon sundul ganti presiden,"['kh', 'ruf', 'bicara', 'belaga', 'budek', 'belaga', 'pilon', 'sundul', 'ganti', 'presiden']"
USER USER Ganti Presiden Endasmu atos....jangan pamer curang he...goblog....',0,0,1,0,0,ganti presiden ndasmu atos umbar cocot he goblok,"['ganti', 'presiden', 'ndasmu', 'atos', 'umbar', 'cocot', 'he', 'goblok']"
"PENGGUNA RT Presiden yang tuli dan buta, sehingga memimpin dengan menabrak dan mendengarkan teriakan masyarakat untuk menyingkirkan Jokowi",0,0,1,0,0,presiden buta tuli pimpin tubruk tabrak budek dengar rakyat teriak lengser jokowi,"['presiden', 'buta', 'tuli', 'pimpin', 'tubruk', 'tabrak', 'budek', 'dengar', 'rakyat', 'teriak', 'lengser', 'jokowi']"
Erel Bencong najis sekali,0,0,0,1,0,najis banget erel bencong,"['najis', 'banget', 'erel', 'bencong']"
"USER Tak Mau Bersama Eto, Dia Gay'",0,0,0,1,0,eto homo,"['eto', 'homo']"
"USER USER USER USER USER Jangan terlalu mempermasalahkan si idiot itu, dia akan menjadi besar, lagipula dia menang kemarin, kita sama-sama tahu #2019GantiPresiden'",0,0,1,0,0,sih idiot jumawa menang kemarin 2019 ganti presiden,"['sih', 'idiot', 'jumawa', 'menang', 'kemarin', '2019', 'ganti', 'presiden']"
"USER Yang memutarbalikkan kata-kata seperti saling adu mulut dan mengatasnamakan Islam, agama yang dianut seseorang, jangan bersikap suci, kamu berada di zonamu dan banyak bicara.'",0,0,1,0,0,makar omong zon suka adu domba bawa nama islam agama pegang hidup orang sok suci zon mulut dower bacot,"['makar', 'omong', 'zon', 'suka', 'adu', 'domba', 'bawa', 'nama', 'islam', 'agama', 'pegang', 'hidup', 'orang', 'sok', 'suci', 'zon', 'mulut', 'dower', 'bacot']"
PENGGUNA Wisma Darulaman. Kerja\xc2\xb2 banci. Lebih politis la\xf0\x9f\x98\x82',0,0,0,1,0,wisma darul aman kerja banci politik,"['wisma', 'darul', 'aman', 'kerja', 'banci', 'politik']"
PENGGUNA Kamu maho',0,0,0,1,0,manusia homo,"['manusia', 'homo']"
"USER USER Hmmm aku mencium bau yang menyebalkan\n\nTidak heran kamu menyebalkan, pergilah'",0,0,0,1,0,hmmm cium aroma aroma jablay bangsat iya pergi,"['hmmm', 'cium', 'aroma', 'aroma', 'jablay', 'bangsat', 'iya', 'pergi']"
USER USER USER Dimas Maho menyukai puting Mimi Peri,0,0,0,1,0,mas manusia homo suka pentil mimi peri,"['mas', 'manusia', 'homo', 'suka', 'pentil', 'mimi', 'peri']"
"USER USER Saya bahkan tidak tertarik dengan email. Tapi kalau dilihat secara keseluruhan...Ya, dia memang penipu. Namun dia mengakui kesalahannya dan meminta maaf. Orang yang menjadi sampah adalah kamu. Ssst'",0,0,1,0,0,minat mail looking at whole ya dulunya cheater silap and maaf sampah sarap sshhh,"['minat', 'mail', 'looking', 'at', 'whole', 'ya', 'dulunya', 'cheater', 'silap', 'and', 'maaf', 'sampah', 'sarap', 'sshhh']"
"Wanita sepertimu lebih baik mati, dia jelek, tidak perlu berpura-pura menjadi penata rias!",0,0,1,1,0,perempuan kayak mending mati deh jelek sok make up a ist,"['perempuan', 'kayak', 'mending', 'mati', 'deh', 'jelek', 'sok', 'make', 'up', 'a', 'ist']"
Mereka yang tidak memetiknya akan menderita\n\nEs mochi-ku\n\n\n\n\n\n\n\n\n\n\n\n\nPecah,0,0,1,0,0,ngakakkk banget kepick ya derita ice mochi gue taken cacat,"['ngakakkk', 'banget', 'kepick', 'ya', 'derita', 'ice', 'mochi', 'gue', 'taken', 'cacat']"
"USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 idiot yang tidak berani menggunakan akun nyata untuk menyebarkan hoax dan fitnah, sekarang lihat saja akun Anda \xf0\ x9f\ x98\x82\xf0\x9f\x98\x82'",0,0,1,1,0,bencong idiot it berani akun asli sebar hoaks fitnah coba lihat akun cong,"['bencong', 'idiot', 'it', 'berani', 'akun', 'asli', 'sebar', 'hoaks', 'fitnah', 'coba', 'lihat', 'akun', 'cong']"
"USER USER USER Akhirnya saya tanya lagi: Itu semua utang jaman Jokowi, brengsek? Pasti mingkem lagi... sampah warnet.... banci tin... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\ xa3 '",0,0,0,1,0,nih utang era jokowi bencong diam sih gembel warung internet banci kaleng,"['nih', 'utang', 'era', 'jokowi', 'bencong', 'diam', 'sih', 'gembel', 'warung', 'internet', 'banci', 'kaleng']"
USER USER Single bermain seperti pelacur :)',0,0,0,1,0,jomlo jablay kayak perek,"['jomlo', 'jablay', 'kayak', 'perek']"
USER USER USER Hanya orang mesum yang bisa dibohongi.\n\nBahkan untuk makan pun dia berbohong dan bilang ingin pulang agar bisa mendapat pendonor. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nRasanya azab Allah. \xf0\x9f\xa4\xa3\xf0\x9f,0,0,0,1,0,kaum bani cabul bohong makan bohong pulang donatur rasakaah azab allah,"['kaum', 'bani', 'cabul', 'bohong', 'makan', 'bohong', 'pulang', 'donatur', 'rasakaah', 'azab', 'allah']"
Wasit kecil ini!',0,0,1,0,0,wasit picek,"['wasit', 'picek']"
