Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"USER Penjelasan Saya Bukan Fitnah, Mohon TOLAK USER Apollinaris Darmawan Sebut Alquran Buku Sampah",1,1,0,1,1,0,0,0,0,0,1,0,fitnah sila ban apollinaris darmawan al alquran kitab sampah,"['fitnah', 'sila', 'ban', 'apollinaris', 'darmawan', 'al', 'alquran', 'kitab', 'sampah']"
Becak Warga Binjai Akan Disita karena Gunakan Tenda Bertulisan #2019Ganti Presiden PKS MERADANG; ; Apakah ini bukti pemerintah panik dan takut?; ;,1,0,0,1,0,0,0,0,1,0,1,0,becak warga binjai sita tenda be uliskan 2019 ganti presiden partai adil sejahtera radang bukti perintah panik takut,"['becak', 'warga', 'binjai', 'sita', 'tenda', 'be', 'uliskan', '2019', 'ganti', 'presiden', 'partai', 'adil', 'sejahtera', 'radang', 'bukti', 'perintah', 'panik', 'takut']"
Oleh rezim saat ini di bawah kendali Negara Komunis China yang menjadi satu-satunya pelindung rezim anti Islam (Jokowi),1,0,0,1,1,1,0,0,0,0,1,0,rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi,"['rezim', 'kendali', 'negara', 'cina', 'komunis', 'patron', 'tunggal', 'rezim', 'anti', 'islam', 'jokowi']"
"Dahi Kadal Grombolan gosong, mantap, suka ribut, tapi kalau grombolanya salah, pura-pura jadi budak.. URL Dasar Grombolan Cingkrang",1,1,0,1,0,0,1,0,0,0,1,0,gerombol kadal jidat gosong suka ribut gerombol salah pura pura budek dasar gerombol cingkrang uniform resource locator,"['gerombol', 'kadal', 'jidat', 'gosong', 'suka', 'ribut', 'gerombol', 'salah', 'pura', 'pura', 'budek', 'dasar', 'gerombol', 'cingkrang', 'uniform', 'resource', 'locator']"
USER USER Umat ​​Kristen Pagan selalu membuat ulah,1,1,0,1,1,0,0,0,0,0,1,0,kafir kristen ulah,"['kafir', 'kristen', 'ulah']"
USER USER USER USER Teman-temanku memang bodoh..jadi jangan buang-buang tenaga berdebat dengan mereka..\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,cebong kacung teman gue dungu tulang sumsum buang buang energi debat,"['cebong', 'kacung', 'teman', 'gue', 'dungu', 'tulang', 'sumsum', 'buang', 'buang', 'energi', 'debat']"
PENGGUNA PARTAI KORUPSI SAPI......bodoh...',1,1,0,1,0,0,0,0,1,0,1,0,ai korupsi sapi goblok,"['ai', 'korupsi', 'sapi', 'goblok']"
"Sinyal Kntl!! Perawatan macam apa ini? Bukankah itu yang kamu maksud? Susah banget buat login ke Twitter, gimana caranya buka Redtube? Cetan!! USER'",1,1,0,1,0,0,0,1,0,0,1,0,sinyal kontol pelihara niat sih login twitter doang susah open redtube setan,"['sinyal', 'kontol', 'pelihara', 'niat', 'sih', 'login', 'twitter', 'doang', 'susah', 'open', 'redtube', 'setan']"
"USER Tidak masalah kotor, yang penting orangnya senang, bagaimana kecebong bisa mengerti?",1,1,0,1,0,0,0,0,1,0,1,0,kotor bahagia warga cebong nge i,"['kotor', 'bahagia', 'warga', 'cebong', 'nge', 'i']"
"RT USER: Kebusukan kubu Anies Sandi terbongkar satu per satu, menang tanpa restu URL dan Prabowo berusaha cuci tangan",1,0,0,1,0,0,0,0,1,0,1,0,buka busuk kubu anies sandi menang berkah uniform resource locator prabowo usaha cuci tangan,"['buka', 'busuk', 'kubu', 'anies', 'sandi', 'menang', 'berkah', 'uniform', 'resource', 'locator', 'prabowo', 'usaha', 'cuci', 'tangan']"
"USER Pak USER Mahfud MD telah berpaling dari Allah SWT Pemberang, demi bangsa mengajak semua untuk membuang Islam",1,1,0,1,1,0,0,0,0,0,0,1,mahfud md allah subhanahu wa taala berang bangsa ajak buang islam,"['mahfud', 'md', 'allah', 'subhanahu', 'wa', 'taala', 'berang', 'bangsa', 'ajak', 'buang', 'islam']"
"Dulu, lembaga antikorupsi dibubarkan karena adanya sentuhan kekuasaan. Giliran KPK, Kenapa PDIP Partai Politik Penguasa yang Ngotot Bubarkan KPK?",1,0,0,1,0,0,0,0,1,0,1,0,lembaga lembaga anti korupsi bubar sentuh kuasa gilir komisi berantas korupsi partai demokrasi indonesia juang ai politik kuasa pulang otot bubar komisi berantas korupsi,"['lembaga', 'lembaga', 'anti', 'korupsi', 'bubar', 'sentuh', 'kuasa', 'gilir', 'komisi', 'berantas', 'korupsi', 'partai', 'demokrasi', 'indonesia', 'juang', 'ai', 'politik', 'kuasa', 'pulang', 'otot', 'bubar', 'komisi', 'berantas', 'korupsi']"
"Pendukung calon presiden yang gagal move on selalu sibuk berurusan dengan Aseng dan kabur membawa uang Rp. 35 triliun tunai. Namun, mereka tak sadar kenapa Aseng bisa kabur dengan uang sebanyak itu tanpa dukungan warga asli ASU. Tidak mungkin Aseng melakukannya. Warga pribumi hanya diam saja saat disuap. Benar-benar mentalitas yang tidak bersemangat. URL",1,1,0,1,0,1,0,0,0,0,1,0,dukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah 35 t sadar asing kabur bawa uang dukung pribumi anjing mustahil asing pribumi diam sogok mental kacung uniform resource locator,"['dukung', 'calon', 'presiden', 'gagal', 'pindah', 'on', 'sibuk', 'urus', 'asing', 'bawa', 'kabur', 'uang', 'rupiah', '35', 't', 'sadar', 'asing', 'kabur', 'bawa', 'uang', 'dukung', 'pribumi', 'anjing', 'mustahil', 'asing', 'pribumi', 'diam', 'sogok', 'mental', 'kacung', 'uniform', 'resource', 'locator']"
"APA ARTINYA? Penduduk asli sadar & melihat siapa mereka? KECUALI ANDA KOMUNIS / MISI CHINA, abaikan tweet ini, usir orang Tionghoa Indonesia",1,0,0,1,0,1,0,0,0,0,0,1,a inya pribumi sadar lihat kecuali cina komunis misionaris abai twit usir cina indonesia,"['a', 'inya', 'pribumi', 'sadar', 'lihat', 'kecuali', 'cina', 'komunis', 'misionaris', 'abai', 'twit', 'usir', 'cina', 'indonesia']"
RT USER Tapi ingat. Jangan sampai China juga memperkenalkan wisata Haram ke Indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0,ya cina kenal wisata haram indonesia haha,"['ya', 'cina', 'kenal', 'wisata', 'haram', 'indonesia', 'haha']"
PENGGUNA RT: Penyedia sialan',1,1,0,1,0,0,0,0,1,0,1,0,sedia berengsek,"['sedia', 'berengsek']"
PENGGUNA mengeluh bahwa tambal sulam ditanggapi dengan 'sialan',1,1,0,1,0,0,0,0,1,0,1,0,kampret complain raga tanggap fuck,"['kampret', 'complain', 'raga', 'tanggap', 'fuck']"
"USER nek ndelok pertandingan terakhir celsi kudune emyu menang dengan mudah... Tapi yo duh, celsi berantakan prediksi ki raiso \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0,nek lihat match chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki prediksi,"['nek', 'lihat', 'match', 'chelsea', 'sih', 'menang', 'mudah', 'manchester', 'united', 'iya', 'embuh', 'sih', 'chelsea', 'kacrut', 'ki', 'prediksi']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA @,1,1,0,1,0,0,0,0,1,0,1,0,,['nan']
"Nantang buka Dilah, eh, katanya Setan memang akhir kamus melawan ""kenegarawanan Pak Joko Widodo Presiden RI ke-7, makin stres, hati-hati kena stroke atau serangan jantung dan bangsa Indonesia akan kehilangan badut politik” MERDEKA.",1,1,0,1,0,0,1,0,0,0,1,0,tantang buka dada eh setan habis kamus lawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok serang jantung rakyat indonesia hilang badut badut politik merdeka,"['tantang', 'buka', 'dada', 'eh', 'setan', 'habis', 'kamus', 'lawan', 'kenegarawanan', 'joko', 'widodo', 'presiden', 'ri', '7', 'stresssssss', 'nih', 'hati', 'hati', 'kena', 'strok', 'serang', 'jantung', 'rakyat', 'indonesia', 'hilang', 'badut', 'badut', 'politik', 'merdeka']"
Bubarkan HTI & FPI. URL,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati amp front bela islam uniform resource locator,"['bubar', 'hati', 'amp', 'front', 'bela', 'islam', 'uniform', 'resource', 'locator']"
"Penjajahan di tanah Indonesia harus dihapuskan, bukan? Kita harus membasmi penjajahan ekonomi, budaya, dan pertanian yang dilakukan oleh Cina. Demi Negara Kesatuan Republik Indonesia. Singkirkan...",1,0,0,1,0,1,0,0,0,0,0,1,jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi negara republik indonesia usir,"['jajah', 'bumi', 'indonesia', 'hapus', 'jajah', 'ekonomi', 'budaya', 'hasil', 'bumi', 'cina', 'basmi', 'negara', 'republik', 'indonesia', 'usir']"
RT USER bayi kafir Budha teroris Myanmar,1,1,0,1,1,1,0,0,0,0,1,0,baby kafir buddha teroris myanmar,"['baby', 'kafir', 'buddha', 'teroris', 'myanmar']"
"Indonesia belum merdeka, Indonesia masih dijajah oleh Tiongkok!!! URL Takbir Allauakbar",1,0,0,1,0,1,0,0,0,0,1,0,indonesia merdeka indonesia jajah orang cina takbir allahu akbar uniform resource locator,"['indonesia', 'merdeka', 'indonesia', 'jajah', 'orang', 'cina', 'takbir', 'allahu', 'akbar', 'uniform', 'resource', 'locator']"
"USER USER USER USER OK, ngobrol dulu aja.. Enggak, yang mirip anggota DPR mesum di Mingkem.. yang jelas-jelas sudah selingkuh selama 7 tahun, kalian sok-sokan pergaulan bebas.. . #bong200 tidak akan sampai ke otakmu. ..'",1,1,0,1,0,0,1,1,0,0,1,0,yaelah chat urus lihat mesum anggota dewan wakil rakyat diam nyata selingkuh tujuh pura pura budek cebong iq ratus otak,"['yaelah', 'chat', 'urus', 'lihat', 'mesum', 'anggota', 'dewan', 'wakil', 'rakyat', 'diam', 'nyata', 'selingkuh', 'tujuh', 'pura', 'pura', 'budek', 'cebong', 'iq', 'ratus', 'otak']"
PENGGUNA KRISTUS ANJING ASU JIAMPUT SIALAN SIALAN PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT SIALAN PICEK TELEK PEJUH SIWUK KOTANG IDIOT SIALAN PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT SIALAN PICEK TELEK PEJUH SIWUK KOTANG IDIOT SIALAN PICEK TELEK PEJUH SIWUK K,1,1,0,1,1,0,1,1,0,0,1,0,kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,"['kristus', 'anjing', 'anjing', 'jembut', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'keparat', 'picek', 'tai', 'pejuh', 'siwuk', 'k']"
Umat ​​Buddha membunuh Muslim di Myanmar,1,0,0,1,1,0,0,0,0,0,1,0,buddha bunuh muslim myanmar,"['buddha', 'bunuh', 'muslim', 'myanmar']"
PENGGUNA Yahudi Bangke minta tempat ibadah ke Jerman,1,1,0,1,1,1,0,0,0,0,1,0,yahudi bangkai jerman ibadah,"['yahudi', 'bangkai', 'jerman', 'ibadah']"
Trik PENGGUNA...; Katak...; Kadal monitor...; meroket...; sekop...; Bajingan...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019Presiden Baru; ; #2019Tenggelamkan Jokowi ke Sungai Siak,1,1,0,1,0,1,0,0,0,0,1,0,hoaks kodok biawak roket sekop bangsat karbitan munafik 2019 ganti presiden 2019 presiden 2019 tenggelam jokowi sungai siak,"['hoaks', 'kodok', 'biawak', 'roket', 'sekop', 'bangsat', 'karbitan', 'munafik', '2019', 'ganti', 'presiden', '2019', 'presiden', '2019', 'tenggelam', 'jokowi', 'sungai', 'siak']"
"Berhenti menjadi konsumen wisata haji & umoh abal-abal, jadilah produsen wisata ziarah Indonesia",1,0,0,1,1,0,0,0,0,0,1,0,henti konsumen wisata haji rumah tipu produsen wisata jiarah indonesia,"['henti', 'konsumen', 'wisata', 'haji', 'rumah', 'tipu', 'produsen', 'wisata', 'jiarah', 'indonesia']"
PENGGUNA Singkirkan negara-negara dengan harga tetap,1,0,0,1,0,0,0,0,1,0,0,1,bubar negara republik indonesia harga mati,"['bubar', 'negara', 'republik', 'indonesia', 'harga', 'mati']"
Adzan di TV yang menyebut Allah SWT bodoh & biadab harus dihentikan dan tayangan yang mencemarkan nama Tuhan tidak boleh dilanjutkan.,1,1,0,1,1,0,0,0,0,0,0,1,azan televisi panggil manggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan,"['azan', 'televisi', 'panggil', 'manggil', 'allah', 'subhanahu', 'wa', 'taala', 'dungu', 'biadab', 'henti', 'acara', 'catut', 'nama', 'tuhan']"
USER USER USER USER Semua itu terdapat pada tingkah laku anak CEBONG....',1,1,0,1,0,0,0,0,1,0,1,0,laku bani cebong,"['laku', 'bani', 'cebong']"
Lantas...apakah PKI alias Partai Korupsi Indonesia perlu ditumpas?,1,0,0,1,0,0,0,0,1,0,1,0,partai komunis indonesia alias ai korupsi indonesia ganyang,"['partai', 'komunis', 'indonesia', 'alias', 'ai', 'korupsi', 'indonesia', 'ganyang']"
WASPADALAH TERHADAP KOMUNIS CINA DI INDONESIA!,1,0,0,1,0,1,0,0,0,0,1,0,waspada cina komunis indonesia,"['waspada', 'cina', 'komunis', 'indonesia']"
"USER USER Ubah rezim, antek-antek... Itu agak kalau kamu tanya aku'",1,1,0,1,0,0,0,0,1,0,1,0,ganti rezim kacung cebong,"['ganti', 'rezim', 'kacung', 'cebong']"
"Tiongkok, apa hak Anda untuk melarangnya?",1,0,0,1,0,1,0,0,0,0,1,0,cina hak larang,"['cina', 'hak', 'larang']"
"Kamu hebat dalam berbicara tentang cinta, kamu masih memegang Al-Quran sebagai pedoman hidup, Al-Quran tidak berbicara tentang cinta tetapi perang, pembunuhan, pemenggalan kepala.",1,0,0,1,1,0,0,0,0,0,1,0,hebat bicara cinta pegang alquran pegang hidup alquran bicara cinta perang bunuh penggal,"['hebat', 'bicara', 'cinta', 'pegang', 'alquran', 'pegang', 'hidup', 'alquran', 'bicara', 'cinta', 'perang', 'bunuh', 'penggal']"
"PENGGUNA Cebong, kampret dan unta juga tidak bersentuhan dengan laut'",1,1,0,1,0,0,0,0,1,0,1,0,cebong kampret onta singgung laut,"['cebong', 'kampret', 'onta', 'singgung', 'laut']"
"USER USER USER Komunitas Muslim manakah yang Anda maksud?\nFPI? HTI? Mereka bukan Muslim. Tapi penghujat Islam. Bajingan itu. Muslim tidak menimbulkan masalah. Pengecut lari dari atas setelah disesatkan.\nApa itu Islam, apa itu Islam. Kebobrokan apa itu Islam? Apakah Islam boleh menimbulkan masalah?",1,1,0,1,1,0,0,1,0,0,1,0,umat islam maksud front bela islam hati muslim nista islam bajing muslim onar kecut lari mesum islam islam gilir mesum islam onar islam,"['umat', 'islam', 'maksud', 'front', 'bela', 'islam', 'hati', 'muslim', 'nista', 'islam', 'bajing', 'muslim', 'onar', 'kecut', 'lari', 'mesum', 'islam', 'islam', 'gilir', 'mesum', 'islam', 'onar', 'islam']"
"PENGGUNA PENGGUNA Pemenangnya adalah tuanmu, dasar bajingan 212'",1,1,0,1,0,0,0,0,1,0,1,0,juara tipu junjung bani kampret 212,"['juara', 'tipu', 'junjung', 'bani', 'kampret', '212']"
Fahri Hamzah: Andai Saya Ketua KPK Saya Akan Bubarkan URL-nya,1,0,0,1,0,0,0,0,1,0,0,1,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,"['fahri', 'hamzah', 'presiden', 'komisi', 'berantas', 'korupsi', 'bubar', 'uniform', 'resource', 'locator']"
USER USER USER Haramnya orang kafir menjadi pemimpin nyet',1,1,0,1,1,0,0,0,0,0,1,0,kafir haram pimpin monyet,"['kafir', 'haram', 'pimpin', 'monyet']"
RT USER Bubarkan DPR.. SAVEKPK,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat bubar save komisi berantas korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'save', 'komisi', 'berantas', 'korupsi']"
USER USER USER USER USER USER USER USER USER USER USER Mengapa Komunis berlatar belakang PKI? Kecoa makan kecoa kan?',1,1,0,1,0,1,0,0,0,0,1,0,komunis abad partai komunis indonesia kecoak makan kecoak,"['komunis', 'abad', 'partai', 'komunis', 'indonesia', 'kecoak', 'makan', 'kecoak']"
"USER USER Itu biadab, dasar petugas bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,biadab oknum aparat keparat,"['biadab', 'oknum', 'aparat', 'keparat']"
"Kami balas di sini, bagaimana kami bisa mengusir Buddha"" USER: Kurang ajar, Etnis Muslim Rohingya Dikecualikan dari Data Sensus Penduduk Myanmar",1,0,0,1,1,0,0,0,0,0,0,1,balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar,"['balas', 'usir', 'buddha', 'ajar', 'etnis', 'muslim', 'rohingya', 'singkir', 'data', 'sensus', 'duduk', 'myanmar']"
