Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
APA ARTINYA? Penduduk asli sadar & melihat siapa mereka? KECUALI ANDA KOMUNIS / MISI CHINA abaikan tweet ini usir Tionghoa Indonesia,0,1,0,0,0,a inya pribumi sadar lihat kecuali cina komunis misionaris abai twit usir cina indonesia,"['a', 'inya', 'pribumi', 'sadar', 'lihat', 'kecuali', 'cina', 'komunis', 'misionaris', 'abai', 'twit', 'usir', 'cina', 'indonesia']"
"PENGGUNA RT Tapi ingat, jangan sampai China memperkenalkan wisata haram ke Indonesia hahaha",0,1,0,0,0,ya cina kenal wisata haram indonesia haha,"['ya', 'cina', 'kenal', 'wisata', 'haram', 'indonesia', 'haha']"
Bagaimana Anda bisa memanfaatkan pekerja Tiongkok? Banyak orang sendiri yang menganggur. Sungguh rezim yang buruk!,0,1,0,0,0,pakai buruh cina rakyat anggur dasar rejim kodok,"['pakai', 'buruh', 'cina', 'rakyat', 'anggur', 'dasar', 'rejim', 'kodok']"
"Penjajahan di tanah Indonesia harus dihapuskan. Penjajahan ekonomi, budaya, dan sumber daya alam oleh Cina harus diberantas. Demi Republik Indonesia. Usir...",0,1,0,0,0,jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi negara republik indonesia usir,"['jajah', 'bumi', 'indonesia', 'hapus', 'jajah', 'ekonomi', 'budaya', 'hasil', 'bumi', 'cina', 'basmi', 'negara', 'republik', 'indonesia', 'usir']"
PENGGUNA RT bayi kafir budha teroris myanmar,1,1,0,0,0,baby kafir buddha teroris myanmar,"['baby', 'kafir', 'buddha', 'teroris', 'myanmar']"
"Indonesia belum merdeka, Indonesia masih dijajah oleh Cina!!! TakbirAllauakbar URL",0,1,0,0,0,indonesia merdeka indonesia jajah orang cina takbir allahu akbar uniform resource locator,"['indonesia', 'merdeka', 'indonesia', 'jajah', 'orang', 'cina', 'takbir', 'allahu', 'akbar', 'uniform', 'resource', 'locator']"
PENGGUNA Yahudi Bangke meminta tempat ibadah kepada orang Jerman,1,1,0,0,0,yahudi bangkai jerman ibadah,"['yahudi', 'bangkai', 'jerman', 'ibadah']"
PENGGUNA Hoax...; Katak...; Biawak...; Melonjak...; Sekop...; Bajingan...; Seketika...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiDiSungaiSiak,0,1,0,0,0,hoaks kodok biawak roket sekop bangsat karbitan munafik 2019 ganti presiden 2019 presiden 2019 tenggelam jokowi sungai siak,"['hoaks', 'kodok', 'biawak', 'roket', 'sekop', 'bangsat', 'karbitan', 'munafik', '2019', 'ganti', 'presiden', '2019', 'presiden', '2019', 'tenggelam', 'jokowi', 'sungai', 'siak']"
"PENGGUNA Ingat baik-baik apa yang dikatakan Royson, ""Jokowi adalah antek saya..!""\n\nItulah barangkali alasan mendasar mengapa rezim ini seakan-akan sengaja masuk ke dalam ""Perangkap Utang"" KOMUNIS CHINA!\n\nMaka, wajib hukumnya #2019GantiPresiden!'",0,1,0,0,0,sih royson jokowi kacung gue alas fundamental rezim sepe i sengaja masuk debt trap komunis cina sok wajib 2019 ganti presiden,"['sih', 'royson', 'jokowi', 'kacung', 'gue', 'alas', 'fundamental', 'rezim', 'sepe', 'i', 'sengaja', 'masuk', 'debt', 'trap', 'komunis', 'cina', 'sok', 'wajib', '2019', 'ganti', 'presiden']"
WASPADALAH TERHADAP KOMUNISME CHINA DI INDONESIA!,0,1,0,0,0,waspada cina komunis indonesia,"['waspada', 'cina', 'komunis', 'indonesia']"
"China, apa hakmu untuk melarang?",0,1,0,0,0,cina hak larang,"['cina', 'hak', 'larang']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Mengapa komunis beragama PKI? Kecoak memakan kecoak?,0,1,0,0,0,komunis abad partai komunis indonesia kecoak makan kecoak,"['komunis', 'abad', 'partai', 'komunis', 'indonesia', 'kecoak', 'makan', 'kecoak']"
"Hajar mereka, bung.. hancurkan URL PKI",0,1,0,0,0,hajar ganyang partai komunis indonesia uniform resource locator,"['hajar', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
"PENGGUNA Mungkin masih banyak orang Tionghoa yang lebih Pancasilais daripada orang Jawa, namun mereka tidak terekspos, contoh nyata adalah Pak Kwik, seorang ekonom, dan Ustadz Felix Siauw \xf0\x9f\x98\x85'",0,1,0,0,0,masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw,"['masyarakat', 'tionghoa', 'pancasialis', 'orang', 'jawa', 'ekspos', 'contoh', 'nyata', 'kwik', 'ekonom', 'ustaz', 'felix', 'siauw']"
Orang Cina lagi.. Orang Cina lagi.. haruskah mereka diusir saja? Mereka merusak pekerjaan mereka,0,1,0,0,0,cina cina usir ya rusak sih kerja,"['cina', 'cina', 'usir', 'ya', 'rusak', 'sih', 'kerja']"
"PENGGUNA Ayo masyarakat Indonesia, bersihkan etnis Tionghoa, Ahok",0,1,0,0,0,ayo bangsa indonesia sih etnis cina ahok,"['ayo', 'bangsa', 'indonesia', 'sih', 'etnis', 'cina', 'ahok']"
PENGGUNA PENGGUNA Orang Cina kafir ini... Dasar bajingan!! Dasar komunis!!',1,1,0,0,0,cina kafir bangsat dasar komunis,"['cina', 'kafir', 'bangsat', 'dasar', 'komunis']"
PENGGUNA RT PENGGUNA Jenderal propaganda mereka melancarkan perang propaganda dengan nilai jual utama mereka adalah PKI dan Sinisasi.,0,1,0,0,0,jenderal propaganda perang propaganda jual utama partai komunis indonesia cina,"['jenderal', 'propaganda', 'perang', 'propaganda', 'jual', 'utama', 'partai', 'komunis', 'indonesia', 'cina']"
"Pasca kasus PKI di LBH, antek-antek komunis menciptakan opini dan pernyataan yang mengaburkan kebangkitan PKI.",0,1,0,0,0,partai komunis indonesia ramai ramai antek komunis opini nyata abur bangkit partai komunis indonesia,"['partai', 'komunis', 'indonesia', 'ramai', 'ramai', 'antek', 'komunis', 'opini', 'nyata', 'abur', 'bangkit', 'partai', 'komunis', 'indonesia']"
"Bersiaplah untuk mengusir sepasang = ASING-CINA,, PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA SelamatkenHutan",0,1,0,0,0,usir pasang asing cina selamat hutan,"['usir', 'pasang', 'asing', 'cina', 'selamat', 'hutan']"
"Para antek PKI sudah muncul dan berani tampil terang-terangan, semoga pemerintah tidak tinggal diam. URL",0,1,0,0,0,muncul antek antek partai komunis indonesia berani muncul terang terang mudah mudah perintah tinggal diam uniform resource locator,"['muncul', 'antek', 'antek', 'partai', 'komunis', 'indonesia', 'berani', 'muncul', 'terang', 'terang', 'mudah', 'mudah', 'perintah', 'tinggal', 'diam', 'uniform', 'resource', 'locator']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Cebong adalah badut Cina \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 hanya dikipasi dengan uang receh saja sudah luar biasa ganas\xf0\x,0,1,0,0,0,cebong badut nya cina kipas uang receh galak main,"['cebong', 'badut', 'nya', 'cina', 'kipas', 'uang', 'receh', 'galak', 'main']"
"Mengapa hanya orang Tionghoa non-Muslim yang dibantai? PENGGUNA juga orang Tionghoa, usir dia juga.",1,1,0,0,0,cina non muslim bantai sih cina usir,"['cina', 'non', 'muslim', 'bantai', 'sih', 'cina', 'usir']"
"PENGGUNA RT Semoga saja di masa depan, etnis Tionghoa di Indonesia tidak akan menduduki jabatan-jabatan pemerintahan... bisa saja seperti Singapura :)",0,1,0,0,0,moga etnis cina indonesia duduk perintah kayak singapura,"['moga', 'etnis', 'cina', 'indonesia', 'duduk', 'perintah', 'kayak', 'singapura']"
PENGGUNA PENGGUNA Indonesia sedang dijajah oleh Cina...,0,1,0,0,0,indonesia jajah cina,"['indonesia', 'jajah', 'cina']"
"PENGGUNA Maraknya orang-orang berpikiran sempit masuk ke Indonesia hanyalah pengalihan perhatian. Hatinya sebenarnya tertuju kepada Syiah Rafidhah, akar penyebab semua pemberontakan/kudeta di negara-negara Ahlussunnah Muslim di dunia.",1,1,0,0,0,marak orang sipit masuk indonesia alih hati syiah ah rafidhah biang kerok ronta kudeta negara muslim ahlusunah dunia,"['marak', 'orang', 'sipit', 'masuk', 'indonesia', 'alih', 'hati', 'syiah', 'ah', 'rafidhah', 'biang', 'kerok', 'ronta', 'kudeta', 'negara', 'muslim', 'ahlusunah', 'dunia']"
PENGGUNA RT Juga pandai membakar isu PKI Komunis,0,1,0,0,0,jago bakar isu partai komunis indonesia komunis,"['jago', 'bakar', 'isu', 'partai', 'komunis', 'indonesia', 'komunis']"
PENGGUNA Betul sekali... Mulai bermunculan anak-anak PKI yang mengikuti jejak bapaknya.,0,1,0,0,0,anak anak partai komunis indonesia muncul jejak,"['anak', 'anak', 'partai', 'komunis', 'indonesia', 'muncul', 'jejak']"
PENGGUNA PENGGUNA hancurkan PKI. Mari dukung Prabowo untuk 2019,0,1,0,0,0,ganyang partai komunis indonesia mari dukung prabowo 2019,"['ganyang', 'partai', 'komunis', 'indonesia', 'mari', 'dukung', 'prabowo', '2019']"
"PENGGUNA PENGGUNA Memang ada beberapa etnis Tionghoa yang turut serta dalam perjuangan, namun lebih banyak lagi yang menjadi pengkhianat dan menjadi antek-antek Belanda.",0,1,0,0,0,etnis cina juang khianat antek belanda,"['etnis', 'cina', 'juang', 'khianat', 'antek', 'belanda']"
"Antek-antek Cina merasakan kemerdekaan Indonesia, Cina menyukainya.",0,1,0,0,0,jongos cina merdeka indonesia cina kasih,"['jongos', 'cina', 'merdeka', 'indonesia', 'cina', 'kasih']"
PENGGUNA PENGGUNA Pekerja asing Tiongkok memang dimanjakan....',0,1,0,0,0,tenaga kerja asing cina manja,"['tenaga', 'kerja', 'asing', 'cina', 'manja']"
PENGGUNA RT: PENGGUNA jangan biarkan Indonesia diambil alih oleh Cina... Apakah kita semua perlu memboikot produk Cina???,0,1,0,0,0,indonesia ambil alih cina boikot produk cina,"['indonesia', 'ambil', 'alih', 'cina', 'boikot', 'produk', 'cina']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Terima kasih, KOMUNIS BODOH.",0,1,0,0,0,monyet komunis tolol,"['monyet', 'komunis', 'tolol']"
"Jika saja Jendral Soeharto tidak ada pada tahun 1965, maka nasib bangsa Indonesia bisa jadi adalah negara komunis atheis. PENGGUNA PENGGUNA PENGGUNA",1,1,0,0,0,jend suha o 1965 nasib bangsa indonesia negara komunis ateis,"['jend', 'suha', 'o', '1965', 'nasib', 'bangsa', 'indonesia', 'negara', 'komunis', 'ateis']"
"PENGGUNA RT: Hati-hati, kalian dan kader GUSDUR yang merupakan antek-antek asli Tiongkok yang ditempatkan di rezim ini. Mereka sekarang sedang ""membuat keributan"".",0,1,0,0,0,hati hati orang orang kader gus dur pribumi antek cina pasang rezim keprek,"['hati', 'hati', 'orang', 'orang', 'kader', 'gus', 'dur', 'pribumi', 'antek', 'cina', 'pasang', 'rezim', 'keprek']"
Sungguh luar biasa bahwa kebijakan Indonesia tidak boleh bertentangan dengan kepentingan Tiongkok.,0,1,0,0,0,bijak indonesia be entangan cina,"['bijak', 'indonesia', 'be', 'entangan', 'cina']"
Haruskah kita mengusir saja umat Buddha Myanmar di sini agar mereka tidak menimbulkan kekacauan seperti di Myanmar?,1,1,0,0,0,usir buddha myanmar kacau sepe i myanmar,"['usir', 'buddha', 'myanmar', 'kacau', 'sepe', 'i', 'myanmar']"
Antek-antek Tiongkok dan komunis semakin banyak jumlahnya URL,0,1,0,0,0,masif cina antek komunis uniform resource locator,"['masif', 'cina', 'antek', 'komunis', 'uniform', 'resource', 'locator']"
Isu PKI terus dibesar-besarkan kelompok pendukung Prabowo,0,1,0,0,0,isu partai komunis indonesia hembus grup grup dukung prabowo,"['isu', 'partai', 'komunis', 'indonesia', 'hembus', 'grup', 'grup', 'dukung', 'prabowo']"
PENGGUNA PENGGUNA Ya..hati-hati saja..!! Antek-antek komunis pandai berkamuflase..,0,1,0,0,0,ya waspada antek komunis pintar kamuflase,"['ya', 'waspada', 'antek', 'komunis', 'pintar', 'kamuflase']"
"PENGGUNA PENGGUNA PENGGUNA Hewan peliharaanmu, KOMUNIS CINA",0,1,0,0,0,monyet komunis piara cina loleng,"['monyet', 'komunis', 'piara', 'cina', 'loleng']"
"RT USER Para antek PKI dan simpatisannya, juga proksi komunis Cina, pasti sangat membenci TNI dan Panglimanya. Wajar saja jika mereka membencinya.",0,1,0,0,0,antek partai komunis indonesia simpatisan proxy cina komunis benci tentara nasional indonesia panglima wajar merek,"['antek', 'partai', 'komunis', 'indonesia', 'simpatisan', 'proxy', 'cina', 'komunis', 'benci', 'tentara', 'nasional', 'indonesia', 'panglima', 'wajar', 'merek']"
Cina benar-benar berisik Cina \xf0\x9f\x99\x84',0,1,0,0,0,bising cina cina nih,"['bising', 'cina', 'cina', 'nih']"
"Dulu, para pahlawan berjuang mati-matian, berkorban jiwa dan raga untuk mengusir penjajah. Eh... sekarang kenapa kita biarkan negeri ini dijajah Cina dengan mudahnya?!",0,1,0,0,0,pahlawan juang susah payah korban jiwa raga usir jajah eh biar negeri jajah cina mudah,"['pahlawan', 'juang', 'susah', 'payah', 'korban', 'jiwa', 'raga', 'usir', 'jajah', 'eh', 'biar', 'negeri', 'jajah', 'cina', 'mudah']"
PENGGUNA RT PENGGUNA Dan hebatnya tidak ada yang meneriaki antek Cina,0,1,0,0,0,hebat nya teriak antek cina,"['hebat', 'nya', 'teriak', 'antek', 'cina']"
PENGGUNA PENGGUNA PKI mulai menjadi panas,0,1,0,0,0,panas partai komunis indonesia,"['panas', 'partai', 'komunis', 'indonesia']"
"PENGGUNA Palestina juga antek asing, lho...'",0,1,0,0,0,palestina antek asing,"['palestina', 'antek', 'asing']"
"Sumbu Pendek: Koalisi Jokowi dengan Negara PKI, Jokowi PKI, gulingkan Jokowi.... pembantuku pusing",0,1,0,0,0,sumbu pendek jokowi koalisi negara partai komunis indonesia jokowi partai komunis indonesia lengser jokowi pusing hamba,"['sumbu', 'pendek', 'jokowi', 'koalisi', 'negara', 'partai', 'komunis', 'indonesia', 'jokowi', 'partai', 'komunis', 'indonesia', 'lengser', 'jokowi', 'pusing', 'hamba']"
PENGGUNA Perilaku orang Batak kafir itu seperti PENGGUNA. Suka memecah belah orang.,0,1,0,0,0,laku batak kafir ya sepe i sih suka pecah belah umat,"['laku', 'batak', 'kafir', 'ya', 'sepe', 'i', 'sih', 'suka', 'pecah', 'belah', 'umat']"
HANCURKAN PKI DAN ANGGOTANYA!,0,1,0,0,0,ganyang partai komunis indonesia bese a antek antek,"['ganyang', 'partai', 'komunis', 'indonesia', 'bese', 'a', 'antek', 'antek']"
"10 orang terkaya di Indonesia. 1 sampai 5 bukan orang Indonesia. tapi orang China. Ngeri banget kalau Indonesia kayak Singapura, penduduk asli bakal ditendang keluar.",0,1,0,0,0,10 orang kaya indonesia 1 5 orang indonesia orang cina keri indonesia kayak singapura pribumi usir,"['10', 'orang', 'kaya', 'indonesia', '1', '5', 'orang', 'indonesia', 'orang', 'cina', 'keri', 'indonesia', 'kayak', 'singapura', 'pribumi', 'usir']"
"Dulu guru-guru mengaji pernah bilang, ""Jangan main bola, karena bola itu olahraga PKI."" Itu sudah dikatakan antek-antek komunis sejak kecil.",0,1,0,0,0,guru aji bilang main sepak bola sepak bola olah raga partai komunis indonesia ejek antek komunis,"['guru', 'aji', 'bilang', 'main', 'sepak', 'bola', 'sepak', 'bola', 'olah', 'raga', 'partai', 'komunis', 'indonesia', 'ejek', 'antek', 'komunis']"
Sudah saatnya mengusir penjajah Cina dari tanah Indonesia!! PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA,0,1,0,0,0,usir jajah cina bumi indonesia,"['usir', 'jajah', 'cina', 'bumi', 'indonesia']"
Apakah anak tawanan Cina kafir ini yang perlu diusir?,1,1,0,0,0,anak sih napi cina kafir usir,"['anak', 'sih', 'napi', 'cina', 'kafir', 'usir']"
"USER ya, kamu orang Cina. Itulah mengapa kamu harus berhitung.'",0,1,0,0,0,ha dasar cina hitung,"['ha', 'dasar', 'cina', 'hitung']"
Kita hanya butuh presiden baru yang tegas menghancurkan PKI dan anti PKI!,0,1,0,0,0,butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,"['butuh', 'presiden', 'ganyang', 'partai', 'komunis', 'indonesia', 'anti', 'partai', 'komunis', 'indonesia']"
"PENGGUNA PENGGUNA Itulah hasil makan gaji dari uang korupsi BLBI yang dilakukan oleh bos cina, otak cebong memang tolol. \nMasalah TKA cina bukan lagi fiksi tapi fakta, tapi anda anggap isu itu fiksi, negara ini hancur, anda jual saja'",0,1,0,0,0,akibat makan gaji duit korupsi bantu likuiditas bank indonesia laku tokek tokek cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,"['akibat', 'makan', 'gaji', 'duit', 'korupsi', 'bantu', 'likuiditas', 'bank', 'indonesia', 'laku', 'tokek', 'tokek', 'cina', 'otak', 'cebong', 'dungu', 'tenaga', 'kerja', 'asing', 'cina', 'fiksi', 'fakta', 'anggap', 'isu', 'fiktif', 'hancur', 'negara', 'jual']"
Banyak cara yang dilakukan oleh sindikat Cina untuk menipu rakyat Indonesia hingga kehilangan uang mereka... mengusir orang Cina dari Indonesia.,0,1,0,0,0,modus sindikat cina tipu uang rakyat indonesia usir cina indonesia,"['modus', 'sindikat', 'cina', 'tipu', 'uang', 'rakyat', 'indonesia', 'usir', 'cina', 'indonesia']"
"YA TUHAN, AKSI UNTUK MENDUKUNG/MEMILIH PRESIDEN, TAPI SUARA MEREKA SAMA *ORANG ASLI/INDONESIA PERLU DIBERITAHU: SEMUA ITU KARENA ADA BUZZER YANG DIBAYAR CHINA",0,1,0,0,0,aksi dukung pilih presiden suara nada pribumi rakyat indonesia buzzer 2 bayar cina,"['aksi', 'dukung', 'pilih', 'presiden', 'suara', 'nada', 'pribumi', 'rakyat', 'indonesia', 'buzzer', '2', 'bayar', 'cina']"
PENGGUNA Pengguna mereka biasanya adalah antek-antek Zionis dan komunis,1,1,0,0,0,antek antek zionis komunis,"['antek', 'antek', 'zionis', 'komunis']"
PENGGUNA Usir Cina dari Republik Indonesia PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA,0,1,0,0,0,usir cina negara republik indonesia,"['usir', 'cina', 'negara', 'republik', 'indonesia']"
"Orang Tionghoa bebas asal ada Mukidi; ; KEAHLIAN CEBONG HANYA 1, PENIPU!!!; Cebong memang begitu, bodoh tak tertolong. Plonga plongo menimbulkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #EfekDunningKruger",0,1,0,0,0,orang cina bebas sih mukidi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,"['orang', 'cina', 'bebas', 'sih', 'mukidi', 'ahli', 'cebong', '1', 'tukang', 'tipu', 'cebong', 'goblok', 'ketulungan', 'plonga', 'plongo', 'akibat', 'optimisme', '2019', 'ganti', 'presiden', 'plonga', 'plongo', 'dunning', 'kruger', 'effect']"
Antek komunis itu jelas... Yang teriak huuuu ke pak Taufik Ismail -hafizhahullah URL,0,1,0,0,0,antek komunis nya teriak huuuu taufik ismail hafizhahullah uniform resource locator,"['antek', 'komunis', 'nya', 'teriak', 'huuuu', 'taufik', 'ismail', 'hafizhahullah', 'uniform', 'resource', 'locator']"
"PENGGUNA Bawang putih kafir... China paham komunisme... Hati-hati, bawang putih bikin negara di Indonesia'",0,1,0,0,0,bawang putih orang kafir cina paham komunis awas bawang putih tar bikin negara indonesia,"['bawang', 'putih', 'orang', 'kafir', 'cina', 'paham', 'komunis', 'awas', 'bawang', 'putih', 'tar', 'bikin', 'negara', 'indonesia']"
Korban rezim komunis bukanlah jumlah yang sedikit. Jumlahnya tidak sedikit; 100 juta darah manusia tertumpah akibat ideologi yang menghalalkan segala cara.,0,1,0,0,0,korban rezim komunis angka tanggung tanggung 100 juta darah manusia cecer paham halal,"['korban', 'rezim', 'komunis', 'angka', 'tanggung', 'tanggung', '100', 'juta', 'darah', 'manusia', 'cecer', 'paham', 'halal']"
Mereka bilang orang Cina itu kaya? Mengapa mereka semua putus sekolah? Apakah mereka menghabiskan terlalu banyak waktu untuk berpesta?,0,1,0,0,0,tionghoa kayak putus sekolah dugem,"['tionghoa', 'kayak', 'putus', 'sekolah', 'dugem']"
"USER Negeri ini telah dijual......\nInilah kehebatan Pak Jokowi, negeri ini telah direbut, dan sudah ada dua kekuasaan pemerintahan di negeri ini, CPNS tahun ini khusus untuk orang sipit, telah memperkosa negeri sendiri, pengkhianat PKI.'",0,1,0,0,0,negara jual hebat lek jokowi negara keteng kuasa perintah negara calon pegawai negeri sipil khusus sinamata sipit perkosa negara khianat dasar partai komunis indonesia,"['negara', 'jual', 'hebat', 'lek', 'jokowi', 'negara', 'keteng', 'kuasa', 'perintah', 'negara', 'calon', 'pegawai', 'negeri', 'sipil', 'khusus', 'sinamata', 'sipit', 'perkosa', 'negara', 'khianat', 'dasar', 'partai', 'komunis', 'indonesia']"
"PENGGUNA Pengkhianat Republik Indonesia adalah kelompok yang membuat keputusan yang merugikan negara!! Tenggelamkan gerombolan moncong babi, antek PKI!",0,1,0,0,0,khianat negara republik indonesia komplot putus rugi negara tenggelam komplot moncong babi antek partai komunis indonesia,"['khianat', 'negara', 'republik', 'indonesia', 'komplot', 'putus', 'rugi', 'negara', 'tenggelam', 'komplot', 'moncong', 'babi', 'antek', 'partai', 'komunis', 'indonesia']"
Hancurkan PKI dengan sekuat tenaga,0,1,0,0,0,ganyang partai komunis indonesia kuat tenaga,"['ganyang', 'partai', 'komunis', 'indonesia', 'kuat', 'tenaga']"
"Selama Owo masih hidup dan masih berhasrat menjadi presiden, isu tentang PKI, Komunis, anti Islam, atau antek-antek Tionghoa akan terus mengemuka.",1,1,0,0,0,owo hidup nafsu presiden muncul isu partai komunis indonesia komunis anti islam antek cina puter puter situ,"['owo', 'hidup', 'nafsu', 'presiden', 'muncul', 'isu', 'partai', 'komunis', 'indonesia', 'komunis', 'anti', 'islam', 'antek', 'cina', 'puter', 'puter', 'situ']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Di mana janji-janji yang ditepati, Tuan!! Hanya satu janji yang ditepati, yaitu 10 juta lapangan pekerjaan, tetapi bukan untuk rakyat melainkan untuk pekerja asing Tiongkok. #Sedih'",0,1,0,0,0,janji deh janji puluh juta lapang kerja rakyat tenaga kerja asing cina miris,"['janji', 'deh', 'janji', 'puluh', 'juta', 'lapang', 'kerja', 'rakyat', 'tenaga', 'kerja', 'asing', 'cina', 'miris']"
PENGGUNA RT: PENGGUNA PENGGUNA PENGGUNA PKI kafir yang menyamar sebagai Muslim. Mereka yang menjelek-jelekkan JKW semuanya kafir PKI.,1,1,0,0,0,kafir partai komunis indonesia samar islam jelek jokowi kafir partai komunis indonesia,"['kafir', 'partai', 'komunis', 'indonesia', 'samar', 'islam', 'jelek', 'jokowi', 'kafir', 'partai', 'komunis', 'indonesia']"
