Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"Misalnya, bagaimana jika orang Tionghoa diusir paksa dari Indonesia?",1,0,0,1,0,1,0,0,0,0,1,0,umpama orang cina usir paksa indonesia,"['umpama', 'orang', 'cina', 'usir', 'paksa', 'indonesia']"
PENGGUNA RT: babi cina... pencuri cina...\n#EvictChina https:\/\/t.co\/9y4HIWHJp2,1,1,0,1,0,1,0,0,0,0,0,1,cina babi cina maling usir cina hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,"['cina', 'babi', 'cina', 'maling', 'usir', 'cina', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', '9y4hiwhjp2']"
URL PROYEK KORUPSI REZIM SBY,1,0,1,0,0,0,0,0,1,1,0,0,proyek korupsi rezim susilo bambang yudhoyono uniform resource locator,"['proyek', 'korupsi', 'rezim', 'susilo', 'bambang', 'yudhoyono', 'uniform', 'resource', 'locator']"
USER USER Lalu bagaimana pendapat anda mengenai kitab suci agama yang disampaikan oleh Paman USER; ; #Tiba-tiba panik,1,0,1,0,0,0,0,0,1,1,0,0,kitab suci agama bilang om dadak kalap,"['kitab', 'suci', 'agama', 'bilang', 'om', 'dadak', 'kalap']"
"USER, kamu kasar, kamu timpang'",1,1,1,0,0,0,0,0,1,1,0,0,eh kasar kampang,"['eh', 'kasar', 'kampang']"
"PENGGUNA Ada kecebong, bro, dia pikir dia yang paling benar'",1,1,1,0,0,0,0,0,1,1,0,0,cebong bang,"['cebong', 'bang']"
Apakah kamu transgender atau anjing apa :( URL,1,1,1,0,0,0,0,1,0,1,0,0,transgender anjing uniform resource locator,"['transgender', 'anjing', 'uniform', 'resource', 'locator']"
"USER USER USER USER Saran saya, tidak perlu banyak-banyak memarahi ayat, langsung saja pada inti permasalahannya. Kalau tidak setuju, teriak saja kalau kamu kafir, sesat, liberal, pemuja dukun, bla bla...hatimu pasti terpuaskan...'",1,1,1,0,1,0,0,0,0,1,0,0,gue saran bacot maling ayat langsung to the point orang paham riak kafir sesat liberal puja dukun bla blaaa hati puas deh,"['gue', 'saran', 'bacot', 'maling', 'ayat', 'langsung', 'to', 'the', 'point', 'orang', 'paham', 'riak', 'kafir', 'sesat', 'liberal', 'puja', 'dukun', 'bla', 'blaaa', 'hati', 'puas', 'deh']"
"Jangan salah sasaran, bukan Ahok... agenda utamanya adalah menggulingkan Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,salah target ahok agenda utama lengser jokowi,"['salah', 'target', 'ahok', 'agenda', 'utama', 'lengser', 'jokowi']"
"USER USER Pas baru kena kena, udah kepanasan??? Sangat penasaran; ; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,kena tagar panas banget 2019 ganti presiden,"['kena', 'tagar', 'panas', 'banget', '2019', 'ganti', 'presiden']"
"Prabowo kalah, menyebut bantuan Jokowi hanya sekedar pencitraan, keluh kesah yang menyedihkan",1,0,1,0,0,0,0,0,1,1,0,0,prabowo kalah bantu jokowi citra ratap pilu,"['prabowo', 'kalah', 'bantu', 'jokowi', 'citra', 'ratap', 'pilu']"
USER USER Para idiot adalah penipu yang menjilat pihak berwenang yang kedapatan memindahkan orang-orang yang dibayar dengan menggunakan beras kemasan. Propaganda nasi kemasan selalu gagal.',1,1,0,1,0,0,0,0,1,0,1,0,goblok bani cebong tukang tipu jilat kuasa gera bayar pakai nasi bungkus propaganda nasi bungkus gagal,"['goblok', 'bani', 'cebong', 'tukang', 'tipu', 'jilat', 'kuasa', 'gera', 'bayar', 'pakai', 'nasi', 'bungkus', 'propaganda', 'nasi', 'bungkus', 'gagal']"
PENGGUNA PENGGUNA PENGGUNA Wow...sewot cebong...\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,cebong sewot,"['cebong', 'sewot']"
Padahal gubernur saat ini adalah Djarot. Mayoritas parpol di DPRD juga mendukung Ahok Djarot. Sangat disayangkan bahwa itu adalah URL PENGGUNA,1,0,1,0,0,0,0,0,1,1,0,0,gubernur djarot mayoritas ai politik dewan wakil rakyat daerah dukung ahok djarot payah ya uniform resource locator,"['gubernur', 'djarot', 'mayoritas', 'ai', 'politik', 'dewan', 'wakil', 'rakyat', 'daerah', 'dukung', 'ahok', 'djarot', 'payah', 'ya', 'uniform', 'resource', 'locator']"
PENGGUNA Anak pecundang...tak jauh dari hobi zina.. haha',1,1,1,0,0,0,0,1,0,1,0,0,anak pecun hobi zina haha,"['anak', 'pecun', 'hobi', 'zina', 'haha']"
Pendaftaran calon presiden #Pilpres 2019 baru dibuka Agustus 2018... normatifnya apa yang masih belum dipahami oleh politisi PDIP? #2019Ganti Presiden!!,1,0,0,1,0,0,0,0,1,0,1,0,daftar calon presiden pilih presiden 2019 buka agustus 2018 normatif politikus partai demokrasi indonesia juang paham 2019 ganti presiden,"['daftar', 'calon', 'presiden', 'pilih', 'presiden', '2019', 'buka', 'agustus', '2018', 'normatif', 'politikus', 'partai', 'demokrasi', 'indonesia', 'juang', 'paham', '2019', 'ganti', 'presiden']"
Orang bodoh sudah tahu kalau pemerintahan rezim komunis ini korup dan bisa memimpin sidang DPR menggunakan URL cebong,1,1,1,0,0,1,0,0,0,1,0,0,sih tolol tau perintah rezim komunis bobrok koruptor pimpin sidang dewan wakil rakyat paya cebong uniform resource locator,"['sih', 'tolol', 'tau', 'perintah', 'rezim', 'komunis', 'bobrok', 'koruptor', 'pimpin', 'sidang', 'dewan', 'wakil', 'rakyat', 'paya', 'cebong', 'uniform', 'resource', 'locator']"
Tiongkok sedang menghancurkan negaranya!! Membuang!! Tuju??,1,0,0,1,0,1,0,0,0,0,0,1,cina usak bangsa usir tuju,"['cina', 'usak', 'bangsa', 'usir', 'tuju']"
"#2019Ganti Presiden secara konstitusional adalah hak setiap rakyat, wah!! . Begitu pula jika Anda berencana untuk bebas tetapi berperilaku otoriter.",1,1,1,0,0,0,0,0,1,1,0,0,2019 ganti presiden konstitusional hak rakyat woiii nih plonga plongo laku otoriter,"['2019', 'ganti', 'presiden', 'konstitusional', 'hak', 'rakyat', 'woiii', 'nih', 'plonga', 'plongo', 'laku', 'otoriter']"
"USER Kroasia itu fanatik lho, kenapa belajar dengan fanatik...apakah kamu sudah lupa dengan negeri surga??'",1,1,0,1,1,0,0,0,0,0,1,0,kroasia kafir tau ajar kafir lupa kapling sorga,"['kroasia', 'kafir', 'tau', 'ajar', 'kafir', 'lupa', 'kapling', 'sorga']"
"USER USER, benarkah Menteri Soeharto itu gay?'",1,1,1,0,0,0,0,1,0,1,0,0,nya menteri suha o homo,"['nya', 'menteri', 'suha', 'o', 'homo']"
"Mengejar seseorang lumayan nakal, rupiah turun kemana \xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,kejar setor bangsat rupiah turun,"['kejar', 'setor', 'bangsat', 'rupiah', 'turun']"
"Semoga ada tindak lanjutnya!; ; Pelaporan ?penodaan agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB; #Mungkin PENGGUNA;",1,0,1,0,1,0,0,0,0,1,0,0,moga tindak lapor hadap nista agama adek armando laku langsung ketua front bela islam kh shobri lubis badan reserse kriminal markas polisi republik indonesia gambir jaka a pusat selasa 10 4 13 00 indonesia barat perhaps,"['moga', 'tindak', 'lapor', 'hadap', 'nista', 'agama', 'adek', 'armando', 'laku', 'langsung', 'ketua', 'front', 'bela', 'islam', 'kh', 'shobri', 'lubis', 'badan', 'reserse', 'kriminal', 'markas', 'polisi', 'republik', 'indonesia', 'gambir', 'jaka', 'a', 'pusat', 'selasa', '10', '4', '13', '00', 'indonesia', 'barat', 'perhaps']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Bangke.. beat!!!!',1,1,1,0,0,0,0,0,1,0,0,1,bangkai hajar,"['bangkai', 'hajar']"
USER USER USER .\nOrang yang minum terlalu banyak akan mati',1,0,0,1,0,0,0,0,1,0,1,0,onta mati minum,"['onta', 'mati', 'minum']"
URL Ahok bilang mereka khawatir dengan ponselnya USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,uniform resource locator ahok tng was was hidup,"['uniform', 'resource', 'locator', 'ahok', 'tng', 'was', 'was', 'hidup']"
Itu baru di Sul Teng..!!!; Ini kelebihan akibat tersandera utang Tiongkok!!!; #2019GantiPresiden; #2019Presiden Baru ; #2019StayJokowiChange,1,0,1,0,0,0,0,0,1,1,0,0,sul teng ekses akibat sandera hutang cina 2019 ganti presiden 2019 presiden 2019 jokowi ganti,"['sul', 'teng', 'ekses', 'akibat', 'sandera', 'hutang', 'cina', '2019', 'ganti', 'presiden', '2019', 'presiden', '2019', 'jokowi', 'ganti']"
PENGGUNA KPK bukan hanya kurang terampil di era ini...tapi era ini juga berkomitmen dalam pemberantasan korupsi tidak seperti di era Pak Sby....,1,0,0,1,0,0,0,0,1,0,1,0,be aji nya komisi berantas korupsi era era komitmen berantas korupsi surat pemberitahuan era susilo bambang yudhoyono,"['be', 'aji', 'nya', 'komisi', 'berantas', 'korupsi', 'era', 'era', 'komitmen', 'berantas', 'korupsi', 'surat', 'pemberitahuan', 'era', 'susilo', 'bambang', 'yudhoyono']"
PENGGUNA RT: Admin bodoh di pesta bodoh\nPesta Bodoh untuk Orang Bodoh',1,1,0,1,0,0,0,0,1,0,1,0,admin tolol ai tolol ai tolol orang tolol,"['admin', 'tolol', 'ai', 'tolol', 'ai', 'tolol', 'orang', 'tolol']"
Hanya Jokowi yang lengser. PENGGUNA ditutup. URL,1,0,1,0,0,0,0,0,1,1,0,0,jokowi mundur tutup uniform resource locator,"['jokowi', 'mundur', 'tutup', 'uniform', 'resource', 'locator']"
USER Ngomong-ngomong soal itu...mulutmu kayak banci...beli cermin dulu lihat dirimu...Bro',1,1,1,0,0,0,0,1,0,1,0,0,bicara mulut sepe i banci beli kaca lihat bro,"['bicara', 'mulut', 'sepe', 'i', 'banci', 'beli', 'kaca', 'lihat', 'bro']"
PENGGUNA Ada amin yang rasis.\nAda yang sangat dani\nAda ratna yang malang.\nAda unta.\nAda lubang anus.\nJadi jangan takut wo wo..\nObat penenangmu hampir habis.',1,1,1,0,0,0,0,0,1,1,0,0,amin racist ratna sih paiiit sih onta sih lobang anus takut oi oi habis obat tenang ya,"['amin', 'racist', 'ratna', 'sih', 'paiiit', 'sih', 'onta', 'sih', 'lobang', 'anus', 'takut', 'oi', 'oi', 'habis', 'obat', 'tenang', 'ya']"
USER Tunggu perintah dari USER'S LIVID IMAM. TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawakan ULAMA...\nBASIC Banj SEMPAK',1,1,1,0,0,0,0,1,0,1,0,0,tunggu komando imam bejat cabul tai bir bawa ulama dasar banj sempak,"['tunggu', 'komando', 'imam', 'bejat', 'cabul', 'tai', 'bir', 'bawa', 'ulama', 'dasar', 'banj', 'sempak']"
Kabinet berantakan \nPemecah persatuan hanya ada di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,kabinet beranta pecah belah rezim,"['kabinet', 'beranta', 'pecah', 'belah', 'rezim']"
"ya! Mengaku Lebih Pintar dari Politisi, LIHAT KETERSEDIAANMU DULU, Mukamu Bodoh!!! Ckakakak PENGGUNA'",1,1,1,0,0,0,1,0,0,1,0,0,ih pintar orang politik kaca oi tampang kakak orang bego wkwk,"['ih', 'pintar', 'orang', 'politik', 'kaca', 'oi', 'tampang', 'kakak', 'orang', 'bego', 'wkwk']"
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang yang target proyeknya tidak mungkin, lalu melelangnya dengan harga murah ke antek-antek China. NTB adalah contoh kasusnya. PDIP ingin menang? Dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,partai demokrasi indonesia juang menang tekan usaha tambang target proyek impossible lelang murah antek cina ntb contoh partai demokrasi indonesia juang menang dasar bajing,"['partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'tekan', 'usaha', 'tambang', 'target', 'proyek', 'impossible', 'lelang', 'murah', 'antek', 'cina', 'ntb', 'contoh', 'partai', 'demokrasi', 'indonesia', 'juang', 'menang', 'dasar', 'bajing']"
USER USER tak percaya dengan mulut buayamu gan.,1,1,1,0,0,0,0,0,1,1,0,0,percaya mulut buaya mu bawang,"['percaya', 'mulut', 'buaya', 'mu', 'bawang']"
"RT USER USER Jangan jadi banci kalengan, kamu GATOT sering bikin gaduh bapak-bapak REVERSE, siap bersaing di Pilpres 2019 lawan Jokowi",1,1,1,0,0,0,0,1,0,1,0,0,kayak banci kaleng gatot gaduh gentleman mundur saing pilih presiden 2019 lawan jokowi,"['kayak', 'banci', 'kaleng', 'gatot', 'gaduh', 'gentleman', 'mundur', 'saing', 'pilih', 'presiden', '2019', 'lawan', 'jokowi']"
PENGGUNA PENGGUNA umum &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,umuh persib persib kunyuk,"['umuh', 'persib', 'persib', 'kunyuk']"
"PENGGUNA PENGGUNA Untuk film Muslim, pilih apakah Ahok meninggal tanpa salat......; dijamin laku......",1,0,1,0,0,0,0,0,1,1,0,0,film muslim pilih ahok mati salat jamin laris,"['film', 'muslim', 'pilih', 'ahok', 'mati', 'salat', 'jamin', 'laris']"
"Pemberitaan tentang Saracen dibingkai seolah-olah merupakan kubu Prabowo dan Anies-Sandi. Bahkan, media menumpahkan kepedihan hati katak dan berudu. *eh",1,1,0,1,0,0,0,0,1,0,1,0,berita saracen diframing katak tim prabowo anies sandi media tumpah sakit hati katak cebong ehe,"['berita', 'saracen', 'diframing', 'katak', 'tim', 'prabowo', 'anies', 'sandi', 'media', 'tumpah', 'sakit', 'hati', 'katak', 'cebong', 'ehe']"
"USER USER USER USER Aku bukan cebong, kamu sudah mengatakan itu padaku sejak kemarin dan aku masih keras kepala\nApakah kamu memaksaku menjadi cebong?'",1,1,1,0,0,0,0,0,1,1,0,0,cebong bilang kemarin eyel situ paksa cebong,"['cebong', 'bilang', 'kemarin', 'eyel', 'situ', 'paksa', 'cebong']"
"Kelemahan USER Gerindra terletak pada orang ini,...Elektabilitas Prabowo menurun karena dia CONGOR fadlizon seperti DURNO'",1,1,1,0,0,0,0,0,1,1,0,0,lemah gerindra orang prabowo turun elektabilitasnya congor fadli zon surat pemberitahuan durno,"['lemah', 'gerindra', 'orang', 'prabowo', 'turun', 'elektabilitasnya', 'congor', 'fadli', 'zon', 'surat', 'pemberitahuan', 'durno']"
"PENGGUNA PENGGUNA PENGGUNA Saya ingin menasihati anda, jangan gegabah terhadap rezim ini... eh tapi negeri ini memang sudah dalam keadaan kacau balau... nah sekarang ekonominya sedang porak poranda, kacau balau!!'",1,0,1,0,0,0,0,0,1,1,0,0,nasihat kali ugal ugalan nih rezim eh negeri keburu hancur ekonomi moral meni kacaoooooo,"['nasihat', 'kali', 'ugal', 'ugalan', 'nih', 'rezim', 'eh', 'negeri', 'keburu', 'hancur', 'ekonomi', 'moral', 'meni', 'kacaoooooo']"
"PENGGUNA TAHUN 2019 Masyarakat makan ASPAL dan BETON; ini merupakan solusi jitu untuk mengurangi kemiskinan; ; SKILLNYA HANYA 1, CHEATER!!!; Aku anak kecil seperti itu, aku bodoh dan aku tidak beruntung. Plonga plongo menghasilkan optimisme yang berlebihan; ; #2019GantiPresiden#",1,1,0,1,0,0,0,0,1,0,1,0,2019 rakyat makan aspal beton solusi jitu miskin ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden,"['2019', 'rakyat', 'makan', 'aspal', 'beton', 'solusi', 'jitu', 'miskin', 'ahli', 'cebong', '1', 'tukang', 'tipu', 'cebong', 'goblok', 'ketulungan', 'plonga', 'plongo', 'akibat', 'optimisme', '2019', 'ganti', 'presiden']"
"USER Kemarin Dihujat, Sekarang Dia Berharap Bajingan Kamprey'",1,1,0,1,0,0,0,0,1,0,1,0,kemarin hujat harap dasar bani kampret,"['kemarin', 'hujat', 'harap', 'dasar', 'bani', 'kampret']"
"USER Penjelasan Saya Bukan Fitnah, Mohon TOLAK USER Apollinaris Darmawan Sebut Alquran Buku Sampah",1,1,0,1,1,0,0,0,0,0,1,0,fitnah sila ban apollinaris darmawan al alquran kitab sampah,"['fitnah', 'sila', 'ban', 'apollinaris', 'darmawan', 'al', 'alquran', 'kitab', 'sampah']"
